GPU_ID,CUDA_Cores,Base_Clock_MHz,Boost_Clock_MHz,Memory_Type,Memory_Bandwidth_GBps,RT_Cores,Tensor_Cores
34622,3584,1361,1619,GDDR5,834.7,51,204
34623,3584,1451,1593,HBM2,907.8,125,500
34624,7680,2348,2708,HBM2,810.8,0,0
34625,2048,1910,2108,HBM2,786.7,110,440
34626,7680,2460,2872,GDDR5,438.3,126,504
34627,10752,2047,2290,GDDR5,838.5,0,0
34628,3584,1832,2120,GDDR5X,481.4,108,432
34629,2048,2228,2710,GDDR6,813.8,53,212
34630,384,1020,1421,GDDR5X,610.3,46,184
34631,1024,1660,1821,GDDR5,320.8,78,312
34632,10752,1480,1708,GDDR5X,684.0,31,124
34633,4608,1760,2095,GDDR5X,485.7,0,0
34634,4608,1292,1597,GDDR5,863.2,0,0
34635,384,1001,1238,GDDR5,715.2,57,228
34636,8704,2426,2726,GDDR5X,785.7,0,0
34637,3584,1040,1211,GDDR6,371.8,28,112
34638,384,1659,2071,GDDR6,544.2,80,320
34639,3584,2379,2505,GDDR6X,651.1,53,212
34640,4608,1982,2345,GDDR5,380.1,122,488
34641,16384,2300,2441,GDDR6,501.6,98,392
34642,2048,2385,2811,GDDR6X,807.9,0,0
34643,3584,1434,1676,GDDR5X,615.9,0,0
34644,384,1210,1494,GDDR6,455.3,0,0
34645,8704,2290,2785,GDDR6X,367.3,0,0
34646,3584,1784,2005,GDDR5X,962.7,44,176
34647,1024,1366,1664,HBM2,513.1,0,0
34648,16384,1367,1623,GDDR5X,857.5,0,0
34649,16384,2118,2261,GDDR5,371.2,44,176
34650,2048,1921,2159,GDDR5X,358.5,126,504
34651,4608,1708,1881,GDDR6,967.7,73,292
34652,1024,1018,1272,HBM2,496.5,31,124
34653,3584,1895,2030,GDDR6X,457.5,0,0
34654,3584,1105,1276,GDDR6X,269.1,45,180
34655,4608,1084,1490,GDDR6X,727.4,32,128
34656,10752,1488,1717,GDDR6X,404.7,60,240
34657,1408,2221,2521,GDDR6X,385.8,103,412
34658,7680,1985,2346,GDDR6,466.2,0,0
34659,16384,1419,1606,GDDR6,410.1,67,268
34660,16384,1942,2043,GDDR5,867.0,0,0
34661,7680,1979,2349,GDDR6X,387.1,0,0
34662,4608,1285,1747,GDDR6X,699.4,23,92
34663,10752,1768,2160,GDDR6,450.6,61,244
34664,10752,1640,2096,GDDR6,909.9,0,0
34665,16384,1580,1784,GDDR6X,805.0,55,220
34666,384,1970,2453,GDDR6,613.9,0,0
34667,3584,1558,2039,GDDR5X,445.7,37,148
34668,3584,1839,2089,GDDR6,467.0,0,0
34669,8704,2429,2805,GDDR6X,474.8,0,0
34670,7680,1144,1301,GDDR5,333.5,0,0
34671,3584,2170,2627,GDDR5,891.1,20,80
34672,4608,1280,1534,GDDR6,673.6,39,156
34673,2048,2295,2698,GDDR5X,388.6,35,140
34674,384,2261,2655,GDDR6,794.1,0,0
34675,3584,2466,2873,GDDR6X,208.3,122,488
34676,4608,2005,2419,HBM2,826.6,0,0
34677,384,2053,2201,GDDR5,356.1,127,508
34678,1024,1367,1784,GDDR5,724.4,33,132
34679,3584,1281,1429,GDDR5X,201.0,0,0
34680,384,1444,1776,GDDR5,981.6,28,112
34681,7680,1072,1274,GDDR6,903.1,53,212
34682,4608,1677,2029,GDDR6,933.6,0,0
34683,1024,2160,2465,GDDR5,754.9,26,104
34684,10752,1427,1796,GDDR6X,513.7,33,132
34685,3584,2230,2669,GDDR6X,546.1,0,0
34686,4608,1003,1405,GDDR5,707.5,0,0
34687,8704,1148,1280,GDDR6,579.6,80,320
34688,4608,1511,1943,HBM2,974.6,0,0
34689,384,1197,1357,HBM2,654.8,0,0
34690,10752,1527,1964,HBM2,360.8,0,0
34691,384,1493,1918,GDDR6X,797.8,0,0
34692,16384,1982,2438,GDDR5,342.2,20,80
34693,1024,2453,2557,GDDR6,511.0,0,0
34694,10752,1967,2195,GDDR6X,954.2,0,0
34695,16384,1788,2172,GDDR5X,817.6,0,0
34696,16384,1890,2318,HBM2,569.4,80,320
34697,2048,2094,2283,GDDR5,555.6,0,0
34698,16384,1227,1519,HBM2,215.0,45,180
34699,2048,1649,1751,GDDR6,334.0,0,0
34700,8704,2134,2595,GDDR5X,967.8,0,0
34701,1024,1264,1475,GDDR5X,732.8,54,216
34702,384,1624,1960,GDDR5X,870.3,84,336
34703,1024,1388,1879,HBM2,444.5,0,0
34704,2048,2458,2768,GDDR5,851.4,95,380
34705,1024,1449,1701,GDDR6X,869.2,88,352
34706,1408,1836,2115,GDDR6X,596.9,0,0
34707,1024,1759,2181,HBM2,804.2,92,368
34708,7680,1989,2107,HBM2,946.9,34,136
34709,8704,1991,2459,HBM2,321.1,59,236
34710,2048,1689,2003,HBM2,983.3,91,364
34711,2048,2495,2725,GDDR6X,281.9,0,0
34712,8704,2494,2675,GDDR5,580.7,100,400
34713,7680,1689,1827,GDDR5X,952.7,46,184
34714,384,1934,2243,GDDR5,251.8,120,480
34715,1024,1626,2086,GDDR5X,381.0,82,328
34716,10752,2300,2448,HBM2,384.3,0,0
34717,16384,1267,1518,GDDR5X,720.8,0,0
34718,4608,1528,1852,HBM2,471.6,0,0
34719,16384,1947,2089,GDDR5,653.6,0,0
34720,1024,1770,1944,GDDR5X,467.5,0,0
34721,4608,1970,2345,GDDR6X,218.6,113,452
34722,1408,1764,1958,GDDR6X,326.2,0,0
34723,16384,1677,1968,GDDR5X,963.9,0,0
34724,384,1617,2091,GDDR5,965.7,54,216
34725,1024,2025,2349,HBM2,777.2,0,0
34726,16384,1062,1272,GDDR6X,555.0,70,280
34727,4608,1139,1308,GDDR6,252.7,120,480
34728,1408,2223,2600,HBM2,876.5,87,348
34729,1408,1452,1884,GDDR5X,592.6,121,484
34730,2048,1148,1421,GDDR6X,522.6,0,0
34731,1408,2132,2449,GDDR6,995.2,51,204
34732,384,2146,2568,HBM2,201.6,80,320
34733,384,1267,1532,GDDR6,750.1,0,0
34734,10752,1719,1889,GDDR5,838.1,0,0
34735,2048,1078,1309,GDDR5X,444.3,76,304
34736,2048,1901,2388,GDDR5X,649.2,0,0
34737,1408,2156,2403,GDDR6,371.3,0,0
34738,8704,1624,2080,GDDR6,426.0,0,0
34739,1024,1360,1706,GDDR6X,885.0,0,0
34740,16384,2253,2728,GDDR6,331.1,46,184
34741,10752,1504,1905,GDDR6,319.2,99,396
34742,3584,2089,2484,GDDR5,253.8,0,0
34743,4608,1798,2068,HBM2,405.0,0,0
34744,384,1906,2105,GDDR5X,760.0,127,508
34745,4608,1867,2050,HBM2,987.5,105,420
34746,3584,1355,1616,GDDR5,994.5,0,0
34747,7680,1198,1422,GDDR5X,706.2,0,0
34748,1408,1384,1640,GDDR5X,651.4,32,128
34749,384,2309,2792,GDDR6,599.1,0,0
34750,1408,1251,1599,HBM2,856.6,114,456
34751,384,1218,1582,GDDR6,936.1,86,344
34752,2048,1799,2216,GDDR5X,398.3,0,0
34753,8704,2060,2373,GDDR5X,904.4,0,0
34754,8704,2444,2569,GDDR6X,782.6,104,416
34755,8704,1324,1664,GDDR5X,206.5,0,0
34756,10752,1404,1691,GDDR6X,814.1,0,0
34757,4608,2116,2585,GDDR5X,676.6,53,212
34758,16384,2470,2831,GDDR5X,465.6,126,504
34759,1408,2317,2791,GDDR5X,986.7,0,0
34760,8704,2435,2898,GDDR6,554.1,0,0
34761,16384,1649,1855,GDDR5,718.5,0,0
34762,3584,1591,2065,GDDR6X,999.9,0,0
34763,3584,1918,2212,HBM2,678.4,68,272
34764,16384,2445,2590,GDDR5X,726.4,0,0
34765,3584,2322,2665,GDDR5,237.9,108,432
34766,2048,1602,2091,GDDR6,802.2,0,0
34767,3584,1117,1429,GDDR5,354.5,0,0
34768,7680,1644,1877,GDDR6,343.6,0,0
34769,4608,1601,2074,GDDR6X,939.6,66,264
34770,3584,2003,2121,GDDR6,688.3,0,0
34771,4608,1018,1495,GDDR5,906.8,46,184
34772,1024,1730,2112,GDDR5,864.6,96,384
34773,1408,1578,1789,HBM2,967.6,0,0
34774,384,1418,1684,HBM2,511.6,0,0
34775,384,2423,2834,GDDR5,763.5,0,0
34776,10752,1541,1923,GDDR6,993.2,0,0
34777,8704,2037,2270,GDDR5X,816.2,49,196
34778,7680,2040,2298,GDDR6X,319.6,44,176
34779,1408,1602,1978,HBM2,545.5,0,0
34780,1408,1502,1941,GDDR6,768.8,91,364
34781,8704,1742,2151,GDDR6X,631.6,0,0
34782,384,1828,2117,GDDR5X,382.1,61,244
34783,8704,2332,2775,GDDR6X,936.8,89,356
34784,8704,2357,2608,GDDR6X,326.8,102,408
34785,10752,1595,1806,GDDR5X,205.5,28,112
34786,1024,1590,2001,GDDR5,788.8,58,232
34787,3584,2074,2237,HBM2,435.1,0,0
34788,1024,1816,2287,GDDR6,203.0,126,504
34789,8704,2433,2733,HBM2,750.0,0,0
34790,4608,2258,2486,GDDR6,628.7,68,272
34791,1024,1536,1796,HBM2,895.5,95,380
34792,16384,2347,2512,GDDR5X,695.0,77,308
34793,7680,1241,1396,GDDR6X,333.8,52,208
34794,3584,2150,2457,GDDR5,568.1,47,188
34795,1408,1849,2002,HBM2,566.3,0,0
34796,3584,1347,1560,GDDR5,360.1,108,432
34797,10752,1096,1483,GDDR6,804.9,111,444
34798,1024,2080,2549,GDDR6X,904.9,0,0
34799,8704,2121,2285,GDDR6,884.9,0,0
34800,16384,1804,1988,GDDR6,705.3,72,288
34801,8704,1844,2078,GDDR6,748.5,21,84
34802,2048,1463,1796,GDDR5X,407.8,0,0
34803,4608,1014,1378,GDDR5,799.0,0,0
34804,384,2219,2533,GDDR6,424.3,62,248
34805,1408,1067,1373,GDDR6X,944.1,0,0
34806,2048,2363,2626,GDDR6,441.2,0,0
34807,7680,2179,2568,GDDR5,886.8,117,468
34808,2048,1123,1587,GDDR5X,867.6,0,0
34809,2048,1900,2170,GDDR5,425.7,0,0
34810,16384,1737,2186,GDDR5X,319.6,0,0
34811,16384,1733,2068,GDDR5X,430.1,0,0
34812,10752,1437,1920,GDDR5,766.1,101,404
34813,1024,1656,1874,HBM2,706.5,0,0
34814,384,2361,2786,GDDR5,211.0,103,412
34815,2048,1571,1816,GDDR6,843.4,0,0
34816,7680,2147,2348,GDDR5X,473.4,95,380
34817,4608,1813,2070,GDDR5,627.9,28,112
34818,2048,2363,2695,GDDR5,765.4,0,0
34819,7680,1869,2142,GDDR6,496.8,115,460
34820,1408,2262,2706,GDDR5X,639.0,72,288
34821,7680,1967,2115,GDDR5X,425.3,32,128
34822,8704,2102,2579,GDDR6X,673.7,96,384
34823,10752,1540,1985,GDDR5,467.2,55,220
34824,16384,1451,1770,GDDR5X,708.4,105,420
34825,1408,2222,2567,GDDR6X,267.0,91,364
34826,384,1135,1268,GDDR5X,394.6,0,0
34827,7680,2485,2841,GDDR6X,351.3,92,368
34828,10752,1146,1565,GDDR5,584.8,0,0
34829,2048,2194,2347,GDDR5,436.1,0,0
34830,16384,2457,2607,GDDR6X,462.4,115,460
34831,1408,2063,2232,GDDR5,233.9,0,0
34832,1024,2103,2371,GDDR5X,304.0,0,0
34833,4608,1796,2191,GDDR6X,557.1,43,172
34834,1408,1326,1655,GDDR5X,228.8,22,88
34835,3584,1501,1802,GDDR6,318.2,119,476
34836,1408,1394,1564,GDDR5X,232.4,0,0
34837,8704,1064,1365,GDDR5X,781.0,71,284
34838,384,2403,2627,GDDR5,778.2,0,0
34839,1408,1706,2084,GDDR5X,739.0,126,504
34840,4608,1331,1681,HBM2,913.2,45,180
34841,7680,2089,2370,HBM2,470.4,0,0
34842,384,2405,2589,HBM2,751.1,34,136
34843,1408,2081,2364,HBM2,226.3,78,312
34844,8704,1171,1295,HBM2,913.1,0,0
34845,2048,1084,1324,GDDR6X,923.3,44,176
34846,1024,1991,2122,HBM2,925.3,123,492
34847,2048,2045,2504,GDDR5X,545.6,38,152
34848,16384,1938,2098,GDDR5,355.2,0,0
34849,2048,1575,2003,GDDR5X,993.8,47,188
34850,16384,2302,2703,GDDR5,652.1,0,0
34851,4608,1861,2123,GDDR6,718.3,110,440
34852,1408,1286,1653,HBM2,877.2,65,260
34853,1024,1285,1769,GDDR6X,690.0,125,500
34854,3584,2408,2733,GDDR5X,751.1,97,388
34855,3584,1891,2216,GDDR6X,765.1,0,0
34856,4608,1699,1957,GDDR5,836.6,89,356
34857,3584,1128,1309,GDDR6X,744.3,0,0
34858,16384,1686,1901,GDDR5,234.5,0,0
34859,1408,1756,1890,HBM2,386.7,0,0
34860,16384,2321,2778,HBM2,937.1,33,132
34861,2048,1754,1950,GDDR6X,793.1,0,0
34862,8704,2264,2544,GDDR6,200.8,0,0
34863,4608,1552,1850,GDDR6X,255.3,0,0
34864,2048,1109,1430,GDDR5X,573.3,0,0
34865,10752,1732,1857,HBM2,477.8,0,0
34866,1024,1684,2139,GDDR5,582.6,0,0
34867,1024,2092,2294,HBM2,776.5,74,296
34868,3584,1160,1515,GDDR5,945.3,94,376
34869,7680,2384,2666,HBM2,811.0,0,0
34870,7680,2087,2361,GDDR5X,536.9,0,0
34871,384,1588,1925,GDDR5,863.8,0,0
34872,8704,2062,2504,HBM2,712.6,28,112
34873,16384,2224,2519,GDDR5,660.2,74,296
34874,1408,1246,1481,GDDR6X,779.5,0,0
34875,8704,1832,2186,GDDR5,680.0,0,0
34876,4608,1636,1829,GDDR5X,910.8,62,248
34877,1408,1857,2061,GDDR6,292.0,87,348
34878,1408,1787,2006,GDDR6,738.5,65,260
34879,1024,1306,1436,GDDR6X,265.8,0,0
34880,1024,1582,1875,HBM2,844.2,45,180
34881,3584,1185,1402,GDDR5,671.0,0,0
34882,7680,1766,2048,GDDR5X,831.5,120,480
34883,16384,2270,2749,GDDR5,956.5,0,0
34884,4608,1924,2310,GDDR5,511.5,0,0
34885,7680,1454,1923,HBM2,343.9,58,232
34886,8704,2465,2962,GDDR6,453.8,0,0
34887,2048,1513,1617,GDDR6,441.8,79,316
34888,7680,1006,1192,HBM2,332.3,128,512
34889,1408,1944,2392,GDDR5X,281.5,98,392
34890,2048,1053,1484,GDDR5,680.9,0,0
34891,4608,1537,2029,GDDR5,426.0,0,0
34892,384,1239,1407,GDDR6X,201.0,60,240
34893,1024,2425,2804,GDDR6,899.9,0,0
34894,2048,2395,2783,HBM2,316.3,0,0
34895,1408,1510,1750,HBM2,421.1,52,208
34896,16384,2179,2376,GDDR6X,511.7,0,0
34897,1024,2470,2857,GDDR5X,645.0,75,300
34898,3584,2156,2272,GDDR6X,551.3,0,0
34899,3584,2088,2358,GDDR5X,347.5,0,0
34900,3584,2318,2800,GDDR5X,641.1,0,0
34901,3584,2142,2257,GDDR6X,425.1,117,468
34902,16384,2003,2402,GDDR6X,999.4,0,0
34903,4608,2101,2225,GDDR5,828.4,0,0
34904,16384,2187,2680,GDDR6X,947.8,0,0
34905,1408,2455,2796,GDDR6,629.3,40,160
34906,4608,1021,1169,HBM2,464.0,31,124
34907,16384,1272,1477,HBM2,703.1,79,316
34908,7680,2138,2297,GDDR6,571.2,82,328
34909,4608,1002,1136,GDDR6,910.2,38,152
34910,10752,1814,2278,GDDR5X,235.6,70,280
34911,16384,1676,2068,GDDR5,686.9,128,512
34912,384,1171,1496,GDDR6,659.9,0,0
34913,384,1399,1546,GDDR5,561.3,0,0
34914,384,2382,2562,HBM2,280.2,0,0
34915,3584,2406,2745,GDDR5,885.8,0,0
34916,7680,1791,2098,GDDR5X,317.4,41,164
34917,4608,2051,2374,GDDR5X,806.2,114,456
34918,1024,1347,1459,GDDR6,855.2,66,264
34919,16384,1529,1964,GDDR5,458.6,89,356
34920,2048,1972,2171,GDDR5,457.9,0,0
34921,1408,1270,1498,HBM2,994.1,0,0
34922,10752,1896,2256,GDDR6X,377.4,0,0
34923,16384,1494,1843,HBM2,735.2,0,0
34924,10752,2460,2781,GDDR5,728.1,100,400
34925,2048,1314,1637,GDDR5X,742.3,97,388
34926,4608,2371,2858,GDDR5X,485.6,33,132
34927,1024,2400,2507,GDDR5X,412.6,0,0
34928,1408,2241,2519,GDDR5X,455.3,106,424
34929,3584,1755,1949,GDDR6X,385.9,62,248
34930,8704,2079,2491,GDDR6,496.3,112,448
34931,1408,1455,1917,GDDR6,345.3,0,0
34932,7680,1577,1833,GDDR5,630.1,98,392
34933,10752,1583,1986,GDDR5,578.3,24,96
34934,4608,2093,2518,GDDR6X,543.3,0,0
34935,16384,1472,1963,GDDR6X,959.7,0,0
34936,1408,2413,2661,GDDR5X,376.6,53,212
34937,1408,1088,1403,GDDR5,836.8,0,0
34938,2048,1914,2145,GDDR6X,975.1,0,0
34939,3584,1143,1577,GDDR5,740.7,45,180
34940,1024,2399,2535,HBM2,745.5,0,0
34941,4608,1707,1816,GDDR5X,679.3,0,0
34942,10752,1918,2096,GDDR5,694.7,0,0
34943,8704,2069,2277,GDDR5X,804.4,0,0
34944,10752,1152,1279,GDDR6X,671.7,0,0
34945,10752,1581,2026,GDDR6,245.2,88,352
34946,1408,2146,2486,GDDR6,595.3,0,0
34947,16384,1226,1562,HBM2,691.3,0,0
34948,384,1102,1217,GDDR5X,206.7,115,460
34949,3584,2367,2841,HBM2,368.1,0,0
34950,3584,1606,1759,GDDR6X,850.9,82,328
34951,1024,1408,1522,GDDR6X,481.9,0,0
34952,16384,2060,2298,GDDR5X,581.4,103,412
34953,7680,1662,2118,GDDR5,553.6,0,0
34954,4608,2319,2670,GDDR5X,220.5,0,0
34955,7680,1947,2198,GDDR6,261.7,104,416
34956,1024,1544,1693,HBM2,412.6,89,356
34957,10752,1797,1987,GDDR5,969.1,112,448
34958,384,1860,2136,GDDR5X,482.3,0,0
34959,8704,2086,2259,GDDR5X,355.7,0,0
34960,2048,1167,1534,GDDR6,393.8,48,192
34961,3584,2443,2841,HBM2,375.6,92,368
34962,1408,2089,2371,GDDR5,674.0,45,180
34963,1024,2107,2298,HBM2,596.5,0,0
34964,1024,1845,2246,GDDR6X,868.0,0,0
34965,4608,1306,1454,GDDR6,630.1,95,380
34966,7680,1022,1298,GDDR5X,773.8,57,228
34967,2048,1645,1945,GDDR6X,959.4,96,384
34968,16384,1291,1740,GDDR6X,201.1,0,0
34969,8704,1425,1541,GDDR6X,574.5,0,0
34970,3584,2203,2318,GDDR6,632.9,0,0
34971,1024,2154,2642,HBM2,671.5,51,204
34972,384,1571,1710,GDDR6,891.6,106,424
34973,8704,2377,2724,GDDR5X,642.5,0,0
34974,3584,1198,1321,GDDR6,469.7,80,320
34975,1408,1682,1814,HBM2,515.2,0,0
34976,3584,1447,1740,GDDR5,898.5,55,220
34977,4608,1595,1830,GDDR5X,352.9,0,0
34978,2048,1374,1677,GDDR6,236.2,0,0
34979,384,1919,2073,GDDR5,678.4,50,200
34980,384,2093,2233,GDDR5X,573.4,59,236
34981,3584,1680,2060,GDDR6X,580.3,51,204
34982,8704,2096,2441,GDDR6X,999.4,37,148
34983,10752,1688,1971,HBM2,641.6,0,0
34984,384,1207,1674,GDDR6X,704.3,21,84
34985,1024,1038,1265,GDDR6,802.6,25,100
34986,7680,1140,1508,GDDR6,398.7,64,256
34987,4608,1923,2126,GDDR6X,823.8,0,0
34988,2048,2420,2829,HBM2,451.8,0,0
34989,384,1723,2069,GDDR5X,809.6,104,416
34990,4608,1788,2136,HBM2,307.3,0,0
34991,3584,1572,1676,GDDR6,703.3,119,476
34992,1408,1874,2003,GDDR6X,690.8,59,236
34993,2048,2230,2559,HBM2,821.5,0,0
34994,10752,1616,1925,GDDR5,374.3,0,0
34995,7680,1065,1488,HBM2,890.4,90,360
34996,8704,1272,1599,HBM2,240.2,0,0
34997,10752,2270,2438,HBM2,644.7,0,0
34998,1408,1137,1269,GDDR6X,555.6,0,0
34999,7680,1537,1654,GDDR6,461.0,0,0
35000,3584,2481,2925,GDDR5X,979.7,0,0
35001,1024,1113,1480,GDDR6X,826.1,38,152
35002,7680,2161,2269,GDDR6,250.4,87,348
35003,1408,1796,1984,GDDR6X,265.6,0,0
35004,8704,1104,1505,GDDR6X,818.6,89,356
35005,7680,1837,2074,GDDR5,376.4,0,0
35006,384,1927,2416,GDDR6X,590.1,0,0
35007,2048,1187,1460,GDDR6X,919.3,23,92
35008,8704,1915,2269,GDDR6X,759.2,0,0
35009,7680,1047,1333,HBM2,273.0,115,460
35010,2048,1293,1676,HBM2,867.0,0,0
35011,16384,1579,1801,GDDR5X,481.0,99,396
35012,384,1592,1717,GDDR6X,610.4,0,0
35013,10752,2409,2893,GDDR6,797.0,43,172
35014,3584,2013,2182,HBM2,434.0,0,0
35015,2048,1612,1894,HBM2,666.7,118,472
35016,3584,2061,2220,HBM2,286.2,0,0
35017,4608,1669,2098,GDDR5,982.1,114,456
35018,3584,1579,1980,HBM2,578.7,0,0
35019,384,1017,1490,GDDR5X,695.6,0,0
35020,1408,2279,2484,GDDR6,205.7,0,0
35021,7680,2374,2560,HBM2,942.8,91,364
35022,1024,1347,1591,GDDR6X,255.0,115,460
35023,10752,1209,1654,GDDR5X,294.4,49,196
35024,8704,1757,2168,GDDR5,703.6,95,380
35025,1408,1071,1515,GDDR6,728.8,44,176
35026,2048,2464,2811,GDDR6X,360.1,0,0
35027,4608,1456,1572,GDDR5X,933.4,0,0
35028,16384,1900,2389,GDDR5,882.9,0,0
35029,1024,1673,2028,HBM2,408.3,0,0
35030,7680,1823,1969,GDDR6,565.8,0,0
35031,4608,2265,2462,GDDR6,458.7,0,0
35032,2048,2175,2461,HBM2,929.1,109,436
35033,1408,2053,2363,GDDR6,443.3,0,0
35034,7680,2373,2580,GDDR6,382.9,0,0
35035,3584,1784,2083,GDDR5,883.2,0,0
35036,8704,2286,2627,GDDR5X,775.1,0,0
35037,16384,1456,1580,GDDR6,881.0,0,0
35038,16384,2076,2199,HBM2,603.3,0,0
35039,4608,1079,1498,GDDR6X,258.1,105,420
35040,7680,2496,2946,GDDR5,685.3,0,0
35041,384,1723,2198,GDDR6X,466.3,57,228
35042,4608,1599,1833,GDDR5X,914.6,113,452
35043,4608,2027,2399,HBM2,289.1,0,0
35044,384,2351,2719,HBM2,679.3,79,316
35045,1024,1527,1641,GDDR6,776.8,0,0
35046,4608,1771,2205,GDDR6X,918.8,115,460
35047,1408,1955,2404,GDDR6,924.3,56,224
35048,1408,1882,2358,HBM2,658.3,0,0
35049,8704,1824,2026,GDDR5,231.7,119,476
35050,384,2277,2489,GDDR5X,830.6,69,276
35051,10752,2096,2317,GDDR5X,920.0,47,188
35052,16384,1505,1766,GDDR6,799.8,47,188
35053,2048,1402,1659,GDDR5X,454.3,0,0
35054,384,1546,1904,HBM2,918.7,0,0
35055,384,1771,2065,GDDR5X,345.1,113,452
35056,8704,1773,1889,GDDR6,299.0,0,0
35057,16384,1094,1317,GDDR6,995.1,121,484
35058,7680,1229,1674,GDDR6X,918.9,0,0
35059,8704,2462,2702,HBM2,760.8,0,0
35060,1408,1143,1276,GDDR6X,240.2,109,436
35061,384,1116,1415,GDDR5,918.4,68,272
35062,4608,1980,2457,GDDR5X,910.5,20,80
35063,3584,1252,1722,GDDR6X,673.8,113,452
35064,3584,1310,1651,GDDR5,534.0,65,260
35065,10752,1194,1356,GDDR6,607.8,125,500
35066,1024,1128,1254,GDDR5,527.2,0,0
35067,7680,2126,2523,GDDR6,506.2,0,0
35068,1024,1407,1543,GDDR6,264.9,0,0
35069,1024,1019,1456,GDDR5X,331.2,117,468
35070,16384,1546,1852,GDDR6,693.7,0,0
35071,3584,1875,2340,HBM2,461.9,38,152
35072,1024,1913,2305,GDDR5,403.6,0,0
35073,7680,2364,2558,GDDR6X,953.4,76,304
35074,2048,1444,1834,GDDR5,755.3,0,0
35075,3584,1443,1928,GDDR5,574.8,0,0
35076,16384,1796,2203,GDDR6X,886.8,0,0
35077,8704,1114,1513,GDDR5X,824.7,0,0
35078,8704,1791,2091,GDDR6,796.3,0,0
35079,8704,1779,2082,HBM2,618.5,78,312
35080,2048,2094,2454,HBM2,460.3,0,0
35081,7680,1960,2106,GDDR5,666.3,93,372
35082,16384,1101,1266,GDDR5,561.0,78,312
35083,2048,2022,2436,GDDR6X,447.9,0,0
35084,1408,2123,2483,HBM2,740.3,60,240
35085,3584,2239,2638,GDDR6,667.8,111,444
35086,3584,2214,2494,HBM2,937.7,104,416
35087,2048,2424,2709,GDDR6X,358.0,90,360
35088,1408,1147,1468,GDDR6X,901.0,58,232
35089,10752,2417,2661,GDDR6X,374.4,0,0
35090,1408,2315,2751,GDDR5,895.1,0,0
35091,1408,2467,2630,HBM2,898.7,0,0
35092,8704,1051,1350,GDDR5X,776.9,72,288
35093,7680,2446,2599,GDDR6X,535.7,0,0
35094,7680,2369,2492,GDDR5X,581.6,68,272
35095,16384,1493,1826,HBM2,580.0,25,100
35096,384,1630,2110,GDDR5X,472.9,42,168
35097,384,2011,2379,GDDR5X,429.3,0,0
35098,3584,1923,2269,GDDR5X,769.8,115,460
35099,4608,2125,2392,GDDR5X,496.5,121,484
35100,4608,1304,1732,GDDR6,558.5,102,408
35101,1024,1998,2469,GDDR6,416.5,0,0
35102,3584,2123,2499,GDDR6X,411.1,121,484
35103,4608,1169,1366,GDDR6,842.8,0,0
35104,3584,1283,1668,HBM2,976.8,22,88
35105,8704,2143,2565,GDDR6X,898.4,0,0
35106,10752,1559,1865,GDDR5,743.6,116,464
35107,16384,1171,1418,HBM2,985.8,0,0
35108,8704,1354,1548,GDDR6X,530.1,71,284
35109,3584,2042,2513,GDDR6X,200.5,61,244
35110,1408,1285,1460,HBM2,432.7,104,416
35111,4608,2026,2300,GDDR5,327.1,0,0
35112,8704,2456,2777,GDDR5,836.7,0,0
35113,3584,2496,2857,HBM2,577.3,0,0
35114,1024,1579,1774,GDDR6X,947.3,65,260
35115,16384,1044,1329,GDDR6,717.6,97,388
35116,7680,1453,1852,GDDR6X,364.7,0,0
35117,4608,2290,2558,GDDR5X,413.5,0,0
35118,384,1093,1482,GDDR5X,350.3,0,0
35119,384,1851,2326,GDDR6,376.5,0,0
35120,10752,1334,1489,GDDR5X,335.5,62,248
35121,1408,1478,1725,GDDR5,995.4,0,0
35122,10752,2191,2529,GDDR5X,346.1,0,0
35123,2048,1287,1618,GDDR5X,617.4,0,0
35124,384,1780,2263,GDDR6,267.3,103,412
35125,2048,2492,2674,GDDR6X,263.8,0,0
35126,10752,2218,2375,GDDR5X,557.7,95,380
35127,4608,1173,1349,HBM2,650.3,0,0
35128,1408,1221,1698,GDDR5,586.7,82,328
35129,7680,1251,1699,HBM2,605.5,0,0
35130,10752,1623,2090,GDDR5X,361.8,121,484
35131,3584,2437,2811,GDDR5X,336.4,127,508
35132,3584,2424,2727,GDDR5,220.0,25,100
35133,384,1890,2092,HBM2,642.4,0,0
35134,8704,1837,1976,GDDR5,239.6,22,88
35135,3584,2480,2978,GDDR6X,605.8,42,168
35136,8704,2472,2586,GDDR5X,899.3,30,120
35137,7680,2300,2486,GDDR6,207.9,0,0
35138,10752,1542,1717,GDDR6X,874.9,51,204
35139,10752,1963,2430,GDDR6X,927.3,49,196
35140,2048,1668,1860,GDDR6,879.3,0,0
35141,10752,1611,1985,GDDR5,412.1,0,0
35142,16384,1485,1981,GDDR5,409.2,0,0
35143,1024,1109,1228,HBM2,543.3,103,412
35144,1024,1136,1504,HBM2,634.2,0,0
35145,4608,2031,2366,HBM2,449.1,72,288
35146,1408,1690,2104,HBM2,889.2,0,0
35147,2048,2419,2764,GDDR5X,665.2,0,0
35148,8704,1264,1537,GDDR5,825.3,0,0
35149,384,1057,1220,GDDR6X,933.1,0,0
35150,8704,2141,2357,GDDR5X,896.8,0,0
35151,10752,2241,2408,HBM2,848.1,123,492
35152,4608,1119,1293,GDDR5,564.3,79,316
35153,10752,1017,1495,GDDR6,511.4,0,0
35154,1024,2141,2248,HBM2,415.2,0,0
