RAM_ID,CAS_Latency,ECC_Support,Buffered,Channels,Heat_Sink,XMP_Profiles
36024,CL16,Yes,Yes,Quad,Yes,Yes
36025,CL40,Yes,Yes,Quad,Yes,No
36026,CL19,No,No,Single,No,No
36027,CL36,Yes,Yes,Single,Yes,Yes
36028,CL18,Yes,No,Single,Yes,No
36029,CL11,Yes,Yes,Quad,No,Yes
36030,CL18,No,No,Quad,Yes,No
36031,CL11,Yes,No,Dual,Yes,No
36032,CL13,No,No,Quad,No,Yes
36033,CL40,No,No,Dual,Yes,Yes
36034,CL15,Yes,Yes,Quad,Yes,No
36035,CL40,No,No,Quad,No,Yes
36036,CL11,No,No,Dual,No,Yes
36037,CL13,Yes,Yes,Dual,Yes,Yes
36038,CL15,Yes,Yes,Dual,No,No
36039,CL13,Yes,No,Single,Yes,No
36040,CL13,Yes,No,Dual,No,No
36041,CL13,No,No,Quad,Yes,No
36042,CL19,Yes,No,Dual,Yes,No
36043,CL18,No,No,Dual,No,No
36044,CL38,Yes,No,Single,Yes,Yes
36045,CL40,No,No,Dual,Yes,Yes
36046,CL36,No,No,Dual,Yes,No
36047,CL40,No,No,Quad,No,Yes
36048,CL16,No,No,Dual,No,No
36049,CL40,Yes,Yes,Quad,Yes,No
36050,CL11,No,No,Quad,No,Yes
36051,CL11,Yes,Yes,Single,No,Yes
36052,CL15,No,No,Dual,No,Yes
36053,CL38,No,No,Quad,Yes,No
36054,CL11,Yes,No,Single,Yes,Yes
36055,CL17,Yes,No,Quad,No,No
36056,CL16,Yes,No,Quad,Yes,No
36057,CL40,Yes,No,Dual,No,No
36058,CL36,Yes,No,Quad,No,No
36059,CL19,Yes,Yes,Quad,Yes,Yes
36060,CL36,Yes,Yes,Quad,No,Yes
36061,CL18,No,No,Quad,Yes,Yes
36062,CL13,No,No,Single,No,No
36063,CL17,Yes,No,Single,No,Yes
36064,CL16,Yes,No,Dual,No,Yes
36065,CL11,No,No,Quad,No,Yes
36066,CL17,No,No,Dual,No,Yes
36067,CL40,No,No,Dual,No,No
36068,CL40,Yes,No,Single,Yes,Yes
36069,CL18,No,No,Dual,No,Yes
36070,CL36,No,No,Dual,Yes,Yes
36071,CL13,No,No,Dual,Yes,No
36072,CL18,No,No,Single,No,No
36073,CL15,Yes,No,Single,No,No
36074,CL19,Yes,Yes,Dual,No,No
36075,CL16,Yes,No,Dual,No,Yes
36076,CL38,No,No,Quad,No,No
36077,CL40,No,No,Quad,No,No
36078,CL19,No,No,Dual,No,Yes
36079,CL13,No,No,Single,Yes,No
36080,CL18,Yes,Yes,Dual,No,No
36081,CL11,No,No,Quad,No,Yes
36082,CL38,No,No,Dual,Yes,No
36083,CL13,Yes,No,Single,No,Yes
36084,CL16,No,No,Quad,No,Yes
36085,CL15,Yes,Yes,Single,No,No
36086,CL11,No,No,Single,Yes,No
36087,CL36,No,No,Single,No,Yes
36088,CL18,Yes,Yes,Dual,Yes,Yes
36089,CL36,No,No,Dual,No,Yes
36090,CL17,No,No,Quad,No,Yes
36091,CL11,No,No,Quad,Yes,No
36092,CL11,Yes,Yes,Dual,No,Yes
36093,CL18,No,No,Quad,Yes,No
36094,CL13,Yes,No,Single,No,Yes
36095,CL19,Yes,No,Dual,No,Yes
36096,CL40,No,No,Quad,Yes,No
36097,CL38,Yes,No,Quad,Yes,Yes
36098,CL11,No,No,Single,No,No
36099,CL19,No,No,Single,No,Yes
36100,CL11,Yes,No,Quad,No,Yes
36101,CL13,Yes,No,Dual,No,No
36102,CL17,Yes,Yes,Dual,No,No
36103,CL15,No,No,Single,Yes,Yes
36104,CL13,Yes,No,Single,No,No
36105,CL40,No,No,Quad,No,No
36106,CL13,Yes,Yes,Single,Yes,Yes
36107,CL38,No,No,Quad,Yes,No
36108,CL38,No,No,Single,Yes,No
36109,CL36,Yes,Yes,Single,Yes,No
36110,CL19,No,No,Single,No,Yes
36111,CL40,Yes,No,Single,Yes,No
36112,CL13,No,No,Dual,No,No
36113,CL38,No,No,Single,Yes,Yes
36114,CL16,No,No,Quad,Yes,No
36115,CL38,No,No,Dual,Yes,Yes
36116,CL36,No,No,Single,No,Yes
36117,CL38,Yes,Yes,Dual,No,No
36118,CL18,No,No,Single,Yes,Yes
36119,CL38,No,No,Quad,Yes,Yes
36120,CL18,Yes,No,Dual,No,No
36121,CL19,Yes,Yes,Dual,Yes,Yes
36122,CL40,No,No,Dual,No,Yes
36123,CL18,No,No,Quad,No,Yes
36124,CL15,No,No,Dual,No,No
36125,CL36,No,No,Quad,Yes,No
36126,CL38,Yes,No,Single,Yes,Yes
36127,CL17,Yes,Yes,Quad,No,No
36128,CL16,Yes,No,Dual,Yes,No
36129,CL13,No,No,Dual,No,Yes
36130,CL17,Yes,Yes,Dual,No,Yes
36131,CL19,No,No,Quad,No,Yes
36132,CL11,Yes,No,Quad,No,No
36133,CL38,Yes,Yes,Dual,Yes,Yes
36134,CL11,Yes,Yes,Quad,No,No
36135,CL40,No,No,Quad,No,No
36136,CL11,No,No,Single,Yes,Yes
36137,CL18,No,No,Quad,No,Yes
36138,CL16,No,No,Single,No,No
36139,CL40,No,No,Quad,Yes,No
36140,CL36,Yes,Yes,Single,No,No
36141,CL15,Yes,No,Dual,Yes,No
36142,CL16,Yes,Yes,Single,No,Yes
36143,CL38,Yes,Yes,Single,No,No
36144,CL36,Yes,No,Dual,Yes,No
36145,CL18,Yes,No,Quad,Yes,Yes
36146,CL18,No,No,Dual,Yes,No
36147,CL15,Yes,Yes,Dual,No,No
36148,CL17,No,No,Quad,No,Yes
36149,CL38,No,No,Dual,Yes,No
36150,CL19,Yes,No,Single,Yes,Yes
36151,CL17,No,No,Quad,Yes,No
36152,CL13,Yes,No,Quad,No,No
36153,CL13,Yes,No,Dual,Yes,Yes
36154,CL40,Yes,No,Quad,No,Yes
36155,CL16,Yes,Yes,Quad,No,No
36156,CL11,Yes,No,Quad,No,No
36157,CL13,No,No,Dual,No,No
36158,CL13,No,No,Dual,No,No
36159,CL13,No,No,Quad,No,Yes
36160,CL16,Yes,No,Single,No,No
36161,CL38,Yes,Yes,Quad,Yes,No
36162,CL13,No,No,Dual,Yes,No
36163,CL18,Yes,Yes,Dual,Yes,No
36164,CL17,No,No,Quad,Yes,Yes
36165,CL13,Yes,Yes,Quad,No,Yes
36166,CL16,Yes,Yes,Quad,Yes,Yes
36167,CL13,No,No,Dual,No,No
36168,CL38,No,No,Quad,No,Yes
36169,CL13,Yes,Yes,Single,Yes,Yes
36170,CL40,No,No,Quad,No,Yes
36171,CL18,No,No,Quad,Yes,Yes
36172,CL11,No,No,Quad,Yes,No
36173,CL11,No,No,Dual,No,No
36174,CL18,Yes,Yes,Quad,Yes,No
36175,CL19,No,No,Dual,Yes,No
36176,CL19,No,No,Single,No,No
36177,CL19,No,No,Dual,No,Yes
36178,CL18,Yes,No,Single,No,Yes
36179,CL40,Yes,Yes,Single,Yes,Yes
36180,CL36,Yes,No,Dual,No,No
36181,CL38,No,No,Dual,No,No
36182,CL18,No,No,Dual,No,No
36183,CL16,No,No,Dual,No,No
36184,CL18,No,No,Dual,No,Yes
36185,CL36,Yes,Yes,Quad,No,Yes
36186,CL13,Yes,Yes,Single,No,No
36187,CL40,Yes,Yes,Dual,No,No
36188,CL36,No,No,Dual,No,Yes
36189,CL18,Yes,Yes,Single,Yes,No
36190,CL11,Yes,No,Dual,Yes,No
36191,CL38,No,No,Single,No,Yes
36192,CL17,No,No,Single,No,Yes
36193,CL36,Yes,No,Single,Yes,No
36194,CL38,Yes,Yes,Quad,No,No
36195,CL11,Yes,No,Quad,Yes,Yes
36196,CL13,Yes,Yes,Dual,Yes,No
36197,CL36,Yes,Yes,Quad,No,No
36198,CL17,No,No,Single,Yes,Yes
36199,CL18,No,No,Dual,No,No
36200,CL18,Yes,Yes,Quad,No,Yes
36201,CL36,Yes,No,Dual,No,No
36202,CL13,Yes,No,Dual,Yes,No
36203,CL40,No,No,Quad,Yes,Yes
36204,CL15,Yes,Yes,Single,Yes,Yes
36205,CL36,Yes,No,Dual,Yes,Yes
36206,CL11,Yes,No,Dual,No,No
36207,CL15,No,No,Quad,Yes,No
36208,CL17,No,No,Quad,Yes,No
36209,CL17,Yes,Yes,Dual,No,No
36210,CL11,No,No,Dual,Yes,Yes
36211,CL36,Yes,No,Dual,Yes,Yes
36212,CL11,Yes,No,Single,No,No
36213,CL40,Yes,Yes,Dual,Yes,Yes
36214,CL11,Yes,Yes,Quad,Yes,Yes
36215,CL11,No,No,Single,No,No
36216,CL18,Yes,No,Single,No,No
36217,CL18,No,No,Single,Yes,Yes
36218,CL17,No,No,Dual,No,No
36219,CL19,Yes,Yes,Quad,Yes,Yes
36220,CL11,No,No,Single,No,Yes
36221,CL17,Yes,No,Quad,Yes,No
36222,CL36,No,No,Dual,No,No
36223,CL16,Yes,No,Dual,Yes,Yes
36224,CL13,Yes,No,Quad,Yes,No
36225,CL38,Yes,No,Dual,Yes,Yes
36226,CL36,No,No,Single,Yes,No
36227,CL18,Yes,No,Single,No,No
36228,CL38,No,No,Single,No,Yes
36229,CL13,Yes,No,Dual,Yes,Yes
36230,CL17,No,No,Dual,No,No
36231,CL18,Yes,Yes,Dual,No,No
36232,CL38,No,No,Dual,Yes,No
36233,CL17,No,No,Dual,Yes,No
36234,CL11,Yes,No,Dual,No,No
36235,CL36,No,No,Quad,Yes,Yes
36236,CL18,Yes,No,Quad,Yes,Yes
36237,CL19,Yes,No,Single,Yes,No
36238,CL15,No,No,Quad,Yes,Yes
36239,CL18,No,No,Single,Yes,Yes
36240,CL18,Yes,No,Single,No,Yes
36241,CL17,Yes,No,Dual,Yes,No
36242,CL19,No,No,Dual,No,Yes
36243,CL19,Yes,Yes,Dual,No,No
36244,CL36,Yes,Yes,Dual,No,Yes
36245,CL15,Yes,Yes,Single,No,Yes
36246,CL38,Yes,No,Dual,No,Yes
36247,CL15,Yes,Yes,Single,No,Yes
36248,CL40,No,No,Quad,Yes,No
36249,CL11,No,No,Quad,No,Yes
36250,CL38,Yes,Yes,Single,Yes,No
36251,CL40,No,No,Quad,Yes,No
36252,CL36,Yes,Yes,Dual,No,Yes
36253,CL19,No,No,Dual,No,No
36254,CL16,Yes,No,Dual,Yes,No
36255,CL13,Yes,Yes,Dual,Yes,Yes
36256,CL18,No,No,Quad,Yes,Yes
36257,CL40,Yes,No,Dual,Yes,No
36258,CL17,Yes,No,Single,Yes,No
36259,CL11,No,No,Single,Yes,No
36260,CL38,No,No,Single,No,Yes
36261,CL17,Yes,Yes,Quad,No,Yes
36262,CL15,Yes,Yes,Quad,No,Yes
36263,CL18,No,No,Dual,No,Yes
36264,CL40,No,No,Quad,Yes,No
36265,CL18,Yes,No,Quad,No,Yes
36266,CL40,Yes,No,Quad,Yes,Yes
36267,CL17,No,No,Single,Yes,No
36268,CL16,No,No,Quad,Yes,No
36269,CL40,Yes,Yes,Single,No,Yes
36270,CL18,No,No,Quad,No,Yes
36271,CL19,Yes,No,Quad,No,No
36272,CL38,No,No,Quad,No,No
36273,CL40,No,No,Single,Yes,Yes
36274,CL19,No,No,Dual,Yes,No
36275,CL18,Yes,No,Single,No,No
36276,CL40,No,No,Dual,No,No
36277,CL40,Yes,Yes,Quad,No,Yes
36278,CL38,Yes,Yes,Quad,Yes,Yes
36279,CL17,Yes,Yes,Quad,No,Yes
36280,CL36,Yes,No,Dual,No,Yes
36281,CL11,No,No,Dual,Yes,Yes
36282,CL17,No,No,Dual,No,Yes
36283,CL13,No,No,Single,No,No
36284,CL40,Yes,Yes,Single,No,Yes
36285,CL13,Yes,Yes,Quad,No,No
36286,CL36,Yes,Yes,Quad,No,Yes
36287,CL38,Yes,Yes,Dual,No,Yes
36288,CL13,Yes,No,Quad,Yes,Yes
36289,CL16,Yes,Yes,Single,No,No
36290,CL18,No,No,Quad,Yes,No
36291,CL15,No,No,Quad,Yes,Yes
36292,CL15,Yes,Yes,Dual,Yes,Yes
36293,CL36,Yes,Yes,Single,Yes,No
36294,CL38,No,No,Quad,No,Yes
36295,CL36,No,No,Quad,No,No
36296,CL38,No,No,Quad,No,Yes
36297,CL40,No,No,Dual,Yes,Yes
36298,CL40,No,No,Single,No,Yes
36299,CL16,No,No,Dual,No,Yes
36300,CL38,Yes,Yes,Quad,No,Yes
36301,CL13,Yes,No,Dual,Yes,No
36302,CL13,No,No,Dual,Yes,No
36303,CL16,No,No,Dual,No,Yes
36304,CL17,No,No,Single,Yes,Yes
36305,CL38,No,No,Quad,No,Yes
36306,CL16,Yes,Yes,Quad,Yes,Yes
36307,CL11,Yes,No,Single,Yes,Yes
36308,CL36,No,No,Quad,No,No
36309,CL17,Yes,No,Dual,Yes,Yes
36310,CL18,No,No,Dual,No,No
36311,CL17,No,No,Dual,Yes,Yes
36312,CL17,No,No,Single,No,No
36313,CL19,Yes,No,Dual,No,Yes
36314,CL16,Yes,No,Quad,No,Yes
36315,CL18,No,No,Quad,No,Yes
36316,CL19,Yes,No,Single,Yes,Yes
36317,CL40,No,No,Quad,Yes,No
36318,CL18,Yes,Yes,Quad,No,No
36319,CL15,No,No,Single,Yes,No
36320,CL40,Yes,Yes,Dual,Yes,No
36321,CL38,Yes,Yes,Quad,Yes,No
36322,CL15,No,No,Single,Yes,Yes
36323,CL11,Yes,Yes,Dual,Yes,Yes
36324,CL36,No,No,Dual,Yes,Yes
36325,CL11,Yes,No,Dual,Yes,Yes
36326,CL17,No,No,Dual,Yes,Yes
36327,CL19,No,No,Quad,Yes,No
36328,CL18,Yes,No,Single,No,Yes
36329,CL38,Yes,Yes,Quad,Yes,Yes
36330,CL18,Yes,No,Quad,Yes,No
36331,CL11,No,No,Single,Yes,Yes
36332,CL38,Yes,No,Single,Yes,Yes
36333,CL13,Yes,Yes,Quad,Yes,Yes
36334,CL38,Yes,Yes,Quad,Yes,Yes
36335,CL38,Yes,No,Single,No,Yes
36336,CL17,Yes,No,Single,Yes,No
36337,CL38,No,No,Dual,Yes,No
36338,CL13,Yes,Yes,Quad,Yes,No
36339,CL19,No,No,Single,No,No
36340,CL16,Yes,No,Single,No,No
36341,CL17,Yes,No,Quad,No,Yes
36342,CL19,No,No,Dual,Yes,No
36343,CL38,Yes,No,Quad,No,Yes
36344,CL13,No,No,Dual,No,No
36345,CL38,No,No,Single,No,No
36346,CL16,Yes,Yes,Quad,No,Yes
36347,CL13,Yes,Yes,Single,No,Yes
36348,CL19,Yes,Yes,Single,Yes,No
36349,CL16,Yes,No,Single,No,Yes
36350,CL15,No,No,Single,Yes,No
36351,CL19,No,No,Single,No,Yes
36352,CL13,No,No,Quad,Yes,Yes
36353,CL19,No,No,Dual,No,No
36354,CL36,Yes,Yes,Dual,Yes,Yes
36355,CL38,Yes,No,Dual,No,No
36356,CL15,No,No,Dual,No,Yes
36357,CL16,Yes,No,Dual,No,No
36358,CL36,Yes,No,Quad,Yes,No
36359,CL17,No,No,Dual,Yes,No
36360,CL17,No,No,Dual,Yes,Yes
36361,CL38,No,No,Quad,Yes,No
36362,CL40,No,No,Dual,Yes,No
36363,CL11,Yes,Yes,Single,No,Yes
36364,CL15,Yes,No,Quad,Yes,Yes
36365,CL11,Yes,No,Quad,Yes,Yes
36366,CL19,No,No,Quad,Yes,No
36367,CL13,Yes,Yes,Quad,Yes,Yes
36368,CL13,No,No,Single,No,No
36369,CL15,Yes,Yes,Dual,Yes,No
36370,CL19,Yes,Yes,Single,No,No
36371,CL19,No,No,Dual,Yes,No
36372,CL18,No,No,Dual,Yes,No
36373,CL36,Yes,Yes,Dual,Yes,No
36374,CL38,No,No,Quad,Yes,Yes
36375,CL17,No,No,Dual,No,No
36376,CL16,No,No,Quad,No,No
36377,CL19,No,No,Dual,Yes,No
36378,CL11,No,No,Quad,Yes,Yes
36379,CL36,Yes,No,Quad,Yes,Yes
36380,CL40,No,No,Dual,Yes,Yes
36381,CL18,Yes,Yes,Quad,Yes,No
36382,CL19,No,No,Single,No,Yes
36383,CL16,No,No,Dual,Yes,No
36384,CL36,Yes,No,Dual,Yes,No
36385,CL17,Yes,No,Dual,No,No
36386,CL19,No,No,Single,No,No
36387,CL36,No,No,Single,No,No
36388,CL15,No,No,Quad,Yes,No
36389,CL16,Yes,Yes,Quad,No,Yes
36390,CL13,Yes,Yes,Single,No,No
36391,CL13,Yes,No,Dual,No,Yes
36392,CL19,Yes,No,Dual,No,Yes
36393,CL11,Yes,No,Quad,Yes,Yes
36394,CL38,No,No,Single,No,No
36395,CL19,Yes,No,Dual,No,Yes
36396,CL15,No,No,Quad,Yes,Yes
36397,CL36,No,No,Single,No,Yes
36398,CL16,Yes,No,Quad,Yes,No
36399,CL40,No,No,Quad,No,Yes
36400,CL17,No,No,Quad,No,No
36401,CL40,Yes,Yes,Single,No,Yes
36402,CL36,Yes,Yes,Dual,Yes,No
36403,CL38,Yes,No,Single,Yes,Yes
36404,CL16,Yes,No,Dual,No,No
36405,CL11,No,No,Dual,No,No
36406,CL17,Yes,No,Single,Yes,Yes
36407,CL40,No,No,Quad,No,Yes
36408,CL13,No,No,Dual,Yes,No
36409,CL19,No,No,Dual,Yes,No
36410,CL36,No,No,Dual,No,No
36411,CL13,No,No,Dual,Yes,Yes
36412,CL16,No,No,Single,No,Yes
36413,CL36,Yes,No,Single,No,No
36414,CL13,No,No,Quad,Yes,Yes
36415,CL40,No,No,Quad,No,Yes
36416,CL13,No,No,Quad,No,No
36417,CL13,Yes,No,Single,Yes,No
36418,CL11,No,No,Dual,No,Yes
36419,CL11,Yes,Yes,Dual,Yes,No
36420,CL13,Yes,Yes,Dual,No,No
36421,CL17,No,No,Dual,Yes,Yes
36422,CL15,Yes,Yes,Single,Yes,No
36423,CL40,Yes,Yes,Single,Yes,Yes
36424,CL19,Yes,No,Quad,Yes,Yes
36425,CL17,Yes,Yes,Dual,Yes,Yes
36426,CL16,Yes,No,Quad,No,No
36427,CL36,Yes,Yes,Quad,Yes,No
36428,CL36,No,No,Dual,No,No
36429,CL36,Yes,No,Quad,Yes,No
36430,CL40,Yes,Yes,Quad,No,Yes
36431,CL11,No,No,Single,Yes,Yes
36432,CL36,Yes,Yes,Quad,No,No
36433,CL17,Yes,Yes,Single,No,No
36434,CL18,No,No,Single,No,No
36435,CL16,No,No,Quad,Yes,Yes
36436,CL38,Yes,No,Single,No,No
36437,CL13,Yes,No,Quad,Yes,Yes
36438,CL17,No,No,Quad,Yes,No
36439,CL36,No,No,Quad,No,No
36440,CL19,Yes,Yes,Dual,Yes,No
36441,CL17,Yes,Yes,Dual,No,No
36442,CL17,No,No,Single,No,No
36443,CL11,Yes,No,Dual,No,Yes
36444,CL40,No,No,Quad,No,No
36445,CL13,Yes,No,Quad,Yes,No
36446,CL17,Yes,No,Quad,Yes,Yes
36447,CL11,Yes,No,Quad,Yes,Yes
36448,CL19,Yes,Yes,Dual,Yes,No
36449,CL17,No,No,Single,Yes,No
36450,CL13,Yes,No,Dual,Yes,No
36451,CL13,Yes,Yes,Single,Yes,No
36452,CL15,No,No,Single,No,No
36453,CL13,Yes,No,Single,No,Yes
36454,CL38,No,No,Quad,No,No
36455,CL36,No,No,Single,No,Yes
36456,CL18,Yes,No,Single,No,No
36457,CL19,No,No,Quad,No,No
36458,CL36,No,No,Quad,No,Yes
36459,CL15,No,No,Dual,Yes,No
36460,CL11,Yes,No,Quad,No,Yes
36461,CL18,No,No,Single,No,No
36462,CL18,No,No,Quad,No,No
36463,CL11,Yes,No,Dual,Yes,Yes
36464,CL16,Yes,No,Dual,No,Yes
36465,CL17,No,No,Quad,No,Yes
36466,CL16,No,No,Quad,No,No
36467,CL19,Yes,Yes,Single,No,Yes
36468,CL17,Yes,Yes,Quad,No,Yes
36469,CL13,No,No,Dual,Yes,No
36470,CL18,Yes,No,Single,Yes,Yes
36471,CL36,Yes,No,Dual,Yes,Yes
36472,CL16,Yes,Yes,Single,Yes,No
36473,CL38,Yes,Yes,Single,No,Yes
36474,CL19,No,No,Single,Yes,Yes
36475,CL13,No,No,Quad,No,No
36476,CL11,Yes,Yes,Dual,No,Yes
36477,CL19,No,No,Dual,Yes,No
36478,CL40,Yes,Yes,Single,Yes,Yes
36479,CL38,No,No,Quad,No,Yes
36480,CL16,No,No,Single,No,Yes
36481,CL19,Yes,No,Dual,Yes,Yes
36482,CL17,No,No,Dual,Yes,No
36483,CL15,No,No,Single,No,Yes
36484,CL16,No,No,Single,Yes,No
36485,CL38,No,No,Quad,No,No
36486,CL11,No,No,Quad,No,Yes
36487,CL11,No,No,Single,No,Yes
36488,CL19,No,No,Quad,No,No
36489,CL16,Yes,Yes,Dual,Yes,No
36490,CL18,No,No,Single,Yes,Yes
36491,CL38,No,No,Single,No,No
36492,CL17,No,No,Dual,No,No
36493,CL36,Yes,Yes,Dual,No,No
36494,CL18,No,No,Dual,Yes,Yes
36495,CL38,Yes,Yes,Single,No,No
36496,CL11,Yes,Yes,Single,Yes,Yes
36497,CL15,Yes,No,Quad,Yes,Yes
36498,CL40,Yes,No,Single,No,No
36499,CL13,Yes,Yes,Single,No,Yes
36500,CL38,No,No,Single,Yes,Yes
36501,CL38,Yes,Yes,Quad,Yes,No
36502,CL36,Yes,Yes,Dual,Yes,Yes
36503,CL38,No,No,Single,Yes,No
36504,CL13,Yes,Yes,Dual,No,Yes
36505,CL40,Yes,Yes,Quad,No,Yes
36506,CL11,Yes,No,Single,Yes,No
36507,CL13,No,No,Dual,Yes,Yes
36508,CL16,No,No,Dual,No,No
36509,CL16,No,No,Dual,No,Yes
36510,CL18,No,No,Quad,No,No
36511,CL38,Yes,Yes,Single,Yes,Yes
36512,CL13,Yes,No,Quad,Yes,Yes
36513,CL40,No,No,Quad,Yes,Yes
36514,CL11,No,No,Quad,No,Yes
36515,CL38,Yes,No,Dual,Yes,No
36516,CL38,Yes,No,Dual,No,Yes
36517,CL16,No,No,Quad,Yes,Yes
36518,CL11,Yes,No,Dual,Yes,No
36519,CL40,No,No,Single,No,Yes
36520,CL19,No,No,Dual,Yes,Yes
36521,CL16,Yes,No,Dual,No,No
36522,CL17,No,No,Single,No,No
36523,CL16,No,No,Dual,Yes,No
36524,CL40,No,No,Dual,No,Yes
36525,CL17,Yes,Yes,Quad,Yes,Yes
36526,CL19,No,No,Dual,Yes,Yes
36527,CL11,No,No,Quad,Yes,No
36528,CL16,No,No,Quad,Yes,No
36529,CL17,Yes,No,Single,No,Yes
36530,CL17,No,No,Single,Yes,No
36531,CL40,Yes,Yes,Dual,Yes,Yes
36532,CL16,Yes,Yes,Single,Yes,Yes
36533,CL11,No,No,Single,No,No
36534,CL36,No,No,Dual,Yes,No
36535,CL13,Yes,Yes,Quad,No,Yes
36536,CL19,No,No,Single,No,Yes
36537,CL15,No,No,Quad,Yes,No
36538,CL16,No,No,Quad,No,No
36539,CL13,Yes,No,Quad,Yes,Yes
36540,CL18,No,No,Single,No,Yes
36541,CL19,Yes,Yes,Quad,Yes,Yes
36542,CL16,No,No,Dual,Yes,Yes
36543,CL38,No,No,Quad,No,No
36544,CL16,Yes,No,Single,Yes,No
36545,CL19,Yes,Yes,Single,Yes,No
36546,CL36,Yes,Yes,Dual,No,No
36547,CL11,Yes,No,Single,Yes,No
36548,CL17,No,No,Dual,No,No
36549,CL38,No,No,Quad,No,No
36550,CL38,No,No,Dual,Yes,No
36551,CL13,No,No,Single,No,Yes
36552,CL19,Yes,Yes,Dual,No,No
36553,CL38,No,No,Single,No,No
36554,CL36,No,No,Single,Yes,Yes
36555,CL38,No,No,Quad,Yes,Yes
36556,CL36,Yes,Yes,Dual,Yes,No
36557,CL36,No,No,Single,No,No
36558,CL16,Yes,No,Quad,No,Yes
36559,CL18,Yes,No,Dual,No,Yes
36560,CL15,Yes,No,Quad,No,Yes
36561,CL17,Yes,No,Single,No,No
36562,CL19,No,No,Dual,No,Yes
36563,CL18,Yes,Yes,Single,No,Yes
36564,CL36,Yes,Yes,Single,No,Yes
36565,CL38,No,No,Dual,No,No
36566,CL13,Yes,No,Quad,No,No
36567,CL38,Yes,No,Dual,No,Yes
36568,CL17,Yes,Yes,Single,Yes,No
36569,CL17,Yes,Yes,Dual,No,Yes
36570,CL11,Yes,Yes,Single,No,Yes
36571,CL11,No,No,Single,Yes,Yes
36572,CL36,Yes,No,Quad,No,Yes
36573,CL11,No,No,Dual,Yes,Yes
36574,CL38,No,No,Single,Yes,No
36575,CL18,Yes,Yes,Dual,No,Yes
36576,CL13,No,No,Single,No,No
36577,CL38,Yes,Yes,Quad,No,Yes
36578,CL40,Yes,No,Single,Yes,No
36579,CL17,No,No,Dual,Yes,Yes
36580,CL40,No,No,Dual,No,No
36581,CL38,No,No,Dual,Yes,No
36582,CL38,Yes,Yes,Single,No,Yes
36583,CL38,Yes,Yes,Single,No,No
36584,CL38,No,No,Quad,Yes,No
36585,CL15,Yes,Yes,Quad,Yes,Yes
36586,CL17,Yes,No,Dual,No,No
36587,CL16,Yes,Yes,Dual,No,Yes
36588,CL38,No,No,Quad,No,Yes
36589,CL36,No,No,Dual,No,No
36590,CL19,No,No,Single,No,Yes
36591,CL38,Yes,No,Dual,No,No
36592,CL36,No,No,Single,No,Yes
36593,CL13,Yes,No,Dual,No,No
36594,CL16,No,No,Quad,No,No
36595,CL36,No,No,Quad,No,Yes
36596,CL36,No,No,Dual,No,Yes
36597,CL13,No,No,Single,No,Yes
36598,CL19,No,No,Quad,Yes,Yes
36599,CL18,Yes,Yes,Quad,Yes,No
36600,CL36,Yes,Yes,Quad,Yes,Yes
36601,CL19,No,No,Dual,No,No
36602,CL18,Yes,No,Dual,Yes,Yes
36603,CL17,No,No,Single,No,No
36604,CL17,No,No,Dual,No,Yes
36605,CL13,No,No,Single,No,No
36606,CL17,No,No,Dual,Yes,Yes
36607,CL13,No,No,Single,Yes,No
36608,CL40,No,No,Quad,No,Yes
36609,CL18,No,No,Quad,No,No
36610,CL38,Yes,Yes,Dual,Yes,No
36611,CL17,Yes,No,Single,No,No
36612,CL18,Yes,Yes,Single,No,Yes
36613,CL19,No,No,Quad,Yes,No
36614,CL40,Yes,No,Dual,Yes,No
36615,CL40,Yes,Yes,Quad,Yes,Yes
36616,CL16,No,No,Dual,Yes,Yes
36617,CL16,No,No,Quad,Yes,No
36618,CL16,Yes,Yes,Quad,Yes,Yes
36619,CL11,Yes,No,Dual,No,Yes
36620,CL16,No,No,Dual,No,Yes
36621,CL11,No,No,Dual,No,No
36622,CL11,No,No,Dual,Yes,No
36623,CL15,Yes,Yes,Dual,Yes,No
36624,CL11,No,No,Quad,Yes,No
36625,CL15,Yes,No,Dual,No,No
36626,CL38,No,No,Quad,Yes,Yes
36627,CL16,No,No,Single,Yes,No
36628,CL16,No,No,Single,Yes,No
36629,CL15,No,No,Single,No,Yes
36630,CL40,Yes,Yes,Dual,Yes,Yes
36631,CL17,No,No,Single,No,No
36632,CL36,No,No,Single,No,Yes
36633,CL11,No,No,Quad,No,Yes
36634,CL16,No,No,Quad,Yes,No
36635,CL40,No,No,Quad,No,Yes
36636,CL16,No,No,Quad,Yes,Yes
36637,CL38,Yes,No,Quad,No,No
36638,CL16,No,No,Quad,No,Yes
36639,CL15,No,No,Single,Yes,Yes
36640,CL36,No,No,Single,No,Yes
36641,CL18,Yes,Yes,Dual,No,No
36642,CL11,No,No,Single,Yes,Yes
36643,CL36,Yes,Yes,Dual,No,Yes
36644,CL36,Yes,No,Single,Yes,No
36645,CL15,No,No,Dual,Yes,No
36646,CL15,Yes,No,Quad,Yes,Yes
36647,CL13,Yes,No,Quad,Yes,No
36648,CL40,No,No,Dual,Yes,No
36649,CL11,No,No,Single,No,Yes
36650,CL18,Yes,No,Quad,No,No
36651,CL19,No,No,Quad,Yes,No
36652,CL11,No,No,Dual,Yes,No
36653,CL18,Yes,Yes,Quad,No,Yes
