Processor_ID,L3_Cache_MB,Lithography_nm,Integrated_GPU,PCIe_Version,Max_Memory_GB,Memory_Type,ECC_Support
46796,32,5,No,5.0,256,LPDDR5,Yes
46797,128,5,Yes,3.0,16,LPDDR5X,Yes
46798,12,5,No,5.0,16,DDR4,No
46799,8,3,Yes,4.0,512,HBM2,No
46800,32,5,No,5.0,1024,DDR4,Yes
46801,96,3,No,4.0,512,LPDDR5X,No
46802,8,14,Yes,3.0,256,LPDDR5,No
46803,2,14,Yes,4.0,1024,LPDDR4X,No
46804,128,3,No,4.0,32,DDR5,No
46805,2,7,Yes,5.0,2048,DDR4,No
46806,128,3,No,3.0,4096,LPDDR5,No
46807,32,5,Yes,3.0,16,LPDDR5,No
46808,8,7,No,5.0,128,LPDDR5,Yes
46809,4,14,No,5.0,256,LPDDR4X,No
46810,4,5,No,3.0,256,LPDDR4X,No
46811,4,3,Yes,4.0,256,LPDDR5,Yes
46812,4,7,No,4.0,4096,LPDDR5X,Yes
46813,12,5,Yes,5.0,2048,LPDDR5,Yes
46814,12,10,No,3.0,32,DDR4,No
46815,64,10,No,5.0,2048,HBM2,Yes
46816,16,14,No,3.0,16,DDR4,Yes
46817,128,5,No,4.0,128,DDR4,Yes
46818,12,14,Yes,5.0,128,LPDDR5X,Yes
46819,96,14,No,4.0,512,HBM2,Yes
46820,12,7,No,3.0,512,LPDDR5X,No
46821,128,3,Yes,4.0,2048,HBM2,Yes
46822,2,5,No,4.0,16,DDR4,No
46823,256,14,No,4.0,2048,LPDDR5X,Yes
46824,2,5,No,5.0,2048,LPDDR5X,No
46825,2,7,Yes,5.0,256,LPDDR5X,Yes
46826,8,7,No,4.0,256,LPDDR4X,Yes
46827,64,10,No,4.0,2048,LPDDR4X,Yes
46828,64,7,Yes,4.0,4096,HBM2,Yes
46829,2,7,No,5.0,32,LPDDR5X,Yes
46830,256,14,No,4.0,4096,DDR4,Yes
46831,12,14,Yes,3.0,2048,LPDDR4X,No
46832,16,10,Yes,4.0,64,HBM2,No
46833,64,3,No,3.0,512,LPDDR5X,Yes
46834,12,14,No,4.0,32,LPDDR5X,No
46835,2,3,Yes,3.0,1024,LPDDR4X,No
46836,32,7,Yes,3.0,2048,DDR5,Yes
46837,4,7,No,3.0,512,LPDDR5X,No
46838,4,7,No,4.0,4096,DDR5,Yes
46839,96,3,No,4.0,4096,LPDDR5,No
46840,8,14,No,3.0,32,HBM2,No
46841,128,3,Yes,3.0,128,LPDDR5,No
46842,16,5,No,4.0,512,LPDDR5X,No
46843,32,10,No,4.0,2048,HBM2,Yes
46844,256,3,No,4.0,4096,DDR4,No
46845,12,7,No,5.0,128,LPDDR5,No
46846,32,7,No,3.0,16,LPDDR5X,No
46847,32,3,No,3.0,16,DDR4,No
46848,2,3,Yes,4.0,256,HBM2,No
46849,96,14,No,3.0,128,DDR4,Yes
46850,4,14,Yes,4.0,512,LPDDR4X,Yes
46851,2,14,Yes,3.0,256,LPDDR5X,Yes
46852,4,14,No,5.0,16,HBM2,No
46853,32,7,Yes,5.0,32,LPDDR4X,No
46854,2,3,Yes,4.0,64,LPDDR5X,Yes
46855,256,14,No,3.0,4096,HBM2,No
46856,2,5,Yes,5.0,32,LPDDR5,Yes
46857,4,10,Yes,4.0,2048,LPDDR5,Yes
46858,16,3,Yes,4.0,32,DDR5,Yes
46859,8,7,No,4.0,1024,LPDDR5X,Yes
46860,128,7,No,5.0,2048,HBM2,No
46861,96,14,No,4.0,16,HBM2,No
46862,2,14,No,3.0,32,LPDDR5,Yes
46863,96,3,No,4.0,64,LPDDR5,No
46864,4,5,No,5.0,16,LPDDR4X,Yes
46865,12,5,Yes,5.0,4096,DDR5,Yes
46866,16,5,No,3.0,32,LPDDR5X,Yes
46867,8,7,No,4.0,64,HBM2,Yes
46868,256,10,No,4.0,2048,DDR4,Yes
46869,16,14,No,5.0,4096,LPDDR4X,No
46870,64,5,No,3.0,256,LPDDR4X,No
46871,32,14,Yes,3.0,512,HBM2,No
46872,4,10,No,5.0,128,LPDDR4X,No
46873,64,5,Yes,5.0,4096,DDR5,No
46874,64,7,Yes,3.0,1024,LPDDR5X,Yes
46875,128,3,Yes,3.0,16,LPDDR4X,No
46876,128,7,No,3.0,16,LPDDR5,Yes
46877,128,3,No,4.0,128,HBM2,Yes
46878,256,5,Yes,4.0,2048,DDR4,No
46879,256,10,No,5.0,16,LPDDR4X,No
46880,64,3,No,3.0,1024,LPDDR5X,Yes
46881,4,14,Yes,4.0,128,LPDDR5X,Yes
46882,256,7,Yes,3.0,4096,HBM2,No
46883,96,14,No,3.0,1024,HBM2,Yes
46884,8,14,Yes,5.0,4096,HBM2,Yes
46885,16,5,No,5.0,256,LPDDR5,Yes
46886,32,3,No,5.0,2048,LPDDR5X,No
46887,16,3,No,5.0,256,DDR5,No
46888,2,14,No,3.0,256,LPDDR5,No
46889,32,3,Yes,3.0,16,DDR5,Yes
46890,128,3,Yes,3.0,512,DDR5,No
46891,12,7,No,3.0,4096,LPDDR5,No
46892,96,14,Yes,3.0,512,LPDDR5,No
46893,64,5,No,5.0,1024,DDR5,No
46894,12,5,Yes,3.0,1024,DDR5,No
46895,16,10,Yes,4.0,64,DDR5,No
46896,64,7,Yes,3.0,64,DDR4,Yes
46897,8,14,No,4.0,16,LPDDR4X,Yes
46898,2,10,No,5.0,32,DDR4,No
46899,16,5,No,3.0,32,LPDDR5,Yes
46900,96,7,No,4.0,256,LPDDR5,No
46901,128,5,Yes,5.0,4096,HBM2,No
46902,256,3,No,3.0,2048,DDR5,Yes
46903,16,3,Yes,4.0,16,HBM2,Yes
46904,96,7,Yes,4.0,128,LPDDR4X,No
46905,128,3,Yes,4.0,2048,LPDDR5X,Yes
46906,8,14,No,3.0,256,LPDDR5X,Yes
46907,128,10,Yes,5.0,1024,HBM2,Yes
46908,32,7,Yes,5.0,512,HBM2,Yes
46909,8,10,Yes,4.0,2048,HBM2,Yes
46910,64,7,Yes,4.0,4096,DDR4,No
46911,128,3,Yes,4.0,32,LPDDR5X,No
46912,64,10,Yes,4.0,512,HBM2,No
46913,256,14,Yes,5.0,1024,LPDDR4X,Yes
46914,256,5,Yes,3.0,128,LPDDR4X,Yes
46915,32,14,Yes,4.0,2048,LPDDR5X,Yes
46916,64,3,No,4.0,1024,DDR4,No
46917,8,3,Yes,4.0,16,LPDDR5,No
46918,16,10,No,3.0,1024,DDR5,No
46919,256,5,Yes,5.0,1024,LPDDR5X,Yes
46920,16,14,No,3.0,256,LPDDR5X,Yes
46921,4,3,No,5.0,32,HBM2,No
46922,96,10,No,5.0,512,LPDDR5,No
46923,4,10,Yes,5.0,4096,DDR5,Yes
46924,4,7,Yes,3.0,128,DDR4,No
46925,128,14,Yes,3.0,1024,DDR4,No
46926,96,7,Yes,4.0,512,HBM2,Yes
46927,12,5,No,3.0,32,HBM2,No
46928,32,5,No,3.0,64,HBM2,Yes
46929,4,3,No,3.0,2048,DDR5,No
46930,4,3,Yes,3.0,256,LPDDR4X,Yes
46931,12,5,Yes,4.0,256,LPDDR5X,No
46932,12,5,Yes,3.0,1024,DDR4,Yes
46933,96,14,Yes,5.0,64,LPDDR5X,Yes
46934,96,5,No,5.0,64,HBM2,No
46935,8,14,Yes,5.0,128,DDR5,Yes
46936,64,3,Yes,3.0,64,HBM2,No
46937,16,3,Yes,3.0,4096,LPDDR5,No
46938,4,3,No,5.0,1024,HBM2,No
46939,32,3,Yes,3.0,64,LPDDR4X,Yes
46940,12,5,No,3.0,128,LPDDR4X,Yes
46941,64,7,Yes,4.0,64,DDR4,No
46942,16,10,No,5.0,128,LPDDR5X,No
46943,8,14,No,3.0,512,DDR5,No
46944,128,7,Yes,5.0,2048,LPDDR5X,Yes
46945,2,10,No,3.0,256,HBM2,Yes
46946,96,3,Yes,5.0,128,DDR5,No
46947,12,7,No,4.0,32,LPDDR5X,No
46948,256,14,No,5.0,512,LPDDR4X,Yes
46949,128,10,Yes,5.0,128,HBM2,No
46950,2,5,No,5.0,1024,LPDDR5,Yes
46951,8,5,No,4.0,64,LPDDR5X,No
46952,16,10,Yes,5.0,1024,LPDDR4X,Yes
46953,96,7,Yes,4.0,4096,DDR5,No
46954,256,10,Yes,3.0,256,HBM2,No
46955,128,7,Yes,3.0,16,LPDDR4X,Yes
46956,8,5,No,5.0,32,DDR5,Yes
46957,12,14,No,4.0,2048,LPDDR4X,No
46958,128,10,No,3.0,32,DDR5,No
46959,8,7,No,4.0,16,LPDDR4X,No
46960,128,3,Yes,4.0,128,LPDDR5,Yes
46961,8,3,No,4.0,128,LPDDR5X,Yes
46962,2,3,No,3.0,4096,HBM2,Yes
46963,4,14,Yes,4.0,16,HBM2,Yes
46964,128,5,No,5.0,512,HBM2,Yes
46965,16,7,No,5.0,512,DDR4,Yes
46966,16,14,Yes,5.0,128,HBM2,No
46967,32,7,Yes,5.0,128,LPDDR5,No
46968,4,3,No,4.0,128,HBM2,No
46969,32,3,No,5.0,1024,HBM2,Yes
46970,96,3,No,5.0,1024,LPDDR5,No
46971,4,10,No,3.0,64,LPDDR5,No
46972,8,5,No,4.0,256,LPDDR4X,No
46973,256,3,Yes,4.0,1024,LPDDR4X,No
46974,32,7,Yes,3.0,1024,DDR4,No
46975,16,5,Yes,4.0,512,LPDDR4X,No
46976,96,3,No,3.0,64,LPDDR4X,Yes
46977,8,5,No,3.0,2048,LPDDR4X,No
46978,16,10,No,3.0,64,LPDDR5,No
46979,256,3,No,5.0,32,HBM2,No
46980,4,5,No,4.0,32,LPDDR4X,No
46981,4,14,Yes,4.0,128,DDR4,Yes
46982,128,14,No,4.0,512,DDR4,No
46983,128,7,No,4.0,2048,LPDDR5,No
46984,96,5,Yes,4.0,2048,LPDDR4X,No
46985,12,10,No,4.0,2048,HBM2,Yes
46986,128,3,Yes,3.0,32,DDR4,No
46987,12,10,No,3.0,64,DDR4,No
46988,32,5,Yes,4.0,16,LPDDR5,No
46989,256,7,Yes,5.0,4096,LPDDR5,No
46990,8,3,No,4.0,512,LPDDR5X,No
46991,2,5,No,4.0,2048,DDR4,No
46992,12,5,Yes,5.0,32,DDR5,No
46993,4,5,No,5.0,16,DDR4,Yes
46994,2,10,Yes,5.0,128,DDR5,No
46995,128,14,No,3.0,32,LPDDR4X,No
46996,96,10,Yes,5.0,4096,DDR5,Yes
46997,16,14,No,3.0,128,LPDDR4X,No
46998,256,7,Yes,5.0,256,LPDDR4X,No
46999,12,3,Yes,5.0,512,HBM2,Yes
47000,16,7,Yes,3.0,2048,LPDDR5,Yes
47001,32,10,No,5.0,256,DDR5,Yes
47002,4,7,No,4.0,32,DDR4,No
47003,8,3,No,4.0,128,HBM2,No
47004,4,7,Yes,5.0,32,DDR5,No
47005,12,5,No,4.0,512,LPDDR5X,No
47006,64,14,Yes,4.0,128,LPDDR5,No
47007,96,3,Yes,5.0,32,LPDDR5X,No
47008,128,14,Yes,4.0,16,DDR4,Yes
47009,12,3,No,4.0,256,DDR5,No
47010,4,5,Yes,4.0,2048,LPDDR4X,Yes
47011,8,14,No,5.0,1024,DDR4,No
47012,128,3,Yes,4.0,2048,DDR4,No
47013,32,7,No,3.0,1024,LPDDR5,No
47014,4,7,Yes,5.0,32,LPDDR5,Yes
47015,128,7,Yes,3.0,2048,LPDDR5,Yes
47016,4,3,Yes,3.0,2048,DDR5,No
47017,2,5,No,4.0,512,LPDDR4X,No
47018,128,14,No,4.0,512,LPDDR4X,Yes
47019,256,7,Yes,3.0,128,LPDDR5X,No
47020,256,7,Yes,3.0,16,LPDDR4X,Yes
47021,8,10,No,4.0,512,LPDDR5X,No
47022,12,10,Yes,4.0,16,LPDDR5X,No
47023,64,5,No,3.0,64,HBM2,No
47024,256,7,Yes,5.0,32,DDR5,No
47025,16,10,No,5.0,4096,LPDDR5X,Yes
47026,128,5,Yes,4.0,512,DDR5,No
47027,96,10,No,4.0,32,DDR4,No
47028,96,14,Yes,3.0,2048,DDR5,No
47029,256,14,No,3.0,32,DDR4,No
47030,64,14,No,3.0,1024,LPDDR5X,No
47031,96,10,Yes,5.0,128,DDR5,No
47032,2,7,Yes,3.0,32,HBM2,Yes
47033,2,7,No,4.0,4096,LPDDR4X,Yes
47034,128,10,Yes,3.0,2048,LPDDR4X,No
47035,2,3,Yes,4.0,256,LPDDR5X,Yes
47036,2,5,Yes,3.0,64,LPDDR4X,No
47037,12,14,Yes,5.0,256,DDR4,Yes
47038,64,14,Yes,5.0,1024,HBM2,Yes
47039,64,14,No,3.0,16,DDR4,Yes
47040,96,3,No,5.0,4096,LPDDR5,No
47041,64,10,Yes,5.0,16,LPDDR4X,Yes
47042,8,14,No,4.0,1024,LPDDR5,Yes
47043,8,7,No,5.0,512,DDR5,Yes
47044,64,7,Yes,4.0,256,DDR5,Yes
47045,2,10,No,4.0,512,HBM2,No
47046,2,3,No,4.0,32,LPDDR4X,No
47047,2,14,No,4.0,64,DDR4,Yes
47048,8,14,Yes,5.0,4096,LPDDR5X,Yes
47049,16,5,No,5.0,16,LPDDR4X,No
47050,8,3,Yes,5.0,256,LPDDR5,No
47051,8,3,Yes,5.0,1024,DDR4,Yes
47052,256,14,Yes,4.0,2048,HBM2,No
47053,128,10,No,5.0,2048,HBM2,No
47054,2,14,No,4.0,4096,DDR4,No
47055,256,10,No,4.0,1024,DDR5,Yes
47056,64,14,Yes,3.0,64,LPDDR5X,No
47057,64,5,Yes,3.0,4096,LPDDR4X,No
47058,32,14,Yes,4.0,128,LPDDR5,No
47059,4,10,Yes,3.0,16,DDR4,Yes
47060,128,3,No,5.0,64,LPDDR4X,No
47061,256,10,Yes,3.0,2048,DDR4,No
47062,96,7,Yes,3.0,32,LPDDR5,No
47063,2,14,Yes,3.0,2048,LPDDR5,No
47064,12,7,Yes,5.0,256,DDR4,No
47065,12,3,No,4.0,256,HBM2,Yes
47066,2,10,Yes,3.0,2048,LPDDR5,No
47067,32,14,Yes,3.0,128,HBM2,No
47068,64,7,Yes,4.0,4096,LPDDR4X,Yes
47069,128,10,Yes,4.0,2048,HBM2,Yes
47070,64,14,Yes,4.0,16,LPDDR5,Yes
47071,256,3,No,5.0,32,HBM2,No
47072,16,14,No,5.0,32,LPDDR5X,No
47073,256,10,No,4.0,16,DDR5,No
47074,128,3,No,5.0,1024,HBM2,Yes
47075,32,3,No,5.0,2048,LPDDR5,Yes
47076,8,3,No,4.0,1024,HBM2,Yes
47077,8,10,No,4.0,1024,LPDDR5X,No
47078,256,7,No,5.0,128,LPDDR5,No
47079,128,7,Yes,3.0,32,DDR5,No
47080,128,7,No,5.0,2048,DDR4,No
47081,64,14,Yes,3.0,64,LPDDR4X,No
47082,256,10,Yes,3.0,1024,DDR5,Yes
47083,12,3,No,3.0,16,LPDDR4X,No
47084,32,5,No,3.0,128,DDR5,Yes
47085,12,10,Yes,3.0,32,LPDDR5,Yes
47086,256,10,Yes,3.0,128,DDR5,Yes
47087,256,7,No,5.0,4096,DDR4,No
47088,12,5,Yes,5.0,4096,LPDDR5X,No
47089,16,14,Yes,3.0,2048,LPDDR5,No
47090,96,5,Yes,4.0,16,HBM2,No
47091,128,3,No,4.0,1024,LPDDR5X,No
47092,256,7,No,5.0,64,LPDDR5X,No
47093,4,10,Yes,3.0,32,HBM2,No
47094,8,5,No,3.0,1024,LPDDR5,Yes
47095,12,7,Yes,5.0,128,HBM2,No
47096,2,14,No,5.0,128,DDR4,No
47097,12,3,No,3.0,512,HBM2,Yes
47098,12,14,No,4.0,512,LPDDR5,No
47099,8,3,No,5.0,16,LPDDR5,Yes
47100,128,10,No,4.0,16,LPDDR5X,No
47101,64,3,No,5.0,64,LPDDR4X,Yes
47102,16,3,No,5.0,2048,HBM2,No
47103,256,5,No,5.0,256,DDR4,Yes
47104,8,3,Yes,5.0,512,LPDDR4X,Yes
47105,4,7,No,5.0,64,HBM2,Yes
47106,8,14,Yes,3.0,256,LPDDR4X,Yes
47107,256,10,Yes,5.0,32,DDR4,Yes
47108,4,14,No,4.0,512,LPDDR5,Yes
47109,32,7,Yes,3.0,16,DDR4,Yes
47110,96,5,No,3.0,128,LPDDR5,Yes
47111,12,10,Yes,3.0,16,LPDDR4X,Yes
47112,32,14,No,5.0,512,LPDDR5,Yes
47113,16,7,No,5.0,4096,HBM2,Yes
47114,8,14,Yes,4.0,16,DDR4,Yes
47115,256,3,No,5.0,32,DDR4,Yes
47116,2,7,No,5.0,4096,DDR5,Yes
47117,256,5,Yes,3.0,32,DDR4,Yes
47118,16,5,Yes,3.0,1024,HBM2,Yes
47119,128,10,No,5.0,16,DDR5,No
47120,64,3,No,3.0,16,LPDDR4X,Yes
47121,4,3,No,3.0,512,HBM2,Yes
47122,128,5,Yes,4.0,256,LPDDR4X,Yes
47123,96,10,No,5.0,4096,LPDDR5,No
47124,16,10,Yes,3.0,512,LPDDR5X,No
47125,12,3,Yes,4.0,4096,DDR4,No
47126,96,10,No,5.0,512,LPDDR4X,Yes
47127,32,7,No,5.0,512,DDR5,Yes
47128,8,14,No,5.0,128,LPDDR4X,No
47129,16,10,No,5.0,128,LPDDR4X,No
47130,96,14,Yes,4.0,512,HBM2,No
47131,32,3,Yes,4.0,4096,HBM2,Yes
47132,2,14,No,4.0,512,DDR4,Yes
47133,64,5,Yes,4.0,16,DDR5,Yes
47134,4,10,No,5.0,32,DDR4,No
47135,32,5,No,3.0,512,LPDDR5X,Yes
47136,2,7,No,3.0,32,DDR5,No
47137,12,7,No,4.0,16,LPDDR4X,No
47138,256,5,No,3.0,16,DDR5,No
47139,12,3,Yes,5.0,512,LPDDR5,Yes
47140,16,3,No,5.0,2048,HBM2,Yes
47141,96,14,Yes,4.0,128,HBM2,No
47142,12,3,No,3.0,256,LPDDR5,Yes
47143,128,5,No,3.0,16,LPDDR5,Yes
47144,32,7,No,4.0,16,LPDDR5X,Yes
47145,32,14,No,4.0,128,LPDDR5X,Yes
47146,4,14,No,4.0,128,HBM2,No
47147,96,14,Yes,3.0,4096,LPDDR5X,Yes
47148,64,5,Yes,5.0,512,LPDDR5,No
47149,16,5,No,3.0,16,DDR4,No
47150,256,3,Yes,4.0,4096,HBM2,Yes
47151,2,14,No,5.0,256,LPDDR4X,No
47152,96,10,No,5.0,64,LPDDR5,No
47153,32,7,No,4.0,2048,DDR5,Yes
47154,64,7,Yes,3.0,256,LPDDR5X,No
47155,8,5,No,3.0,32,LPDDR5,Yes
47156,16,7,No,5.0,16,LPDDR5X,Yes
47157,32,10,Yes,5.0,4096,LPDDR4X,Yes
47158,32,5,No,3.0,4096,DDR5,No
47159,12,14,Yes,4.0,4096,HBM2,No
47160,2,3,Yes,5.0,512,DDR4,Yes
47161,12,10,No,5.0,128,HBM2,Yes
47162,64,14,Yes,4.0,1024,HBM2,Yes
47163,64,7,No,3.0,256,DDR4,No
47164,32,3,No,5.0,128,HBM2,No
47165,64,7,No,4.0,1024,LPDDR4X,No
47166,32,5,No,4.0,64,LPDDR5,No
47167,32,10,Yes,5.0,2048,LPDDR5,Yes
47168,8,5,No,3.0,512,DDR4,Yes
47169,16,14,No,5.0,2048,LPDDR5,Yes
47170,32,10,No,3.0,256,DDR4,No
47171,128,14,No,5.0,256,LPDDR5X,No
47172,256,10,Yes,4.0,128,DDR4,Yes
47173,96,5,Yes,4.0,32,LPDDR5X,Yes
47174,64,3,No,4.0,32,LPDDR4X,No
47175,128,14,Yes,5.0,1024,LPDDR5,No
47176,96,5,Yes,3.0,4096,DDR5,Yes
47177,2,7,No,4.0,256,DDR4,Yes
47178,8,7,Yes,3.0,64,DDR5,Yes
47179,128,10,Yes,5.0,256,DDR5,No
47180,128,5,Yes,3.0,128,DDR5,Yes
47181,12,10,No,3.0,16,LPDDR5X,Yes
47182,256,10,Yes,3.0,256,HBM2,No
47183,256,7,No,3.0,512,LPDDR5X,Yes
47184,128,10,Yes,4.0,2048,LPDDR5X,No
47185,64,5,Yes,3.0,256,LPDDR4X,No
47186,64,10,No,5.0,32,LPDDR4X,No
47187,8,5,Yes,3.0,4096,LPDDR5,No
47188,32,10,No,3.0,2048,LPDDR5X,No
47189,256,5,No,4.0,64,LPDDR5,No
47190,256,7,No,4.0,1024,DDR5,No
47191,12,3,No,5.0,1024,LPDDR5X,Yes
47192,2,5,Yes,5.0,2048,LPDDR5X,No
47193,12,10,Yes,3.0,128,LPDDR5X,No
47194,4,5,No,4.0,4096,LPDDR5,Yes
47195,12,7,Yes,5.0,128,DDR5,No
47196,128,3,Yes,5.0,32,HBM2,No
47197,12,7,Yes,4.0,256,HBM2,No
47198,12,10,Yes,4.0,512,HBM2,Yes
47199,8,3,Yes,3.0,256,LPDDR5X,No
47200,16,7,No,5.0,512,LPDDR4X,Yes
47201,12,5,Yes,3.0,256,LPDDR5X,No
47202,128,5,No,4.0,2048,LPDDR5X,No
47203,32,5,Yes,5.0,4096,LPDDR5X,No
47204,16,7,No,5.0,128,HBM2,No
47205,4,10,Yes,4.0,256,HBM2,Yes
47206,256,10,No,4.0,64,LPDDR4X,No
47207,96,3,Yes,3.0,32,DDR5,No
47208,64,3,Yes,4.0,4096,LPDDR5,Yes
47209,128,7,No,3.0,4096,DDR4,Yes
47210,4,7,No,5.0,2048,DDR5,Yes
47211,16,3,Yes,5.0,512,DDR5,No
47212,4,7,No,3.0,256,DDR5,No
47213,128,3,Yes,4.0,512,LPDDR5X,No
47214,96,14,Yes,5.0,1024,DDR4,Yes
47215,2,10,No,4.0,4096,DDR5,No
47216,64,7,No,5.0,1024,DDR4,Yes
47217,2,5,No,5.0,64,LPDDR4X,No
47218,64,7,Yes,5.0,256,HBM2,No
47219,256,5,Yes,4.0,1024,LPDDR4X,Yes
47220,96,14,Yes,3.0,1024,LPDDR4X,No
47221,32,14,Yes,3.0,64,LPDDR5,No
47222,128,5,No,4.0,64,DDR5,Yes
47223,8,3,No,5.0,256,LPDDR4X,No
47224,32,7,No,5.0,256,LPDDR5X,Yes
47225,12,5,Yes,4.0,1024,LPDDR4X,Yes
47226,16,3,Yes,4.0,128,LPDDR4X,No
47227,32,10,No,3.0,2048,LPDDR5,No
47228,64,5,No,4.0,512,DDR4,No
47229,2,3,No,5.0,128,LPDDR4X,Yes
47230,32,14,Yes,3.0,4096,LPDDR5,No
47231,8,14,Yes,4.0,2048,DDR5,Yes
47232,4,3,Yes,3.0,4096,LPDDR4X,No
47233,2,7,Yes,3.0,4096,LPDDR5X,Yes
47234,8,5,No,4.0,16,DDR4,No
47235,16,10,Yes,5.0,1024,DDR4,No
47236,12,3,Yes,3.0,16,DDR5,No
47237,256,14,No,3.0,512,LPDDR5,Yes
47238,2,14,Yes,4.0,32,DDR5,Yes
47239,12,5,No,3.0,1024,LPDDR5,No
47240,8,5,No,3.0,16,LPDDR5X,No
47241,2,3,No,3.0,4096,HBM2,Yes
47242,16,14,Yes,4.0,64,DDR4,No
47243,16,14,Yes,5.0,4096,LPDDR5X,No
47244,16,5,No,3.0,32,DDR5,No
47245,16,5,Yes,3.0,256,LPDDR5X,No
47246,8,3,Yes,4.0,32,HBM2,No
47247,256,3,No,3.0,64,DDR5,Yes
47248,2,10,No,4.0,32,LPDDR5,No
47249,8,3,No,5.0,32,LPDDR5,Yes
47250,2,5,Yes,4.0,256,DDR4,No
47251,96,7,Yes,3.0,128,LPDDR5,No
47252,16,10,Yes,4.0,64,LPDDR5,Yes
47253,12,7,Yes,3.0,2048,DDR5,No
47254,128,3,Yes,3.0,32,HBM2,No
47255,2,3,No,4.0,4096,LPDDR5,Yes
47256,12,7,Yes,4.0,4096,LPDDR4X,Yes
47257,16,7,Yes,5.0,64,LPDDR5,Yes
47258,96,7,Yes,3.0,16,LPDDR5X,Yes
47259,32,3,Yes,3.0,512,HBM2,Yes
47260,12,7,No,3.0,1024,LPDDR5X,Yes
47261,2,7,No,5.0,256,LPDDR5X,Yes
47262,96,10,Yes,3.0,64,DDR5,No
47263,256,7,No,5.0,512,LPDDR4X,Yes
47264,32,7,No,4.0,64,DDR5,No
47265,12,14,Yes,5.0,512,DDR5,No
47266,64,7,No,5.0,256,HBM2,No
47267,16,10,No,5.0,32,HBM2,Yes
47268,4,5,No,3.0,32,DDR4,No
47269,64,10,No,4.0,64,LPDDR4X,Yes
47270,256,14,Yes,4.0,1024,DDR5,No
47271,8,5,No,5.0,32,LPDDR5,Yes
47272,64,3,No,4.0,2048,DDR5,Yes
47273,96,7,Yes,3.0,4096,HBM2,Yes
47274,96,10,No,3.0,256,DDR5,No
47275,128,10,Yes,4.0,16,DDR5,Yes
47276,16,14,No,3.0,32,LPDDR5,Yes
47277,16,10,No,5.0,32,LPDDR4X,No
47278,256,14,No,5.0,4096,DDR5,Yes
47279,12,7,No,4.0,1024,HBM2,No
47280,16,3,No,5.0,32,DDR5,No
47281,256,3,No,4.0,2048,LPDDR5X,No
47282,96,3,No,5.0,128,HBM2,Yes
47283,64,10,No,5.0,32,DDR5,No
47284,128,10,No,3.0,128,DDR4,Yes
47285,8,7,Yes,4.0,128,LPDDR4X,No
47286,64,10,No,4.0,16,DDR5,Yes
47287,16,7,No,4.0,16,LPDDR5X,Yes
47288,2,14,Yes,5.0,512,DDR5,Yes
47289,96,14,No,5.0,256,LPDDR4X,Yes
47290,12,7,Yes,3.0,4096,DDR4,Yes
47291,8,14,No,3.0,64,LPDDR5,No
47292,12,7,Yes,5.0,4096,LPDDR5,Yes
47293,256,3,No,3.0,32,DDR4,Yes
47294,4,3,Yes,3.0,512,LPDDR5,Yes
47295,4,10,Yes,3.0,64,DDR4,Yes
47296,4,10,No,5.0,2048,LPDDR5,No
47297,32,14,No,5.0,16,LPDDR5,Yes
47298,16,7,No,5.0,128,LPDDR5,No
47299,8,7,Yes,5.0,2048,LPDDR4X,Yes
47300,8,7,No,5.0,2048,DDR4,No
47301,2,3,Yes,3.0,64,DDR4,Yes
47302,4,7,No,4.0,64,LPDDR5X,No
47303,96,14,Yes,5.0,32,DDR4,No
47304,32,7,No,5.0,1024,HBM2,Yes
47305,12,3,Yes,5.0,4096,LPDDR5X,No
47306,128,7,Yes,4.0,32,LPDDR5X,Yes
47307,128,7,No,4.0,2048,DDR4,No
47308,256,7,No,3.0,128,LPDDR4X,Yes
47309,96,7,Yes,5.0,32,DDR5,Yes
47310,128,14,Yes,3.0,512,LPDDR5,No
47311,12,14,Yes,4.0,4096,LPDDR5X,No
47312,16,7,No,3.0,32,DDR5,Yes
47313,128,3,Yes,4.0,128,DDR4,Yes
47314,8,3,No,5.0,4096,DDR4,Yes
47315,2,5,Yes,5.0,64,LPDDR5,Yes
47316,64,14,Yes,3.0,1024,DDR4,Yes
47317,12,5,Yes,5.0,4096,LPDDR4X,No
47318,2,14,No,3.0,2048,DDR5,No
47319,128,5,Yes,3.0,128,DDR4,No
47320,128,14,Yes,4.0,16,DDR4,No
47321,128,5,Yes,4.0,1024,LPDDR5X,Yes
47322,256,5,No,4.0,2048,DDR4,Yes
47323,96,5,No,4.0,512,LPDDR5,Yes
47324,64,10,No,5.0,512,LPDDR5,No
47325,8,5,No,3.0,2048,LPDDR5X,No
47326,4,7,Yes,3.0,16,DDR4,Yes
47327,12,7,No,3.0,32,LPDDR5,Yes
47328,2,3,No,4.0,128,DDR4,No
47329,64,7,Yes,5.0,512,LPDDR4X,Yes
47330,64,7,Yes,3.0,512,LPDDR5,Yes
47331,256,5,Yes,3.0,2048,LPDDR5,Yes
47332,12,3,Yes,5.0,1024,LPDDR5,Yes
47333,8,7,Yes,5.0,16,HBM2,Yes
47334,32,10,Yes,5.0,16,LPDDR5X,No
47335,16,3,Yes,4.0,128,HBM2,No
47336,96,7,No,5.0,512,DDR5,No
47337,12,14,Yes,5.0,256,LPDDR4X,No
47338,32,10,No,4.0,64,LPDDR4X,Yes
47339,8,5,Yes,3.0,256,DDR4,Yes
