chicken_id,breed_id,farm_id,farmer_id,gender,hatch_date,age_days,weight_kg,height_cm,production_type,health_status,vaccination_status,egg_production_weekly,province,feed_type_id,market_value
5238,7,21,18,Female,4/13/2022,628,1.86,52.5,Meat,Healthy,Complete,0,Bali,4,48757
5239,5,53,56,Male,4/18/2022,623,3.6,46.7,Fighting,Healthy,None,7,Jawa Timur,2,89928
5240,7,78,66,Male,7/1/2023,184,0.93,61.3,Egg,Minor Issues,Partial,4,DI Yogyakarta,7,63652
5241,9,145,80,Female,11/30/2023,32,3.77,41.8,Fighting,Recovered,Partial,0,Bali,3,85676
5242,13,180,79,Female,12/18/2022,379,3.68,48.6,Egg,Healthy,Complete,4,Bali,2,100451
5243,2,7,83,Female,6/9/2023,206,3.88,48.5,Egg,Under Treatment,None,6,Lampung,4,121338
5244,5,15,16,Female,9/15/2023,108,4.11,39.4,Egg,Recovered,None,0,Lampung,7,32288
5245,1,177,39,Female,7/16/2022,534,1.52,39.7,Fighting,Healthy,Complete,0,Bali,2,41622
5246,11,46,100,Male,7/30/2023,155,1.35,68.3,Egg,Healthy,Complete,0,Sumatera Utara,7,64663
5247,13,87,75,Male,9/27/2022,461,1.45,66.2,Meat,Under Treatment,Complete,4,DI Yogyakarta,1,111355
5248,8,110,30,Male,6/6/2023,209,3.48,25.5,Egg,Under Treatment,Complete,6,Jawa Tengah,3,149206
5249,12,193,54,Female,8/2/2023,152,1.53,36.7,Dual Purpose,Healthy,None,6,Kalimantan Selatan,8,28128
5250,10,65,74,Female,7/5/2022,545,2.47,61.6,Dual Purpose,Under Treatment,Complete,6,Jawa Timur,3,103136
5251,6,106,36,Female,4/20/2022,621,3.39,27.7,Egg,Recovered,None,6,Jawa Tengah,6,92673
5252,4,114,91,Male,5/19/2023,227,1.48,37.5,Ornamental,Healthy,Complete,2,Jawa Barat,7,63126
5253,13,200,8,Male,9/13/2023,110,2.26,54,Ornamental,Under Treatment,None,2,Bali,4,134393
5254,11,159,70,Male,7/20/2023,165,0.93,61.4,Meat,Minor Issues,None,2,DI Yogyakarta,5,57230
5255,2,73,18,Male,5/4/2023,242,3.82,33.6,Egg,Recovered,Partial,0,Lampung,7,31828
5256,6,107,93,Female,12/24/2023,8,2.8,53.1,Ornamental,Under Treatment,None,5,Banten,4,141571
5257,7,136,44,Male,3/10/2023,297,1.68,51.4,Egg,Minor Issues,Partial,0,Lampung,7,52984
5258,3,6,64,Male,7/25/2023,160,2.44,25.5,Egg,Healthy,Complete,3,Jawa Tengah,1,85846
5259,4,75,11,Male,7/2/2023,183,1.45,49.2,Fighting,Under Treatment,Partial,0,Lampung,7,101139
5260,3,117,15,Female,9/9/2023,114,1.02,58.8,Dual Purpose,Under Treatment,Complete,0,Bali,5,86054
5261,2,137,31,Female,6/1/2023,214,3.6,64.4,Ornamental,Recovered,None,0,Jawa Timur,6,51508
5262,9,198,69,Male,8/15/2022,504,1.35,28.8,Egg,Under Treatment,None,7,Banten,8,29749
5263,2,82,19,Male,10/5/2023,88,1.6,30.7,Ornamental,Recovered,None,0,Jawa Tengah,1,49402
5264,14,107,81,Female,6/13/2023,202,3.62,68.2,Fighting,Healthy,Complete,4,Kalimantan Selatan,7,76485
5265,12,85,15,Female,1/4/2022,727,2.99,64.1,Dual Purpose,Healthy,None,1,Jawa Barat,4,113080
5266,9,189,28,Female,8/4/2023,150,1.14,30.5,Dual Purpose,Recovered,Partial,0,Jawa Timur,5,43903
5267,10,115,8,Female,6/26/2022,554,3.53,45.4,Dual Purpose,Recovered,Complete,0,Jawa Tengah,3,70085
5268,11,98,7,Female,8/13/2022,506,4.05,31.4,Ornamental,Recovered,Complete,0,Kalimantan Selatan,4,89718
5269,14,129,80,Female,5/4/2022,607,1.65,52.3,Meat,Under Treatment,Partial,0,Lampung,8,88384
5270,6,129,10,Male,4/1/2022,640,2.8,51.3,Dual Purpose,Healthy,Complete,3,Jawa Barat,4,54327
5271,4,129,1,Male,12/29/2023,3,1.31,50.9,Fighting,Under Treatment,None,0,Bali,3,58942
5272,15,186,93,Male,5/15/2023,231,3.9,64.6,Ornamental,Minor Issues,Complete,1,Kalimantan Selatan,6,128884
5273,9,27,1,Male,6/15/2023,200,4.38,25.1,Ornamental,Recovered,Partial,3,Jawa Tengah,2,95869
5274,8,9,17,Female,11/17/2022,410,2.72,26.4,Meat,Under Treatment,None,0,DI Yogyakarta,5,89897
5275,2,46,17,Male,10/30/2023,63,3.25,27.4,Ornamental,Recovered,Complete,5,Jawa Tengah,4,91101
5276,8,52,54,Female,7/20/2022,530,2.81,32.5,Fighting,Healthy,Partial,0,Sulawesi Selatan,8,116048
5277,2,21,4,Female,9/8/2022,480,2.06,60.2,Ornamental,Under Treatment,Complete,6,Bali,1,36257
5278,14,163,70,Female,4/10/2023,266,2.96,58.1,Meat,Healthy,Complete,2,Jawa Timur,1,144945
5279,1,19,15,Male,11/14/2023,48,3.72,42.5,Fighting,Under Treatment,None,0,Jawa Timur,8,55788
5280,4,191,36,Female,12/9/2022,388,4.06,58.6,Egg,Under Treatment,Complete,0,DI Yogyakarta,8,28094
5281,5,189,65,Male,1/15/2023,351,4.2,37.1,Meat,Under Treatment,Partial,6,Jawa Tengah,7,67059
5282,10,73,10,Female,6/27/2022,553,3.94,26.4,Ornamental,Minor Issues,Partial,0,Banten,6,49176
5283,2,159,45,Male,10/15/2022,443,1.99,62.5,Ornamental,Recovered,None,0,Sumatera Utara,4,35195
5284,7,45,25,Male,9/15/2022,473,3.12,44.6,Meat,Minor Issues,Partial,6,Jawa Timur,1,55353
5285,15,100,13,Female,2/20/2022,680,3.26,52.2,Egg,Recovered,Complete,0,Jawa Tengah,8,36967
5286,14,197,21,Female,8/1/2023,153,3.97,35,Ornamental,Under Treatment,Partial,3,Lampung,6,73267
5287,14,96,42,Male,5/10/2022,601,3.55,67.7,Egg,Recovered,Complete,0,Jawa Timur,2,105871
5288,15,22,11,Female,1/20/2023,346,1.43,41,Egg,Minor Issues,Complete,0,Lampung,7,139832
5289,14,56,93,Male,4/12/2023,264,2.78,67.7,Egg,Under Treatment,Partial,7,Sumatera Utara,3,104893
5290,4,158,18,Female,8/18/2022,501,3.67,49.2,Fighting,Healthy,None,0,Lampung,1,50718
5291,5,156,76,Male,6/19/2023,196,2.11,63.8,Ornamental,Healthy,Complete,5,Sulawesi Selatan,1,80854
5292,3,155,57,Male,3/16/2022,656,1.86,37.4,Egg,Healthy,None,0,DI Yogyakarta,4,72210
5293,15,187,91,Male,9/2/2022,486,2.56,35.4,Ornamental,Minor Issues,None,7,Kalimantan Selatan,4,130151
5294,6,67,91,Male,8/26/2023,128,2.58,27.8,Ornamental,Under Treatment,Partial,0,Lampung,8,73995
5295,8,171,48,Female,10/6/2023,87,2.91,32.2,Fighting,Healthy,Partial,0,Jawa Barat,1,44521
5296,13,33,86,Male,7/5/2022,545,1.84,40.2,Fighting,Under Treatment,None,0,Banten,4,32156
5297,9,4,62,Male,6/4/2022,576,4.18,34.4,Egg,Healthy,Complete,5,Lampung,1,107958
5298,7,73,2,Male,2/9/2023,326,3.64,46,Fighting,Recovered,None,2,Jawa Timur,7,49706
5299,4,91,16,Male,2/28/2022,672,4.18,36.4,Meat,Recovered,Complete,7,Banten,2,45830
5300,8,2,91,Male,7/19/2022,531,4.02,32.4,Ornamental,Recovered,None,0,Jawa Barat,7,102259
5301,9,200,26,Female,9/3/2022,485,1.43,36.4,Egg,Minor Issues,Partial,0,Jawa Timur,4,68941
5302,2,10,65,Male,2/19/2022,681,0.87,68.4,Dual Purpose,Minor Issues,Partial,0,Jawa Tengah,4,52903
5303,1,28,58,Male,4/27/2022,614,1.21,25.5,Meat,Recovered,Partial,1,Jawa Tengah,4,88661
5304,15,103,40,Male,10/7/2023,86,3.57,67.4,Fighting,Minor Issues,None,0,Jawa Tengah,1,146519
5305,7,28,7,Female,9/28/2022,460,1.44,32.8,Ornamental,Minor Issues,None,0,Jawa Barat,2,77225
5306,14,118,18,Female,11/17/2023,45,2.88,48.7,Egg,Recovered,Complete,0,Jawa Barat,7,64902
5307,2,73,64,Male,12/20/2023,12,3.94,28.7,Ornamental,Minor Issues,Complete,6,Kalimantan Selatan,4,38373
5308,7,139,85,Male,9/27/2023,96,2.66,60.3,Meat,Recovered,None,0,Banten,3,135654
5309,2,82,43,Male,4/16/2022,625,1.35,41.4,Dual Purpose,Recovered,None,0,Jawa Timur,6,98471
5310,14,7,91,Male,3/3/2022,669,4.1,67.7,Ornamental,Recovered,Partial,0,Bali,1,110592
5311,12,48,92,Male,4/1/2023,275,2.87,33.2,Ornamental,Minor Issues,Complete,0,Lampung,4,119872
5312,13,131,53,Male,1/24/2023,342,3.44,46.1,Meat,Recovered,Partial,0,Kalimantan Selatan,1,68350
5313,12,135,17,Male,10/19/2022,439,3.73,35.5,Dual Purpose,Recovered,None,2,Jawa Timur,7,27450
5314,3,121,12,Female,3/3/2023,304,2.53,60.4,Fighting,Healthy,Complete,2,Sulawesi Selatan,4,44413
5315,12,14,8,Male,7/24/2022,526,2.17,29.3,Egg,Recovered,Complete,3,Bali,4,122784
5316,7,65,60,Female,3/16/2023,291,3.43,68,Egg,Healthy,None,0,Sumatera Utara,1,147203
5317,15,80,81,Female,11/30/2023,32,1.12,42.1,Dual Purpose,Healthy,None,3,Bali,2,84613
5318,15,3,71,Female,7/22/2022,528,2.35,45.1,Egg,Healthy,None,7,Sumatera Utara,8,131874
5319,6,196,32,Female,6/10/2023,205,1.17,60.6,Ornamental,Healthy,None,0,Jawa Barat,1,132279
5320,9,32,38,Male,5/11/2023,235,2.96,54,Meat,Minor Issues,Partial,6,Sulawesi Selatan,1,83672
5321,3,8,60,Male,5/27/2023,219,2.99,35.2,Dual Purpose,Recovered,Partial,0,Banten,8,111046
5322,14,51,55,Male,5/19/2022,592,2.46,41.1,Dual Purpose,Healthy,None,1,Lampung,8,42175
5323,8,50,66,Male,2/17/2023,318,3.11,41.8,Ornamental,Healthy,None,0,Banten,7,57774
5324,12,147,75,Female,7/9/2022,541,1.88,30.9,Ornamental,Recovered,None,0,Jawa Tengah,7,110994
5325,9,15,32,Female,11/7/2022,420,1.5,33.2,Fighting,Minor Issues,Partial,3,Banten,2,91417
5326,5,174,67,Male,8/22/2023,132,3.01,37.7,Ornamental,Recovered,None,0,Sumatera Utara,3,148130
5327,6,153,40,Female,2/21/2022,679,2.31,30.3,Fighting,Recovered,None,0,Bali,6,56523
5328,12,152,74,Male,4/21/2023,255,2.39,68.8,Egg,Recovered,None,0,Kalimantan Selatan,3,128070
5329,8,62,44,Male,9/11/2023,112,3.77,39.4,Meat,Under Treatment,Partial,0,DI Yogyakarta,8,41027
5330,13,10,93,Female,10/11/2022,447,1.97,33,Ornamental,Healthy,None,2,Jawa Tengah,8,54244
5331,2,111,58,Male,6/4/2023,211,2.42,56.5,Fighting,Healthy,None,0,Lampung,3,47516
5332,14,98,94,Male,11/1/2023,61,1.15,60.4,Meat,Under Treatment,Partial,0,Jawa Tengah,6,51575
5333,8,200,24,Male,5/30/2022,581,1.31,30.6,Ornamental,Healthy,None,0,Jawa Timur,7,39670
5334,10,151,56,Male,10/11/2023,82,0.82,34.3,Fighting,Under Treatment,Complete,2,DI Yogyakarta,6,64421
5335,10,129,89,Male,8/11/2022,508,3.68,47.1,Dual Purpose,Healthy,None,1,Jawa Tengah,5,82707
5336,15,182,61,Female,5/1/2022,610,3.07,40.3,Egg,Minor Issues,Complete,0,Sulawesi Selatan,8,84831
5337,12,119,90,Female,5/26/2023,220,2.9,31.2,Ornamental,Under Treatment,None,0,Bali,2,64406
5338,7,193,60,Male,3/16/2023,291,2.19,32.9,Ornamental,Minor Issues,Complete,0,Sulawesi Selatan,1,26963
5339,5,79,32,Female,2/10/2023,325,2.65,65.5,Egg,Healthy,Complete,0,Jawa Barat,6,71800
5340,10,146,61,Female,6/18/2023,197,3.33,27.2,Fighting,Minor Issues,Complete,0,Sumatera Utara,8,53965
5341,6,29,29,Male,4/18/2022,623,2.34,39.2,Meat,Recovered,Partial,4,Sulawesi Selatan,5,108256
5342,12,33,14,Male,1/16/2022,715,2.41,56.3,Ornamental,Recovered,None,7,Kalimantan Selatan,3,29572
5343,15,4,86,Female,10/29/2023,64,1.02,53,Fighting,Under Treatment,None,1,Jawa Tengah,2,43738
5344,4,49,52,Male,9/27/2023,96,3.36,62.4,Fighting,Recovered,Complete,0,Jawa Tengah,1,124094
5345,4,186,11,Male,2/25/2022,675,0.97,69.5,Fighting,Under Treatment,Partial,0,Jawa Barat,2,127772
5346,7,141,69,Male,11/6/2022,421,3.82,57.7,Dual Purpose,Minor Issues,None,0,Jawa Timur,3,80601
5347,3,121,22,Female,6/28/2022,552,4.01,44.5,Dual Purpose,Healthy,Partial,0,DI Yogyakarta,7,140711
5348,4,153,42,Male,3/15/2022,657,3.99,40.6,Ornamental,Recovered,None,4,Lampung,3,139641
5349,10,124,71,Female,11/19/2023,43,2.58,48.7,Fighting,Recovered,Complete,0,Sumatera Utara,2,130845
5350,15,192,87,Male,7/2/2023,183,2.59,64.6,Fighting,Healthy,Partial,1,Bali,4,129235
5351,7,120,25,Female,7/11/2022,539,1.31,39.5,Fighting,Healthy,Partial,5,Bali,6,37225
5352,3,126,75,Male,1/29/2023,337,3.84,57.8,Dual Purpose,Minor Issues,Complete,7,Banten,8,25601
5353,12,188,94,Male,7/8/2023,177,3.64,65,Meat,Recovered,None,0,Jawa Timur,1,73392
5354,9,30,38,Male,2/25/2023,310,4.5,61.6,Fighting,Under Treatment,Partial,0,Sulawesi Selatan,1,55465
5355,15,154,36,Female,4/11/2023,265,2.57,52.3,Meat,Recovered,Partial,6,Jawa Tengah,8,105178
5356,4,195,2,Female,8/1/2023,153,0.82,27.9,Dual Purpose,Healthy,Partial,0,Banten,2,37954
5357,10,189,40,Female,8/27/2022,492,3.28,33.1,Ornamental,Minor Issues,Complete,0,Kalimantan Selatan,2,28179
5358,14,113,43,Female,8/5/2022,514,1.47,67.3,Fighting,Under Treatment,Complete,0,Sulawesi Selatan,7,95829
5359,6,194,83,Female,12/5/2023,27,2.19,67.6,Fighting,Recovered,Complete,0,Kalimantan Selatan,8,134992
5360,12,106,70,Female,7/27/2023,158,1.59,60.6,Ornamental,Under Treatment,Complete,0,Jawa Tengah,8,92001
5361,10,66,75,Male,4/15/2023,261,1.34,36.4,Egg,Minor Issues,Complete,0,Sulawesi Selatan,6,116450
5362,3,128,76,Male,6/18/2023,197,3.22,50.5,Egg,Minor Issues,Complete,1,Bali,5,101116
5363,15,31,13,Male,5/17/2022,594,1.38,44.9,Meat,Recovered,None,3,Bali,8,42718
5364,10,28,58,Female,2/14/2023,321,2.11,39.3,Meat,Under Treatment,None,1,Sulawesi Selatan,8,100890
5365,6,179,1,Male,8/17/2023,137,0.94,55.6,Ornamental,Healthy,Complete,0,Sulawesi Selatan,8,84899
5366,14,87,47,Female,2/23/2022,677,4.35,38.1,Fighting,Minor Issues,None,7,Sulawesi Selatan,4,29398
5367,3,102,98,Male,4/25/2022,616,0.84,44.2,Ornamental,Minor Issues,Partial,5,Kalimantan Selatan,3,40043
5368,8,153,37,Female,10/11/2022,447,3.9,66.2,Egg,Under Treatment,None,0,Sulawesi Selatan,4,123610
5369,6,96,5,Female,10/7/2023,86,1.23,64.6,Egg,Under Treatment,None,2,Lampung,4,105459
5370,6,196,53,Male,8/26/2022,493,3.47,56.5,Dual Purpose,Recovered,Partial,1,Sumatera Utara,2,27361
5371,14,137,65,Female,11/7/2022,420,1.86,35.2,Ornamental,Healthy,Complete,5,Lampung,7,49583
5372,10,110,98,Male,6/24/2023,191,1.78,52.3,Ornamental,Under Treatment,None,0,Banten,6,131550
5373,15,79,11,Female,8/7/2023,147,3.91,49.7,Dual Purpose,Under Treatment,None,6,Sulawesi Selatan,6,111164
5374,3,47,57,Male,9/13/2022,475,4.26,64.6,Egg,Under Treatment,Partial,0,Kalimantan Selatan,2,82561
5375,2,105,40,Female,7/21/2022,529,1.56,39.3,Egg,Healthy,Partial,1,DI Yogyakarta,4,96796
5376,10,29,38,Female,5/21/2023,225,1.5,58,Fighting,Healthy,None,1,Sulawesi Selatan,7,98177
5377,3,57,7,Male,2/2/2022,698,1.25,36.1,Dual Purpose,Healthy,Complete,0,Sulawesi Selatan,2,137023
5378,13,174,96,Female,7/27/2022,523,2.21,51.7,Fighting,Recovered,Complete,3,Banten,7,25016
5379,5,116,92,Male,9/13/2023,110,2.7,41.6,Ornamental,Recovered,Complete,0,Kalimantan Selatan,6,36532
5380,6,66,16,Female,7/4/2023,181,4.05,29.6,Ornamental,Healthy,None,1,Jawa Timur,7,129037
5381,5,183,4,Male,3/28/2023,279,4.16,58.3,Egg,Minor Issues,Partial,0,DI Yogyakarta,2,72595
5382,11,112,4,Male,8/31/2023,123,3.35,54.5,Ornamental,Healthy,Partial,0,Jawa Tengah,6,75625
5383,11,26,73,Male,12/7/2023,25,1.76,60.9,Ornamental,Minor Issues,None,0,Banten,5,78018
5384,2,180,98,Female,11/21/2023,41,3.85,25.8,Meat,Healthy,Complete,2,Jawa Tengah,5,35091
5385,8,45,38,Male,12/18/2023,14,3.5,50,Ornamental,Minor Issues,Partial,2,Jawa Timur,6,118095
5386,8,149,67,Male,2/21/2023,314,1.53,62.8,Dual Purpose,Under Treatment,Partial,2,Jawa Tengah,4,114427
5387,15,56,41,Female,12/13/2023,19,2.55,58.7,Ornamental,Under Treatment,None,0,Sulawesi Selatan,5,74818
5388,1,176,69,Female,5/20/2023,226,2.83,69.4,Fighting,Recovered,Partial,0,Jawa Tengah,3,78774
5389,6,189,1,Female,8/14/2023,140,2.7,66.3,Fighting,Healthy,Complete,0,Jawa Barat,2,83379
5390,14,101,98,Female,9/19/2023,104,2.52,56.9,Ornamental,Minor Issues,Complete,6,Sulawesi Selatan,1,72380
5391,9,73,61,Female,5/14/2022,597,4.38,44.4,Meat,Recovered,Partial,0,Bali,5,50022
5392,5,19,25,Female,12/18/2023,14,4.36,63.2,Egg,Recovered,Complete,2,Sulawesi Selatan,2,41696
5393,7,172,81,Female,10/21/2023,72,3.12,40.7,Meat,Healthy,None,5,Jawa Timur,7,125846
5394,11,51,22,Female,9/12/2023,111,2.33,46.3,Meat,Under Treatment,Complete,0,Banten,8,110509
5395,3,127,49,Male,10/20/2023,73,3.58,63.8,Ornamental,Under Treatment,Complete,1,Jawa Timur,8,104889
5396,9,2,94,Male,6/2/2023,213,2.89,56.9,Fighting,Healthy,Complete,3,Bali,8,137438
5397,12,164,80,Female,5/25/2022,586,2.78,60.6,Ornamental,Healthy,Complete,0,Jawa Timur,8,119723
5398,2,198,39,Female,5/22/2022,589,2,30.3,Fighting,Minor Issues,Complete,5,Lampung,3,125893
5399,10,107,100,Female,7/4/2023,181,0.81,64,Fighting,Minor Issues,None,1,Banten,2,50517
5400,6,43,19,Female,4/6/2023,270,1.72,39.7,Fighting,Recovered,None,5,Lampung,4,40435
5401,6,163,27,Female,10/2/2022,456,2.07,53.7,Egg,Recovered,None,0,Kalimantan Selatan,1,58476
5402,4,128,6,Female,5/7/2023,239,2.82,35.4,Meat,Under Treatment,Complete,4,Sumatera Utara,8,95202
5403,15,2,84,Female,4/14/2022,627,1.2,53.6,Egg,Healthy,Partial,0,Jawa Timur,3,28014
5404,5,68,1,Male,6/20/2023,195,3.12,27,Egg,Minor Issues,None,0,Sumatera Utara,2,130980
5405,2,31,10,Male,2/18/2023,317,1.29,39.1,Ornamental,Under Treatment,None,5,Kalimantan Selatan,4,32158
5406,15,199,8,Male,11/9/2023,53,1.61,48.1,Egg,Minor Issues,None,0,Banten,7,65607
5407,5,147,29,Female,6/21/2023,194,2.33,56.4,Meat,Healthy,None,0,DI Yogyakarta,8,76784
5408,2,21,58,Female,4/26/2022,615,1.25,36.7,Meat,Under Treatment,None,4,Jawa Tengah,2,139333
5409,2,138,55,Female,3/24/2023,283,0.95,38.3,Dual Purpose,Healthy,None,0,Bali,3,105041
5410,4,135,50,Male,4/15/2023,261,4.44,41.4,Dual Purpose,Minor Issues,Partial,0,Sumatera Utara,4,65743
5411,10,197,6,Female,2/3/2023,332,3.62,34.9,Ornamental,Minor Issues,None,0,Jawa Timur,7,122950
5412,4,88,73,Female,8/26/2023,128,4.01,54.9,Egg,Recovered,Partial,0,Bali,5,107116
5413,1,166,82,Male,10/17/2023,76,3.32,58.4,Fighting,Under Treatment,Complete,0,Lampung,4,70779
5414,8,5,83,Male,4/11/2022,630,1.41,25.2,Dual Purpose,Minor Issues,None,0,Kalimantan Selatan,1,64832
5415,15,167,36,Male,3/31/2022,641,3.12,36.1,Fighting,Recovered,Complete,0,Jawa Tengah,6,115884
5416,3,167,78,Male,12/30/2023,2,0.83,57.5,Egg,Recovered,Partial,0,Sumatera Utara,4,50183
5417,4,190,66,Female,7/24/2023,161,3.4,67.9,Dual Purpose,Healthy,None,0,Banten,6,105845
5418,14,191,4,Male,5/7/2022,604,1.56,41.2,Fighting,Recovered,Complete,0,Jawa Tengah,4,107918
5419,1,171,4,Female,5/26/2022,585,3.44,42.2,Fighting,Minor Issues,None,5,Sumatera Utara,5,109114
5420,5,40,41,Male,2/24/2023,311,2.46,37.9,Fighting,Healthy,None,0,Lampung,3,77431
5421,14,178,66,Male,9/4/2023,119,4.08,60.9,Meat,Healthy,None,0,Banten,6,71633
5422,3,194,29,Female,12/15/2023,17,1.77,49.2,Meat,Minor Issues,None,0,Kalimantan Selatan,5,84265
5423,9,127,76,Male,11/3/2023,59,2.09,58.1,Ornamental,Under Treatment,Partial,0,Kalimantan Selatan,1,102865
5424,6,187,32,Male,8/23/2023,131,3.22,59.5,Egg,Minor Issues,Complete,4,Jawa Barat,8,134272
5425,13,57,77,Male,3/9/2022,663,3.08,51.2,Ornamental,Recovered,Complete,3,Banten,8,109336
5426,4,135,79,Female,11/4/2023,58,1.92,38.3,Ornamental,Under Treatment,None,6,Jawa Timur,2,69231
5427,4,167,46,Male,5/31/2022,580,3.7,30.9,Egg,Under Treatment,Complete,0,Lampung,3,86088
5428,15,119,89,Female,5/8/2023,238,0.84,58.4,Egg,Minor Issues,None,5,Bali,4,40043
5429,14,79,49,Male,10/1/2023,92,3.19,65.3,Fighting,Under Treatment,None,6,Jawa Barat,3,145228
5430,9,16,100,Male,4/11/2022,630,2.64,42.1,Fighting,Healthy,Partial,0,Jawa Tengah,7,70085
5431,10,200,15,Female,1/29/2022,702,1.15,44.8,Meat,Minor Issues,Partial,0,Sumatera Utara,1,74596
5432,8,11,91,Female,5/20/2023,226,2.32,42.7,Ornamental,Healthy,Partial,5,Jawa Timur,5,31719
5433,12,30,84,Female,5/29/2023,217,1.43,40.2,Dual Purpose,Recovered,Complete,5,Sumatera Utara,2,123779
5434,1,162,52,Male,1/16/2022,715,1.88,31.7,Egg,Under Treatment,Complete,0,Sumatera Utara,7,65112
5435,9,61,40,Male,9/10/2023,113,1.08,64.2,Dual Purpose,Minor Issues,None,0,Lampung,8,46653
5436,10,148,12,Female,4/6/2022,635,4,42.6,Fighting,Healthy,Complete,0,Bali,4,119366
5437,3,157,71,Male,11/6/2022,421,1.67,27,Ornamental,Under Treatment,Partial,0,Sulawesi Selatan,8,126130
5438,13,45,49,Female,6/2/2023,213,2.55,31.3,Meat,Minor Issues,None,4,Jawa Barat,1,61564
5439,4,163,42,Female,8/21/2022,498,1.32,36.3,Dual Purpose,Recovered,Partial,1,Sumatera Utara,8,98556
5440,3,188,42,Female,6/25/2022,555,3.86,69,Meat,Minor Issues,Complete,0,Kalimantan Selatan,6,135060
5441,15,127,57,Female,11/29/2023,33,4.14,53.1,Fighting,Under Treatment,None,0,DI Yogyakarta,5,115668
5442,13,66,76,Male,11/18/2022,409,3.04,57.8,Meat,Recovered,None,0,Jawa Barat,8,107652
5443,2,177,83,Male,11/12/2023,50,3.18,53.8,Egg,Healthy,Partial,3,Kalimantan Selatan,1,141771
5444,13,166,51,Male,5/9/2023,237,2.94,59.9,Dual Purpose,Minor Issues,Partial,5,Kalimantan Selatan,4,111362
5445,15,6,87,Female,10/31/2022,427,4.33,41.9,Fighting,Recovered,None,0,Lampung,7,111111
5446,5,182,21,Female,6/10/2022,570,2.13,26.3,Meat,Healthy,Complete,4,Banten,3,108035
5447,7,173,34,Female,9/24/2023,99,4.17,60.6,Ornamental,Recovered,Partial,6,Lampung,1,144318
5448,4,156,49,Female,5/6/2023,240,0.86,54.4,Ornamental,Minor Issues,None,0,Sumatera Utara,8,130113
5449,14,111,89,Female,2/9/2022,691,2.33,62.9,Dual Purpose,Recovered,Partial,0,Bali,4,83706
5450,8,94,55,Female,8/29/2023,125,2.66,33,Egg,Minor Issues,Partial,0,Sumatera Utara,5,146725
5451,4,45,36,Male,2/2/2023,333,3.17,32.7,Dual Purpose,Minor Issues,None,0,Sulawesi Selatan,3,99608
5452,11,113,98,Male,7/10/2022,540,2.09,36,Fighting,Minor Issues,None,0,Sumatera Utara,2,103539
5453,11,101,5,Male,11/13/2022,414,4.4,57.5,Ornamental,Healthy,Complete,0,Banten,4,71746
5454,6,46,18,Female,5/18/2023,228,3.62,29.7,Ornamental,Minor Issues,Partial,5,Lampung,3,31679
5455,10,15,53,Female,11/2/2023,60,1.47,52.3,Ornamental,Healthy,Complete,0,DI Yogyakarta,8,51473
5456,14,178,74,Female,6/30/2023,185,1.71,46.2,Egg,Minor Issues,Complete,5,Lampung,5,90192
5457,14,118,88,Male,2/21/2023,314,2.25,55,Egg,Healthy,None,0,Jawa Tengah,1,127947
5458,14,25,18,Male,8/16/2023,138,1.84,37.1,Fighting,Minor Issues,Partial,3,Banten,2,68097
5459,15,136,9,Male,12/26/2023,6,1.05,63.3,Meat,Under Treatment,None,0,Sumatera Utara,6,39296
5460,7,6,97,Male,10/23/2023,70,0.87,25.1,Fighting,Recovered,Complete,4,Jawa Timur,7,28555
5461,3,159,31,Female,7/19/2023,166,3.34,59.1,Ornamental,Healthy,Complete,0,Sulawesi Selatan,4,75113
5462,11,26,63,Male,9/3/2022,485,1.51,67.2,Meat,Minor Issues,None,4,Kalimantan Selatan,7,143123
5463,6,197,44,Male,5/2/2023,244,1.77,50.2,Dual Purpose,Recovered,Complete,0,Sumatera Utara,3,39030
5464,5,1,62,Male,12/17/2023,15,3.03,58.8,Fighting,Recovered,None,2,Jawa Tengah,3,107581
5465,15,95,5,Male,4/14/2023,262,0.94,37.9,Egg,Minor Issues,Partial,0,Jawa Timur,8,49753
5466,7,126,60,Male,9/10/2022,478,2.4,60,Fighting,Healthy,Partial,0,Jawa Barat,5,99811
5467,7,181,29,Female,7/10/2022,540,3,43.7,Meat,Minor Issues,None,6,Banten,8,64228
5468,2,4,62,Female,6/25/2022,555,2.15,66.1,Ornamental,Minor Issues,Partial,0,Lampung,8,33036
5469,7,7,9,Female,10/28/2023,65,1.96,52,Egg,Under Treatment,Partial,1,Sumatera Utara,7,33757
5470,10,25,62,Female,6/9/2023,206,4.16,53.2,Fighting,Recovered,Complete,0,Jawa Barat,5,133438
5471,2,97,82,Female,3/11/2022,661,3.27,62.6,Ornamental,Minor Issues,Partial,0,Kalimantan Selatan,5,72281
5472,5,171,54,Male,3/24/2023,283,4.17,58.8,Fighting,Healthy,Partial,0,DI Yogyakarta,4,126086
5473,9,97,80,Female,11/11/2022,416,1.08,60.2,Fighting,Minor Issues,Partial,6,Jawa Tengah,5,80294
5474,5,3,40,Male,7/14/2023,171,2.15,55.1,Egg,Minor Issues,Partial,6,Sumatera Utara,8,106952
5475,1,126,34,Female,5/31/2022,580,1.85,37.2,Ornamental,Minor Issues,Partial,0,Sulawesi Selatan,2,45113
5476,12,194,80,Male,7/17/2022,533,1.2,63.8,Ornamental,Healthy,Complete,1,Jawa Barat,8,97553
