market_name,product_type,date,price_per_kg,supply_kg,demand_level
Pasar Johar,Chicken Meat,2023-09-19,22360,2870,Medium
Pasar Johar,Chicken Meat,2023-09-22,37255,1428,Very High
Pasar Johar,Chicken Meat,2023-09-25,42667,1701,Medium
Pasar Johar,Chicken Meat,2023-09-28,48313,1881,Low
Pasar Johar,Chicken Meat,2023-10-01,34771,2015,Low
Pasar Johar,Chicken Meat,2023-10-04,53735,2711,Very High
Pasar Johar,Chicken Meat,2023-10-07,47258,688,Medium
Pasar Johar,Chicken Meat,2023-10-10,45907,2393,Low
Pasar Johar,Chicken Meat,2023-10-13,36352,2388,Low
Pasar Johar,Chicken Meat,2023-10-16,50863,631,Medium
Pasar Johar,Chicken Meat,2023-10-19,35535,1845,Low
Pasar Johar,Chicken Meat,2023-10-22,54582,625,High
Pasar Johar,Chicken Meat,2023-10-25,24633,598,Medium
Pasar Johar,Chicken Meat,2023-10-28,49198,110,Very High
Pasar Johar,Chicken Meat,2023-10-31,40243,1773,Medium
Pasar Johar,Chicken Meat,2023-11-03,46081,1492,Medium
Pasar Johar,Chicken Meat,2023-11-06,46871,2095,Medium
Pasar Johar,Chicken Meat,2023-11-09,29288,2833,Very High
Pasar Johar,Chicken Meat,2023-11-12,28751,884,Low
Pasar Johar,Chicken Meat,2023-11-15,29754,197,Very High
Pasar Johar,Chicken Meat,2023-11-18,31808,1742,Low
Pasar Johar,Chicken Meat,2023-11-21,26556,2290,Medium
Pasar Johar,Chicken Meat,2023-11-24,39235,723,Medium
Pasar Johar,Chicken Meat,2023-11-27,50917,2083,Medium
Pasar Johar,Chicken Meat,2023-11-30,43227,1569,Very High
Pasar Johar,Chicken Meat,2023-12-03,26279,620,Very High
Pasar Johar,Chicken Meat,2023-12-06,23782,1231,Medium
Pasar Johar,Chicken Meat,2023-12-09,33537,1634,High
Pasar Johar,Chicken Meat,2023-12-12,30663,1109,Medium
Pasar Johar,Chicken Meat,2023-12-15,48696,1059,Very High
Pasar Johar,Chicken Meat,2023-12-18,50941,474,Low
Pasar Johar,Chicken Meat,2023-12-21,28859,908,High
Pasar Johar,Chicken Meat,2023-12-24,55448,1228,Medium
Pasar Johar,Chicken Meat,2023-12-27,41794,1364,Medium
Pasar Johar,Chicken Meat,2023-12-30,33336,1790,Very High
Pasar Johar,Eggs (per dozen),2023-01-01,36048,781,Very High
Pasar Johar,Eggs (per dozen),2023-01-04,33897,2128,High
Pasar Johar,Eggs (per dozen),2023-01-07,24830,632,Medium
Pasar Johar,Eggs (per dozen),2023-01-10,24589,688,Low
Pasar Johar,Eggs (per dozen),2023-01-13,27145,1453,High
Pasar Johar,Eggs (per dozen),2023-01-16,26475,2670,High
Pasar Johar,Eggs (per dozen),2023-01-19,37240,1748,High
Pasar Johar,Eggs (per dozen),2023-01-22,24868,1723,Medium
Pasar Johar,Eggs (per dozen),2023-01-25,21679,173,High
Pasar Johar,Eggs (per dozen),2023-01-28,34712,2183,Low
Pasar Johar,Eggs (per dozen),2023-01-31,35312,2741,Very High
Pasar Johar,Eggs (per dozen),2023-02-03,26691,1417,Very High
Pasar Johar,Eggs (per dozen),2023-02-06,26012,1265,Very High
Pasar Johar,Eggs (per dozen),2023-02-09,35984,1760,Very High
Pasar Johar,Eggs (per dozen),2023-02-12,20988,2660,Low
Pasar Johar,Eggs (per dozen),2023-02-15,25758,108,Medium
Pasar Johar,Eggs (per dozen),2023-02-18,20104,318,Very High
Pasar Johar,Eggs (per dozen),2023-02-21,24634,1268,Very High
Pasar Johar,Eggs (per dozen),2023-02-24,23125,1506,Medium
Pasar Johar,Eggs (per dozen),2023-02-27,34082,1559,Medium
Pasar Johar,Eggs (per dozen),2023-03-02,15012,2956,Very High
Pasar Johar,Eggs (per dozen),2023-03-05,30678,2518,Very High
Pasar Johar,Eggs (per dozen),2023-03-08,27624,2811,Very High
Pasar Johar,Eggs (per dozen),2023-03-11,22739,1051,High
Pasar Johar,Eggs (per dozen),2023-03-14,21865,1604,Low
Pasar Johar,Eggs (per dozen),2023-03-17,19949,1137,High
Pasar Johar,Eggs (per dozen),2023-03-20,32568,1049,Low
Pasar Johar,Eggs (per dozen),2023-03-23,32704,2957,Low
Pasar Johar,Eggs (per dozen),2023-03-26,29762,1918,High
Pasar Johar,Eggs (per dozen),2023-03-29,16049,2376,Medium
Pasar Johar,Eggs (per dozen),2023-04-01,24646,627,Medium
Pasar Johar,Eggs (per dozen),2023-04-04,25393,1218,Medium
Pasar Johar,Eggs (per dozen),2023-04-07,26475,1468,High
Pasar Johar,Eggs (per dozen),2023-04-10,30021,579,High
Pasar Johar,Eggs (per dozen),2023-04-13,21425,870,High
Pasar Johar,Eggs (per dozen),2023-04-16,21601,2349,Medium
Pasar Johar,Eggs (per dozen),2023-04-19,24129,2679,Medium
Pasar Johar,Eggs (per dozen),2023-04-22,23559,2469,Very High
Pasar Johar,Eggs (per dozen),2023-04-25,25086,307,High
Pasar Johar,Eggs (per dozen),2023-04-28,33870,1729,High
Pasar Johar,Eggs (per dozen),2023-05-01,25104,1385,Low
Pasar Johar,Eggs (per dozen),2023-05-04,27819,2536,Very High
Pasar Johar,Eggs (per dozen),2023-05-07,14635,1807,Medium
Pasar Johar,Eggs (per dozen),2023-05-10,15904,2451,High
Pasar Johar,Eggs (per dozen),2023-05-13,33849,1966,Medium
Pasar Johar,Eggs (per dozen),2023-05-16,22248,2514,Low
Pasar Johar,Eggs (per dozen),2023-05-19,21585,492,Medium
Pasar Johar,Eggs (per dozen),2023-05-22,25775,1725,Low
Pasar Johar,Eggs (per dozen),2023-05-25,28196,2584,Medium
Pasar Johar,Eggs (per dozen),2023-05-28,18519,2616,Low
Pasar Johar,Eggs (per dozen),2023-05-31,27148,2835,High
Pasar Johar,Eggs (per dozen),2023-06-03,26612,1243,Medium
Pasar Johar,Eggs (per dozen),2023-06-06,35660,1181,Low
Pasar Johar,Eggs (per dozen),2023-06-09,21291,2584,High
Pasar Johar,Eggs (per dozen),2023-06-12,20735,491,Low
Pasar Johar,Eggs (per dozen),2023-06-15,34888,1219,Low
Pasar Johar,Eggs (per dozen),2023-06-18,31694,2137,Very High
Pasar Johar,Eggs (per dozen),2023-06-21,41100,1476,Low
Pasar Johar,Eggs (per dozen),2023-06-24,14705,681,Medium
Pasar Johar,Eggs (per dozen),2023-06-27,23414,1192,Very High
Pasar Johar,Eggs (per dozen),2023-06-30,35254,138,Medium
Pasar Johar,Eggs (per dozen),2023-07-03,35140,1530,Medium
Pasar Johar,Eggs (per dozen),2023-07-06,21519,2487,Medium
Pasar Johar,Eggs (per dozen),2023-07-09,19676,2696,High
Pasar Johar,Eggs (per dozen),2023-07-12,30839,1564,Medium
Pasar Johar,Eggs (per dozen),2023-07-15,31126,1425,High
Pasar Johar,Eggs (per dozen),2023-07-18,20997,971,Low
Pasar Johar,Eggs (per dozen),2023-07-21,29998,1329,Very High
Pasar Johar,Eggs (per dozen),2023-07-24,29285,1855,Low
Pasar Johar,Eggs (per dozen),2023-07-27,38839,1438,Very High
Pasar Johar,Eggs (per dozen),2023-07-30,27857,2904,Medium
Pasar Johar,Eggs (per dozen),2023-08-02,34986,733,High
Pasar Johar,Eggs (per dozen),2023-08-05,23794,1765,Low
Pasar Johar,Eggs (per dozen),2023-08-08,25652,144,Medium
Pasar Johar,Eggs (per dozen),2023-08-11,23211,2910,High
Pasar Johar,Eggs (per dozen),2023-08-14,28168,689,High
Pasar Johar,Eggs (per dozen),2023-08-17,36075,1741,Medium
Pasar Johar,Eggs (per dozen),2023-08-20,31458,925,Medium
Pasar Johar,Eggs (per dozen),2023-08-23,19903,2605,Low
Pasar Johar,Eggs (per dozen),2023-08-26,23488,120,Medium
Pasar Johar,Eggs (per dozen),2023-08-29,28934,148,High
Pasar Johar,Eggs (per dozen),2023-09-01,28889,1429,Medium
Pasar Johar,Eggs (per dozen),2023-09-04,26302,544,Low
Pasar Johar,Eggs (per dozen),2023-09-07,37494,344,Medium
Pasar Johar,Eggs (per dozen),2023-09-10,24352,1334,Very High
Pasar Johar,Eggs (per dozen),2023-09-13,28002,2170,Low
Pasar Johar,Eggs (per dozen),2023-09-16,29912,537,Low
Pasar Johar,Eggs (per dozen),2023-09-19,22400,1692,Very High
Pasar Johar,Eggs (per dozen),2023-09-22,32990,1847,High
Pasar Johar,Eggs (per dozen),2023-09-25,31309,177,Very High
Pasar Johar,Eggs (per dozen),2023-09-28,38635,2360,Low
Pasar Johar,Eggs (per dozen),2023-10-01,31795,854,High
Pasar Johar,Eggs (per dozen),2023-10-04,25215,394,Low
Pasar Johar,Eggs (per dozen),2023-10-07,19264,1117,Low
Pasar Johar,Eggs (per dozen),2023-10-10,32555,835,Low
Pasar Johar,Eggs (per dozen),2023-10-13,26544,183,High
Pasar Johar,Eggs (per dozen),2023-10-16,30503,276,High
Pasar Johar,Eggs (per dozen),2023-10-19,20921,2118,High
Pasar Johar,Eggs (per dozen),2023-10-22,22754,527,High
Pasar Johar,Eggs (per dozen),2023-10-25,22477,1399,Low
Pasar Johar,Eggs (per dozen),2023-10-28,19420,2037,Very High
Pasar Johar,Eggs (per dozen),2023-10-31,38477,1995,Very High
Pasar Johar,Eggs (per dozen),2023-11-03,31129,1623,Medium
Pasar Johar,Eggs (per dozen),2023-11-06,29109,1976,Low
Pasar Johar,Eggs (per dozen),2023-11-09,29380,1072,Very High
Pasar Johar,Eggs (per dozen),2023-11-12,31531,1145,High
Pasar Johar,Eggs (per dozen),2023-11-15,31576,2947,Very High
Pasar Johar,Eggs (per dozen),2023-11-18,36334,242,High
Pasar Johar,Eggs (per dozen),2023-11-21,29560,515,Medium
Pasar Johar,Eggs (per dozen),2023-11-24,32150,2110,Medium
Pasar Johar,Eggs (per dozen),2023-11-27,26986,1263,High
Pasar Johar,Eggs (per dozen),2023-11-30,24747,144,High
Pasar Johar,Eggs (per dozen),2023-12-03,26786,639,Very High
Pasar Johar,Eggs (per dozen),2023-12-06,25114,2307,High
Pasar Johar,Eggs (per dozen),2023-12-09,18579,2560,High
Pasar Johar,Eggs (per dozen),2023-12-12,31115,2467,Medium
Pasar Johar,Eggs (per dozen),2023-12-15,14812,426,Low
Pasar Johar,Eggs (per dozen),2023-12-18,28485,1794,Medium
Pasar Johar,Eggs (per dozen),2023-12-21,26769,673,High
Pasar Johar,Eggs (per dozen),2023-12-24,31576,203,Very High
Pasar Johar,Eggs (per dozen),2023-12-27,14723,2520,High
Pasar Johar,Eggs (per dozen),2023-12-30,26685,2223,Very High
Pasar Johar,Organic Chicken,2023-01-01,50992,122,Very High
Pasar Johar,Organic Chicken,2023-01-04,73840,1775,Low
Pasar Johar,Organic Chicken,2023-01-07,51396,492,Very High
Pasar Johar,Organic Chicken,2023-01-10,84718,101,High
Pasar Johar,Organic Chicken,2023-01-13,68695,1711,High
Pasar Johar,Organic Chicken,2023-01-16,53725,2664,Medium
Pasar Johar,Organic Chicken,2023-01-19,85655,1199,Low
Pasar Johar,Organic Chicken,2023-01-22,50545,2180,High
Pasar Johar,Organic Chicken,2023-01-25,75831,2241,Low
Pasar Johar,Organic Chicken,2023-01-28,51104,1165,Very High
Pasar Johar,Organic Chicken,2023-01-31,54586,104,Medium
Pasar Johar,Organic Chicken,2023-02-03,51316,614,Medium
Pasar Johar,Organic Chicken,2023-02-06,54832,1216,Very High
Pasar Johar,Organic Chicken,2023-02-09,62501,766,High
Pasar Johar,Organic Chicken,2023-02-12,82510,1729,Medium
Pasar Johar,Organic Chicken,2023-02-15,67169,1572,High
Pasar Johar,Organic Chicken,2023-02-18,67340,270,Very High
Pasar Johar,Organic Chicken,2023-02-21,84740,2627,Very High
Pasar Johar,Organic Chicken,2023-02-24,77267,2539,High
Pasar Johar,Organic Chicken,2023-02-27,81172,2038,Very High
Pasar Johar,Organic Chicken,2023-03-02,55034,450,Medium
Pasar Johar,Organic Chicken,2023-03-05,71939,145,Medium
Pasar Johar,Organic Chicken,2023-03-08,62042,1504,Very High
Pasar Johar,Organic Chicken,2023-03-11,83719,830,Very High
Pasar Johar,Organic Chicken,2023-03-14,79618,1425,High
Pasar Johar,Organic Chicken,2023-03-17,65333,1014,Very High
Pasar Johar,Organic Chicken,2023-03-20,65541,1067,High
Pasar Johar,Organic Chicken,2023-03-23,52343,2615,Very High
Pasar Johar,Organic Chicken,2023-03-26,55310,2931,Low
Pasar Johar,Organic Chicken,2023-03-29,51864,1501,High
Pasar Johar,Organic Chicken,2023-04-01,58030,529,Medium
Pasar Johar,Organic Chicken,2023-04-04,57581,1096,Medium
Pasar Johar,Organic Chicken,2023-04-07,68376,1780,Low
Pasar Johar,Organic Chicken,2023-04-10,74122,2577,High
Pasar Johar,Organic Chicken,2023-04-13,63619,328,Medium
Pasar Johar,Organic Chicken,2023-04-16,57821,1583,Very High
Pasar Johar,Organic Chicken,2023-04-19,55495,1229,High
Pasar Johar,Organic Chicken,2023-04-22,56817,1319,High
Pasar Johar,Organic Chicken,2023-04-25,57166,355,High
Pasar Johar,Organic Chicken,2023-04-28,47352,1227,Medium
Pasar Johar,Organic Chicken,2023-05-01,70731,2174,Very High
Pasar Johar,Organic Chicken,2023-05-04,47570,2118,Very High
Pasar Johar,Organic Chicken,2023-05-07,70961,2760,Medium
Pasar Johar,Organic Chicken,2023-05-10,57285,1057,Medium
Pasar Johar,Organic Chicken,2023-05-13,45832,2830,Very High
Pasar Johar,Organic Chicken,2023-05-16,68697,386,Low
Pasar Johar,Organic Chicken,2023-05-19,63513,952,High
Pasar Johar,Organic Chicken,2023-05-22,60412,2674,Very High
Pasar Johar,Organic Chicken,2023-05-25,62102,1728,Very High
Pasar Johar,Organic Chicken,2023-05-28,76362,2346,Very High
Pasar Johar,Organic Chicken,2023-05-31,48082,704,High
Pasar Johar,Organic Chicken,2023-06-03,75596,2365,Low
Pasar Johar,Organic Chicken,2023-06-06,51925,2494,Medium
Pasar Johar,Organic Chicken,2023-06-09,69141,1856,Medium
Pasar Johar,Organic Chicken,2023-06-12,70552,1989,Very High
Pasar Johar,Organic Chicken,2023-06-15,71322,754,Very High
Pasar Johar,Organic Chicken,2023-06-18,63836,386,Medium
Pasar Johar,Organic Chicken,2023-06-21,74798,197,Very High
Pasar Johar,Organic Chicken,2023-06-24,86222,1859,Medium
Pasar Johar,Organic Chicken,2023-06-27,52918,1101,Very High
Pasar Johar,Organic Chicken,2023-06-30,59739,2045,Low
Pasar Johar,Organic Chicken,2023-07-03,70035,2245,Medium
Pasar Johar,Organic Chicken,2023-07-06,75292,2410,High
Pasar Johar,Organic Chicken,2023-07-09,60964,2685,Medium
Pasar Johar,Organic Chicken,2023-07-12,53456,890,Very High
Pasar Johar,Organic Chicken,2023-07-15,60045,2406,High
Pasar Johar,Organic Chicken,2023-07-18,58209,481,Medium
Pasar Johar,Organic Chicken,2023-07-21,79056,248,High
Pasar Johar,Organic Chicken,2023-07-24,53394,969,Low
Pasar Johar,Organic Chicken,2023-07-27,51729,1748,Very High
Pasar Johar,Organic Chicken,2023-07-30,52917,1366,Medium
Pasar Johar,Organic Chicken,2023-08-02,58418,270,Low
Pasar Johar,Organic Chicken,2023-08-05,62191,2936,High
Pasar Johar,Organic Chicken,2023-08-08,80091,1305,Medium
Pasar Johar,Organic Chicken,2023-08-11,69472,1862,Low
Pasar Johar,Organic Chicken,2023-08-14,80454,625,Medium
Pasar Johar,Organic Chicken,2023-08-17,65325,2672,Medium
Pasar Johar,Organic Chicken,2023-08-20,84563,2658,Medium
Pasar Johar,Organic Chicken,2023-08-23,80302,972,High
Pasar Johar,Organic Chicken,2023-08-26,80563,2569,Low
Pasar Johar,Organic Chicken,2023-08-29,51366,2017,Medium
Pasar Johar,Organic Chicken,2023-09-01,49891,258,Very High
Pasar Johar,Organic Chicken,2023-09-04,70463,1120,High
Pasar Johar,Organic Chicken,2023-09-07,49601,523,Low
Pasar Johar,Organic Chicken,2023-09-10,44217,381,Medium
Pasar Johar,Organic Chicken,2023-09-13,80190,2302,Low
Pasar Johar,Organic Chicken,2023-09-16,48608,580,Medium
Pasar Johar,Organic Chicken,2023-09-19,74922,735,Medium
Pasar Johar,Organic Chicken,2023-09-22,53440,2997,Medium
Pasar Johar,Organic Chicken,2023-09-25,65343,1168,Medium
Pasar Johar,Organic Chicken,2023-09-28,61712,2288,Medium
Pasar Johar,Organic Chicken,2023-10-01,48160,1720,Low
Pasar Johar,Organic Chicken,2023-10-04,68188,1344,Low
Pasar Johar,Organic Chicken,2023-10-07,75825,1930,Medium
Pasar Johar,Organic Chicken,2023-10-10,74105,1477,Medium
Pasar Johar,Organic Chicken,2023-10-13,54403,260,High
Pasar Johar,Organic Chicken,2023-10-16,79023,2154,Low
Pasar Johar,Organic Chicken,2023-10-19,75373,1707,High
Pasar Johar,Organic Chicken,2023-10-22,74182,276,High
Pasar Johar,Organic Chicken,2023-10-25,78640,1687,Very High
Pasar Johar,Organic Chicken,2023-10-28,60202,2228,High
Pasar Johar,Organic Chicken,2023-10-31,63916,2370,Medium
Pasar Johar,Organic Chicken,2023-11-03,81865,2965,Very High
Pasar Johar,Organic Chicken,2023-11-06,61534,142,Very High
Pasar Johar,Organic Chicken,2023-11-09,42556,1115,Very High
Pasar Johar,Organic Chicken,2023-11-12,50931,800,Low
Pasar Johar,Organic Chicken,2023-11-15,76949,1929,Very High
Pasar Johar,Organic Chicken,2023-11-18,63148,2000,Low
Pasar Johar,Organic Chicken,2023-11-21,74888,975,Very High
Pasar Johar,Organic Chicken,2023-11-24,70550,2710,Medium
Pasar Johar,Organic Chicken,2023-11-27,67806,1154,High
Pasar Johar,Organic Chicken,2023-11-30,70230,2636,High
Pasar Johar,Organic Chicken,2023-12-03,52931,2054,Medium
Pasar Johar,Organic Chicken,2023-12-06,73489,2425,Low
Pasar Johar,Organic Chicken,2023-12-09,58552,2870,Medium
Pasar Johar,Organic Chicken,2023-12-12,48264,288,Very High
Pasar Johar,Organic Chicken,2023-12-15,71561,613,Very High
Pasar Johar,Organic Chicken,2023-12-18,53874,750,Medium
Pasar Johar,Organic Chicken,2023-12-21,67626,1787,Very High
Pasar Johar,Organic Chicken,2023-12-24,46907,868,Medium
Pasar Johar,Organic Chicken,2023-12-27,50359,646,Low
Pasar Johar,Organic Chicken,2023-12-30,62699,2330,Medium
Pasar Johar,Kampung Chicken,2023-01-01,67104,2588,Low
Pasar Johar,Kampung Chicken,2023-01-04,72616,1940,Low
Pasar Johar,Kampung Chicken,2023-01-07,51590,1598,Medium
Pasar Johar,Kampung Chicken,2023-01-10,75103,1371,Low
Pasar Johar,Kampung Chicken,2023-01-13,71277,2224,Medium
Pasar Johar,Kampung Chicken,2023-01-16,61963,587,High
Pasar Johar,Kampung Chicken,2023-01-19,74184,1639,Medium
Pasar Johar,Kampung Chicken,2023-01-22,76382,2509,High
Pasar Johar,Kampung Chicken,2023-01-25,76848,433,High
Pasar Johar,Kampung Chicken,2023-01-28,61869,2937,Low
Pasar Johar,Kampung Chicken,2023-01-31,55116,1932,High
Pasar Johar,Kampung Chicken,2023-02-03,77801,2274,High
Pasar Johar,Kampung Chicken,2023-02-06,70622,509,Low
Pasar Johar,Kampung Chicken,2023-02-09,70358,2637,High
Pasar Johar,Kampung Chicken,2023-02-12,77982,2584,Very High
Pasar Johar,Kampung Chicken,2023-02-15,50158,1192,Low
Pasar Johar,Kampung Chicken,2023-02-18,49199,2546,Medium
Pasar Johar,Kampung Chicken,2023-02-21,55573,2291,Very High
Pasar Johar,Kampung Chicken,2023-02-24,50965,2089,Medium
Pasar Johar,Kampung Chicken,2023-02-27,66436,1304,High
Pasar Johar,Kampung Chicken,2023-03-02,70441,2589,Low
Pasar Johar,Kampung Chicken,2023-03-05,63696,2037,Medium
Pasar Johar,Kampung Chicken,2023-03-08,65521,824,Low
Pasar Johar,Kampung Chicken,2023-03-11,40616,219,Medium
Pasar Johar,Kampung Chicken,2023-03-14,53434,2409,High
Pasar Johar,Kampung Chicken,2023-03-17,63759,1237,High
Pasar Johar,Kampung Chicken,2023-03-20,66331,1546,Very High
Pasar Johar,Kampung Chicken,2023-03-23,71103,1578,Very High
Pasar Johar,Kampung Chicken,2023-03-26,67711,391,High
Pasar Johar,Kampung Chicken,2023-03-29,75569,2131,High
Pasar Johar,Kampung Chicken,2023-04-01,59663,665,High
Pasar Johar,Kampung Chicken,2023-04-04,61592,949,Very High
Pasar Johar,Kampung Chicken,2023-04-07,79412,2206,Very High
Pasar Johar,Kampung Chicken,2023-04-10,47791,1515,High
Pasar Johar,Kampung Chicken,2023-04-13,71824,1061,Low
Pasar Johar,Kampung Chicken,2023-04-16,82165,143,Low
Pasar Johar,Kampung Chicken,2023-04-19,70324,1280,Very High
Pasar Johar,Kampung Chicken,2023-04-22,66976,661,Very High
Pasar Johar,Kampung Chicken,2023-04-25,78544,235,Low
Pasar Johar,Kampung Chicken,2023-04-28,75529,198,Low
Pasar Johar,Kampung Chicken,2023-05-01,62092,571,Medium
Pasar Johar,Kampung Chicken,2023-05-04,79882,2829,Low
Pasar Johar,Kampung Chicken,2023-05-07,43676,845,Medium
Pasar Johar,Kampung Chicken,2023-05-10,76845,2948,High
Pasar Johar,Kampung Chicken,2023-05-13,57444,2402,Very High
Pasar Johar,Kampung Chicken,2023-05-16,78544,2563,Medium
Pasar Johar,Kampung Chicken,2023-05-19,60862,240,Very High
Pasar Johar,Kampung Chicken,2023-05-22,73344,2144,Medium
Pasar Johar,Kampung Chicken,2023-05-25,67543,1542,High
Pasar Johar,Kampung Chicken,2023-05-28,77028,2019,Medium
Pasar Johar,Kampung Chicken,2023-05-31,51499,1096,High
Pasar Johar,Kampung Chicken,2023-06-03,63394,1329,Low
Pasar Johar,Kampung Chicken,2023-06-06,70845,1890,Medium
Pasar Johar,Kampung Chicken,2023-06-09,76274,2392,Very High
Pasar Johar,Kampung Chicken,2023-06-12,59132,2122,Low
Pasar Johar,Kampung Chicken,2023-06-15,44954,1294,High
Pasar Johar,Kampung Chicken,2023-06-18,78430,647,Medium
Pasar Johar,Kampung Chicken,2023-06-21,53616,2624,Low
Pasar Johar,Kampung Chicken,2023-06-24,43959,2186,Medium
Pasar Johar,Kampung Chicken,2023-06-27,74065,983,Very High
Pasar Johar,Kampung Chicken,2023-06-30,66466,1785,Very High
Pasar Johar,Kampung Chicken,2023-07-03,62063,1779,Very High
Pasar Johar,Kampung Chicken,2023-07-06,60099,133,Very High
Pasar Johar,Kampung Chicken,2023-07-09,76646,245,Low
Pasar Johar,Kampung Chicken,2023-07-12,65103,221,Very High
Pasar Johar,Kampung Chicken,2023-07-15,80624,330,Very High
Pasar Johar,Kampung Chicken,2023-07-18,63756,488,Very High
Pasar Johar,Kampung Chicken,2023-07-21,71413,2360,Medium
Pasar Johar,Kampung Chicken,2023-07-24,72356,497,Low
Pasar Johar,Kampung Chicken,2023-07-27,50659,2763,Low
Pasar Johar,Kampung Chicken,2023-07-30,62271,2162,Very High
Pasar Johar,Kampung Chicken,2023-08-02,63608,2133,Very High
Pasar Johar,Kampung Chicken,2023-08-05,61403,363,Medium
Pasar Johar,Kampung Chicken,2023-08-08,79426,2890,Low
Pasar Johar,Kampung Chicken,2023-08-11,77912,1094,Low
Pasar Johar,Kampung Chicken,2023-08-14,48055,2728,High
Pasar Johar,Kampung Chicken,2023-08-17,68526,2134,Medium
Pasar Johar,Kampung Chicken,2023-08-20,56276,134,Medium
Pasar Johar,Kampung Chicken,2023-08-23,64455,115,Low
Pasar Johar,Kampung Chicken,2023-08-26,68860,1623,Medium
Pasar Johar,Kampung Chicken,2023-08-29,53833,2663,High
Pasar Johar,Kampung Chicken,2023-09-01,55225,398,Medium
Pasar Johar,Kampung Chicken,2023-09-04,79020,1520,Medium
Pasar Johar,Kampung Chicken,2023-09-07,58848,1770,Low
Pasar Johar,Kampung Chicken,2023-09-10,75007,445,Low
Pasar Johar,Kampung Chicken,2023-09-13,72367,1124,Low
Pasar Johar,Kampung Chicken,2023-09-16,65406,615,High
Pasar Johar,Kampung Chicken,2023-09-19,51950,2220,High
Pasar Johar,Kampung Chicken,2023-09-22,67137,1136,High
Pasar Johar,Kampung Chicken,2023-09-25,65767,1942,High
Pasar Johar,Kampung Chicken,2023-09-28,56578,2674,Medium
Pasar Johar,Kampung Chicken,2023-10-01,77060,490,Low
Pasar Johar,Kampung Chicken,2023-10-04,54197,1361,Low
Pasar Johar,Kampung Chicken,2023-10-07,52564,1362,High
Pasar Johar,Kampung Chicken,2023-10-10,56395,1059,Very High
Pasar Johar,Kampung Chicken,2023-10-13,76146,682,Medium
Pasar Johar,Kampung Chicken,2023-10-16,63671,651,Very High
Pasar Johar,Kampung Chicken,2023-10-19,74694,450,High
Pasar Johar,Kampung Chicken,2023-10-22,63113,345,Medium
Pasar Johar,Kampung Chicken,2023-10-25,65157,335,High
Pasar Johar,Kampung Chicken,2023-10-28,62222,1026,Very High
Pasar Johar,Kampung Chicken,2023-10-31,60794,1441,Low
Pasar Johar,Kampung Chicken,2023-11-03,75995,499,Very High
Pasar Johar,Kampung Chicken,2023-11-06,55327,2422,High
Pasar Johar,Kampung Chicken,2023-11-09,78816,272,High
Pasar Johar,Kampung Chicken,2023-11-12,62432,1486,Medium
Pasar Johar,Kampung Chicken,2023-11-15,45611,444,Very High
Pasar Johar,Kampung Chicken,2023-11-18,56254,711,High
Pasar Johar,Kampung Chicken,2023-11-21,79531,1514,Low
Pasar Johar,Kampung Chicken,2023-11-24,65773,2809,Medium
Pasar Johar,Kampung Chicken,2023-11-27,72634,1041,Very High
Pasar Johar,Kampung Chicken,2023-11-30,63457,385,Very High
Pasar Johar,Kampung Chicken,2023-12-03,67677,874,High
Pasar Johar,Kampung Chicken,2023-12-06,77743,1691,Medium
Pasar Johar,Kampung Chicken,2023-12-09,50218,2881,High
Pasar Johar,Kampung Chicken,2023-12-12,74356,2313,Medium
Pasar Johar,Kampung Chicken,2023-12-15,61747,1992,High
Pasar Johar,Kampung Chicken,2023-12-18,48271,293,Low
Pasar Johar,Kampung Chicken,2023-12-21,65812,2961,High
Pasar Johar,Kampung Chicken,2023-12-24,54026,2026,High
Pasar Johar,Kampung Chicken,2023-12-27,74733,1208,Low
Pasar Johar,Kampung Chicken,2023-12-30,57879,568,Medium
Pasar Johar,Broiler,2023-01-01,35981,512,Medium
Pasar Johar,Broiler,2023-01-04,25788,1039,Medium
Pasar Johar,Broiler,2023-01-07,33622,1968,High
Pasar Johar,Broiler,2023-01-10,37452,1560,Low
Pasar Johar,Broiler,2023-01-13,40977,807,Very High
Pasar Johar,Broiler,2023-01-16,43499,1091,High
Pasar Johar,Broiler,2023-01-19,36529,1494,High
Pasar Johar,Broiler,2023-01-22,35504,1997,Very High
Pasar Johar,Broiler,2023-01-25,33938,2437,Medium
Pasar Johar,Broiler,2023-01-28,51083,857,Very High
Pasar Johar,Broiler,2023-01-31,50343,1161,Low
Pasar Johar,Broiler,2023-02-03,38658,2914,Medium
Pasar Johar,Broiler,2023-02-06,35329,1242,Medium
Pasar Johar,Broiler,2023-02-09,49292,113,Very High
Pasar Johar,Broiler,2023-02-12,33322,512,Low
Pasar Johar,Broiler,2023-02-15,36163,1228,High
Pasar Johar,Broiler,2023-02-18,37891,2505,Low
Pasar Johar,Broiler,2023-02-21,26822,809,High
Pasar Johar,Broiler,2023-02-24,28792,2797,Low
Pasar Johar,Broiler,2023-02-27,42234,2692,Very High
Pasar Johar,Broiler,2023-03-02,23945,1954,Medium
Pasar Johar,Broiler,2023-03-05,24122,709,Low
Pasar Johar,Broiler,2023-03-08,52511,629,Medium
Pasar Johar,Broiler,2023-03-11,49847,1235,Medium
Pasar Johar,Broiler,2023-03-14,38168,883,Low
Pasar Johar,Broiler,2023-03-17,49655,188,Low
Pasar Johar,Broiler,2023-03-20,55496,2383,Low
