lobster_id,species,catch_date,length_cm,weight_grams,carapace_length_cm,grade,shell_condition,catch_method,fisher_id,vessel_id,fishing_ground_id,market_price_per_kg,is_alive,inspection_passed,export_ready
LOB03904,Spiny Lobster,4/4/2024,26.52,371.1,15.66,Grade C,Soft Shell,Trawling,FSH082,VSL038,FG013,53.02,TRUE,TRUE,FALSE
LOB03905,American Lobster,2/1/2024,31.14,1303.8,14.93,Grade C,Paper Shell,Diving,FSH011,VSL026,FG016,69.93,FALSE,TRUE,TRUE
LOB03906,Rock Lobster,5/1/2025,17.85,929.3,9.8,Grade C,Paper Shell,Hand Picking,FSH012,VSL035,FG003,71.96,TRUE,TRUE,FALSE
LOB03907,Rock Lobster,4/18/2024,35.08,776.7,8.46,Grade A,Hard Shell,Trawling,FSH061,VSL015,FG001,79.44,TRUE,TRUE,TRUE
LOB03908,American Lobster,7/16/2024,21.47,1115.6,14.97,Grade B,Peeler,Trap,FSH095,VSL020,FG024,37.87,FALSE,FALSE,FALSE
LOB03909,Rock Lobster,6/4/2024,32.01,892.3,13.89,Grade B,Peeler,Hand Picking,FSH029,VSL020,FG019,76.26,TRUE,TRUE,TRUE
LOB03910,Slipper Lobster,11/24/2024,28.55,883.7,15.3,Grade B,Soft Shell,Trawling,FSH047,VSL001,FG002,39.21,FALSE,TRUE,TRUE
LOB03911,European Lobster,4/26/2024,33.89,478.8,12.43,Reject,Paper Shell,Trap,FSH062,VSL001,FG013,63.66,TRUE,FALSE,FALSE
LOB03912,Slipper Lobster,3/1/2025,37.01,1311.2,11.11,Grade B,Hard Shell,Hand Picking,FSH017,VSL034,FG010,67.26,TRUE,TRUE,FALSE
LOB03913,Slipper Lobster,7/1/2024,26.8,381.6,15.81,Grade C,Peeler,Trap,FSH042,VSL024,FG015,32.82,FALSE,FALSE,FALSE
LOB03914,European Lobster,1/22/2024,17.49,489.2,13.71,Grade B,Paper Shell,Diving,FSH004,VSL046,FG019,29.09,TRUE,FALSE,FALSE
LOB03915,American Lobster,6/12/2024,29.31,1111.1,16.64,Grade A,Hard Shell,Trap,FSH057,VSL004,FG023,69.1,FALSE,FALSE,TRUE
LOB03916,Rock Lobster,8/6/2024,19.03,1106.8,15.94,Grade B,Peeler,Trawling,FSH094,VSL047,FG025,61.04,FALSE,FALSE,TRUE
LOB03917,Spiny Lobster,5/26/2025,35.82,314.9,16.96,Grade B,Paper Shell,Trawling,FSH050,VSL023,FG013,72.13,FALSE,TRUE,FALSE
LOB03918,Spiny Lobster,11/13/2023,26.85,745.5,8.95,Reject,Hard Shell,Trap,FSH016,VSL009,FG002,76.55,TRUE,TRUE,TRUE
LOB03919,Spiny Lobster,9/8/2024,33.78,1198.4,9.92,Grade C,Paper Shell,Hand Picking,FSH081,VSL038,FG006,69.22,FALSE,TRUE,FALSE
LOB03920,Spiny Lobster,6/24/2024,19.12,798.6,8.78,Grade A,Soft Shell,Diving,FSH045,VSL039,FG021,53.23,FALSE,TRUE,FALSE
LOB03921,American Lobster,5/11/2025,30.12,1074,14.69,Grade B,Hard Shell,Trawling,FSH027,VSL018,FG005,33.86,FALSE,FALSE,TRUE
LOB03922,European Lobster,5/4/2024,39.79,361,14.9,Grade A,Soft Shell,Diving,FSH075,VSL035,FG019,70.45,TRUE,TRUE,FALSE
LOB03923,American Lobster,3/22/2025,16.42,837,16.13,Reject,Peeler,Trawling,FSH095,VSL043,FG019,61.38,TRUE,TRUE,FALSE
LOB03924,American Lobster,5/21/2024,41.27,762.4,15.36,Grade B,Peeler,Hand Picking,FSH071,VSL032,FG002,61.99,TRUE,FALSE,TRUE
LOB03925,European Lobster,2/22/2024,35.47,799.2,14.02,Grade A,Peeler,Hand Picking,FSH025,VSL026,FG020,72.23,TRUE,TRUE,FALSE
LOB03926,Spiny Lobster,2/27/2024,30.92,903,11.8,Reject,Paper Shell,Trap,FSH053,VSL045,FG007,46.39,FALSE,FALSE,TRUE
LOB03927,Rock Lobster,7/26/2023,42.52,795,9.85,Reject,Peeler,Diving,FSH089,VSL025,FG020,30.46,FALSE,FALSE,TRUE
LOB03928,Spiny Lobster,11/14/2023,17.89,379.7,11.28,Grade B,Paper Shell,Hand Picking,FSH005,VSL024,FG002,68.59,FALSE,FALSE,FALSE
LOB03929,American Lobster,2/25/2024,24.66,411.9,10.95,Grade A,Paper Shell,Hand Picking,FSH067,VSL038,FG023,45.24,TRUE,TRUE,TRUE
LOB03930,Slipper Lobster,7/28/2023,18.39,950.1,13.26,Grade A,Paper Shell,Trawling,FSH092,VSL006,FG010,73.16,TRUE,TRUE,TRUE
LOB03931,Spiny Lobster,9/17/2023,40.09,1260.2,15.9,Grade C,Soft Shell,Diving,FSH070,VSL043,FG025,76.08,FALSE,TRUE,FALSE
LOB03932,Rock Lobster,10/29/2024,20.31,817.2,12.37,Grade B,Peeler,Hand Picking,FSH097,VSL012,FG007,47.58,TRUE,FALSE,TRUE
LOB03933,European Lobster,3/11/2024,16.42,1059.1,8.12,Grade C,Peeler,Trawling,FSH040,VSL026,FG021,52.5,TRUE,TRUE,TRUE
LOB03934,American Lobster,2/9/2024,40.96,972,10.96,Reject,Paper Shell,Trap,FSH063,VSL030,FG023,61.59,TRUE,FALSE,TRUE
LOB03935,Slipper Lobster,6/9/2024,33.61,1103.6,15.21,Grade C,Paper Shell,Hand Picking,FSH054,VSL005,FG015,26.06,FALSE,TRUE,TRUE
LOB03936,American Lobster,2/2/2025,21.46,1292,12.04,Grade B,Peeler,Hand Picking,FSH089,VSL026,FG005,28.79,TRUE,TRUE,TRUE
LOB03937,Spiny Lobster,12/7/2023,28.61,1389.9,13.9,Grade C,Peeler,Trap,FSH004,VSL004,FG025,39.12,FALSE,TRUE,FALSE
LOB03938,Rock Lobster,6/16/2023,40.54,1283.4,11.82,Grade B,Hard Shell,Trawling,FSH094,VSL029,FG006,52.33,FALSE,TRUE,TRUE
LOB03939,American Lobster,10/25/2023,19.91,786.3,13.41,Grade B,Soft Shell,Trap,FSH042,VSL013,FG015,26.61,TRUE,FALSE,FALSE
LOB03940,American Lobster,6/10/2024,44,1064.6,9.85,Grade B,Soft Shell,Trawling,FSH067,VSL039,FG007,70.7,TRUE,TRUE,FALSE
LOB03941,Rock Lobster,1/5/2024,42.5,746.6,12.76,Grade C,Paper Shell,Hand Picking,FSH070,VSL021,FG007,70.69,FALSE,TRUE,FALSE
LOB03942,Slipper Lobster,1/3/2025,23.49,744.1,17.77,Grade A,Paper Shell,Hand Picking,FSH046,VSL031,FG021,76.44,FALSE,FALSE,FALSE
LOB03943,Rock Lobster,6/21/2023,31.47,712.8,10.99,Grade A,Soft Shell,Trawling,FSH018,VSL029,FG019,38.31,FALSE,TRUE,FALSE
LOB03944,American Lobster,2/2/2025,26.96,387.7,14.67,Reject,Soft Shell,Trawling,FSH014,VSL006,FG018,50.68,FALSE,TRUE,FALSE
LOB03945,American Lobster,11/19/2024,23.21,927.7,12.78,Reject,Paper Shell,Trawling,FSH057,VSL027,FG025,35.83,FALSE,TRUE,TRUE
LOB03946,European Lobster,2/8/2024,17.02,897.9,16.53,Grade B,Paper Shell,Hand Picking,FSH073,VSL027,FG002,73.12,FALSE,FALSE,FALSE
LOB03947,European Lobster,8/22/2023,43.55,629.7,15.03,Grade C,Paper Shell,Trawling,FSH052,VSL012,FG005,70.26,FALSE,TRUE,FALSE
LOB03948,Rock Lobster,8/4/2024,24.91,890.7,12.05,Grade C,Hard Shell,Trawling,FSH030,VSL006,FG005,28.5,TRUE,TRUE,TRUE
LOB03949,Slipper Lobster,2/15/2024,30.05,1294.3,14.24,Reject,Paper Shell,Trawling,FSH014,VSL041,FG009,49.02,FALSE,TRUE,TRUE
LOB03950,Rock Lobster,3/3/2025,15.42,1196.1,11.5,Grade B,Paper Shell,Hand Picking,FSH005,VSL007,FG023,43.41,TRUE,TRUE,FALSE
LOB03951,Spiny Lobster,5/1/2025,17.34,373.8,17.95,Grade C,Peeler,Diving,FSH089,VSL043,FG024,58.06,FALSE,FALSE,TRUE
LOB03952,Spiny Lobster,5/27/2025,18.44,905.9,9.4,Grade B,Soft Shell,Hand Picking,FSH092,VSL008,FG003,36.79,TRUE,TRUE,TRUE
LOB03953,European Lobster,8/16/2023,17.47,561.4,13.19,Grade A,Peeler,Hand Picking,FSH088,VSL021,FG011,44.8,FALSE,TRUE,FALSE
LOB03954,European Lobster,10/22/2023,19.49,434.6,16.83,Grade A,Soft Shell,Diving,FSH085,VSL046,FG003,55.24,TRUE,FALSE,FALSE
LOB03955,Slipper Lobster,5/21/2025,39.35,1490.2,14.24,Grade B,Peeler,Trap,FSH068,VSL018,FG013,58.02,FALSE,TRUE,TRUE
LOB03956,Slipper Lobster,9/13/2023,44.41,789.1,11.16,Grade C,Peeler,Hand Picking,FSH019,VSL031,FG004,74.54,TRUE,FALSE,TRUE
LOB03957,European Lobster,7/29/2023,22.78,588.5,16.49,Grade C,Peeler,Trap,FSH078,VSL004,FG013,46.96,TRUE,FALSE,FALSE
LOB03958,Slipper Lobster,3/15/2024,20.95,271.1,12.17,Reject,Peeler,Hand Picking,FSH093,VSL022,FG017,74.26,FALSE,TRUE,FALSE
LOB03959,Spiny Lobster,3/13/2024,37.77,705.5,17.59,Grade B,Hard Shell,Diving,FSH094,VSL034,FG022,40.41,TRUE,TRUE,TRUE
LOB03960,Rock Lobster,8/23/2024,24.17,519.4,13.67,Grade A,Hard Shell,Trap,FSH019,VSL009,FG002,34.99,TRUE,FALSE,TRUE
LOB03961,European Lobster,2/2/2024,34.36,860.2,8.78,Reject,Peeler,Trap,FSH042,VSL019,FG004,64.33,FALSE,TRUE,TRUE
LOB03962,Rock Lobster,9/13/2024,15.24,1196.3,16.6,Reject,Paper Shell,Hand Picking,FSH048,VSL005,FG020,27.97,TRUE,TRUE,TRUE
LOB03963,European Lobster,11/21/2023,43.92,760.2,12.76,Grade C,Paper Shell,Trawling,FSH031,VSL011,FG014,50.72,FALSE,FALSE,FALSE
LOB03964,Spiny Lobster,5/28/2024,44.9,485,15.76,Grade B,Soft Shell,Diving,FSH030,VSL035,FG022,69.44,FALSE,TRUE,FALSE
LOB03965,Rock Lobster,5/6/2024,43.76,825.4,8.55,Grade C,Peeler,Diving,FSH010,VSL040,FG014,73.7,FALSE,FALSE,FALSE
LOB03966,Slipper Lobster,9/26/2024,19.46,552.9,8.93,Grade B,Hard Shell,Diving,FSH046,VSL024,FG017,52.6,TRUE,TRUE,TRUE
LOB03967,American Lobster,12/23/2023,29.32,355.3,9.11,Grade C,Paper Shell,Trap,FSH085,VSL027,FG015,74.67,FALSE,FALSE,TRUE
LOB03968,Spiny Lobster,5/29/2024,22.61,1126.7,11.44,Reject,Peeler,Hand Picking,FSH009,VSL007,FG008,71.18,FALSE,FALSE,FALSE
LOB03969,European Lobster,8/26/2023,18.51,253.9,10.98,Reject,Peeler,Trawling,FSH077,VSL047,FG014,73.73,FALSE,FALSE,FALSE
LOB03970,Spiny Lobster,5/17/2025,30.41,1121.4,16.07,Grade A,Soft Shell,Trawling,FSH072,VSL044,FG012,52.69,FALSE,TRUE,FALSE
LOB03971,European Lobster,11/29/2024,35.44,1103.6,12.74,Grade A,Soft Shell,Hand Picking,FSH082,VSL005,FG020,33.5,FALSE,TRUE,TRUE
LOB03972,American Lobster,6/13/2023,20.19,914.7,12.39,Grade B,Hard Shell,Hand Picking,FSH032,VSL028,FG014,76.36,FALSE,FALSE,TRUE
LOB03973,Rock Lobster,7/2/2024,34.46,1271.6,13.79,Grade A,Hard Shell,Hand Picking,FSH085,VSL041,FG009,37.13,TRUE,FALSE,FALSE
LOB03974,European Lobster,2/1/2024,20.67,633.3,8.27,Grade A,Hard Shell,Trap,FSH066,VSL031,FG001,62.76,TRUE,TRUE,TRUE
LOB03975,European Lobster,6/3/2024,18.83,271.6,10.36,Grade B,Hard Shell,Diving,FSH074,VSL046,FG012,46.09,TRUE,TRUE,FALSE
LOB03976,Rock Lobster,9/4/2023,26.49,1304.1,9.17,Grade A,Hard Shell,Trawling,FSH061,VSL035,FG006,39.5,FALSE,FALSE,TRUE
LOB03977,American Lobster,5/19/2025,42.14,448.9,8.44,Reject,Paper Shell,Trawling,FSH008,VSL048,FG013,53.32,FALSE,FALSE,FALSE
LOB03978,American Lobster,12/19/2023,20.48,1432.6,9.97,Reject,Hard Shell,Diving,FSH045,VSL004,FG005,62.88,FALSE,TRUE,FALSE
LOB03979,European Lobster,1/28/2024,18.8,801.9,16.35,Grade A,Peeler,Diving,FSH036,VSL006,FG022,78.38,FALSE,FALSE,FALSE
LOB03980,Rock Lobster,5/18/2025,41.92,696.1,12.16,Reject,Paper Shell,Trawling,FSH053,VSL040,FG004,40.29,FALSE,TRUE,TRUE
LOB03981,American Lobster,12/5/2024,43.04,1286,16.37,Grade A,Soft Shell,Hand Picking,FSH034,VSL013,FG015,53.08,FALSE,TRUE,TRUE
LOB03982,Rock Lobster,10/30/2023,22.21,1255.2,9.9,Grade B,Soft Shell,Trawling,FSH093,VSL043,FG022,54.82,TRUE,TRUE,FALSE
LOB03983,Rock Lobster,2/18/2025,38.41,1374.6,14.42,Grade B,Soft Shell,Diving,FSH035,VSL022,FG002,31.36,FALSE,TRUE,FALSE
LOB03984,Rock Lobster,11/3/2024,27.15,800.4,17.99,Reject,Hard Shell,Trap,FSH090,VSL042,FG002,26.97,FALSE,TRUE,TRUE
LOB03985,Slipper Lobster,3/5/2024,41.92,411.5,15.32,Reject,Soft Shell,Diving,FSH081,VSL014,FG010,52.95,TRUE,FALSE,TRUE
LOB03986,European Lobster,12/10/2023,26.84,965.5,14.75,Grade B,Hard Shell,Trawling,FSH090,VSL023,FG021,44.3,TRUE,TRUE,FALSE
LOB03987,Spiny Lobster,6/8/2023,29.95,640,11.28,Grade B,Hard Shell,Diving,FSH095,VSL047,FG018,32.47,TRUE,FALSE,TRUE
LOB03988,Slipper Lobster,3/10/2025,23.43,533,13.36,Grade C,Hard Shell,Trap,FSH086,VSL013,FG021,54.79,TRUE,FALSE,FALSE
LOB03989,American Lobster,6/24/2023,31.47,601.3,14.16,Grade B,Paper Shell,Trawling,FSH042,VSL030,FG002,28.61,FALSE,TRUE,TRUE
LOB03990,Rock Lobster,7/31/2024,34.83,286.8,12.22,Grade B,Paper Shell,Trap,FSH045,VSL019,FG024,70.44,FALSE,TRUE,TRUE
LOB03991,Rock Lobster,12/27/2024,32.33,302.7,8.38,Grade B,Paper Shell,Diving,FSH083,VSL042,FG016,50.73,FALSE,TRUE,FALSE
LOB03992,American Lobster,2/15/2025,24.02,857.1,14.16,Reject,Hard Shell,Trawling,FSH050,VSL026,FG004,29.67,TRUE,TRUE,TRUE
LOB03993,American Lobster,1/29/2024,44.61,607.2,12.31,Grade B,Peeler,Diving,FSH003,VSL038,FG016,42.7,TRUE,FALSE,TRUE
LOB03994,American Lobster,6/27/2023,43.73,951.7,17.82,Grade B,Paper Shell,Trap,FSH067,VSL044,FG013,31.6,FALSE,FALSE,FALSE
LOB03995,Slipper Lobster,12/8/2023,27.96,525.4,11.17,Grade C,Paper Shell,Trawling,FSH086,VSL044,FG006,34.49,FALSE,TRUE,FALSE
LOB03996,Spiny Lobster,9/16/2023,30.86,512.8,8.11,Grade C,Hard Shell,Hand Picking,FSH048,VSL026,FG021,79.22,TRUE,FALSE,FALSE
LOB03997,Slipper Lobster,9/19/2023,17.91,1313.8,8.39,Grade C,Soft Shell,Trawling,FSH072,VSL035,FG008,75.67,TRUE,FALSE,TRUE
LOB03998,Rock Lobster,8/10/2023,40.37,1253.2,12.42,Grade B,Peeler,Trap,FSH064,VSL038,FG022,59.45,TRUE,TRUE,TRUE
LOB03999,Slipper Lobster,6/24/2023,17.67,1060.8,8.86,Reject,Paper Shell,Trap,FSH016,VSL001,FG008,40.65,TRUE,TRUE,FALSE
LOB04000,European Lobster,6/4/2023,28.1,847.5,11.19,Grade C,Hard Shell,Hand Picking,FSH081,VSL040,FG003,52.61,TRUE,TRUE,TRUE
LOB04001,American Lobster,11/15/2024,37.55,1339.4,8.9,Grade B,Hard Shell,Diving,FSH093,VSL008,FG009,70.35,TRUE,FALSE,TRUE
LOB04002,American Lobster,10/1/2024,17.81,1267.2,10.47,Grade B,Hard Shell,Trawling,FSH085,VSL041,FG018,72.54,TRUE,TRUE,FALSE
LOB04003,Rock Lobster,3/9/2025,43.17,546.5,10.5,Reject,Paper Shell,Trawling,FSH042,VSL025,FG003,53.47,FALSE,FALSE,TRUE
LOB04004,Spiny Lobster,11/28/2023,42.12,1025.8,15.44,Grade B,Soft Shell,Hand Picking,FSH043,VSL040,FG025,49.37,FALSE,TRUE,TRUE
LOB04005,Spiny Lobster,2/23/2025,30.46,1164.8,14.88,Grade B,Hard Shell,Diving,FSH029,VSL034,FG005,71.35,FALSE,FALSE,FALSE
LOB04006,American Lobster,1/9/2024,32,895.1,16.03,Reject,Hard Shell,Diving,FSH049,VSL026,FG014,62.59,TRUE,FALSE,TRUE
LOB04007,Rock Lobster,4/17/2024,41.08,1076.3,14.75,Reject,Paper Shell,Trawling,FSH059,VSL019,FG018,65.33,FALSE,FALSE,FALSE
LOB04008,Spiny Lobster,9/19/2024,33.01,1382.5,12.9,Reject,Soft Shell,Trap,FSH006,VSL030,FG011,26.87,FALSE,TRUE,TRUE
LOB04009,European Lobster,8/21/2024,38.41,505.5,17.01,Grade B,Peeler,Hand Picking,FSH099,VSL019,FG023,30.13,TRUE,FALSE,FALSE
LOB04010,Slipper Lobster,2/27/2024,30,1260.7,12.49,Reject,Soft Shell,Trawling,FSH034,VSL026,FG001,65.91,FALSE,TRUE,TRUE
LOB04011,Rock Lobster,7/20/2024,44.85,1420.5,9.35,Grade B,Soft Shell,Trap,FSH082,VSL022,FG017,68.9,TRUE,TRUE,TRUE
LOB04012,European Lobster,8/21/2024,32.65,1261.9,11.34,Reject,Paper Shell,Diving,FSH008,VSL033,FG017,54.56,FALSE,TRUE,FALSE
LOB04013,Slipper Lobster,9/8/2024,36.96,1143.3,16.33,Grade A,Paper Shell,Diving,FSH025,VSL044,FG022,60.71,FALSE,FALSE,TRUE
LOB04014,Spiny Lobster,3/8/2024,23.81,302.4,16.27,Grade C,Paper Shell,Trap,FSH082,VSL035,FG010,54.77,FALSE,FALSE,TRUE
LOB04015,American Lobster,8/29/2023,36.1,1180.8,9.58,Grade C,Paper Shell,Diving,FSH033,VSL013,FG014,45.55,TRUE,FALSE,TRUE
LOB04016,Rock Lobster,5/7/2025,43,1020.5,15.79,Reject,Paper Shell,Diving,FSH035,VSL001,FG017,58.38,TRUE,FALSE,TRUE
LOB04017,American Lobster,6/11/2023,41.71,520.6,16.47,Grade C,Paper Shell,Hand Picking,FSH058,VSL004,FG003,62.23,TRUE,FALSE,TRUE
LOB04018,Rock Lobster,7/16/2023,18.34,548.1,11.34,Grade B,Hard Shell,Hand Picking,FSH011,VSL034,FG020,55.27,TRUE,TRUE,TRUE
LOB04019,American Lobster,10/6/2023,22.27,1490.1,13.83,Reject,Hard Shell,Trawling,FSH005,VSL013,FG010,46.16,TRUE,FALSE,TRUE
LOB04020,Spiny Lobster,4/1/2024,17.7,1469.5,16.99,Grade C,Hard Shell,Trawling,FSH053,VSL023,FG012,41.5,TRUE,TRUE,TRUE
LOB04021,European Lobster,1/31/2024,43.01,642.3,13.87,Reject,Peeler,Trap,FSH045,VSL042,FG014,47.34,TRUE,TRUE,FALSE
LOB04022,European Lobster,1/15/2024,21.98,735.7,11.08,Reject,Peeler,Trap,FSH007,VSL029,FG010,39.41,FALSE,TRUE,FALSE
LOB04023,American Lobster,5/12/2024,16.93,936.7,12.13,Grade B,Paper Shell,Trawling,FSH060,VSL002,FG013,60.82,FALSE,FALSE,FALSE
LOB04024,Slipper Lobster,7/31/2024,33.75,1268.9,10.08,Grade A,Peeler,Trawling,FSH020,VSL018,FG009,55.12,FALSE,FALSE,TRUE
LOB04025,Spiny Lobster,7/29/2023,21.48,1392.6,13.71,Grade C,Soft Shell,Trawling,FSH095,VSL049,FG003,70.84,FALSE,TRUE,FALSE
LOB04026,European Lobster,9/25/2023,32.96,981.4,10.57,Reject,Peeler,Trap,FSH100,VSL014,FG005,75.47,TRUE,TRUE,TRUE
LOB04027,Spiny Lobster,2/11/2024,33.55,957.7,16.66,Reject,Peeler,Diving,FSH067,VSL017,FG025,50.96,TRUE,TRUE,TRUE
LOB04028,American Lobster,12/30/2023,25.87,1408.8,8.95,Reject,Soft Shell,Diving,FSH073,VSL044,FG024,76.82,TRUE,FALSE,TRUE
LOB04029,Spiny Lobster,10/5/2024,32.48,486,16.71,Reject,Peeler,Hand Picking,FSH096,VSL008,FG004,79.03,TRUE,FALSE,TRUE
LOB04030,European Lobster,7/19/2023,30.33,1167.2,15.73,Grade A,Hard Shell,Hand Picking,FSH023,VSL016,FG025,54.26,TRUE,TRUE,FALSE
LOB04031,Spiny Lobster,1/13/2025,18.48,842,8.89,Reject,Paper Shell,Trap,FSH088,VSL046,FG019,49.02,FALSE,TRUE,TRUE
LOB04032,Rock Lobster,8/16/2023,19.22,1433.5,16.67,Grade B,Soft Shell,Trawling,FSH073,VSL008,FG008,65.24,FALSE,TRUE,TRUE
LOB04033,Spiny Lobster,12/10/2024,22.42,761.3,15.12,Reject,Soft Shell,Trawling,FSH046,VSL045,FG021,26.21,FALSE,TRUE,FALSE
LOB04034,American Lobster,1/28/2024,22.99,780.2,12.96,Reject,Soft Shell,Diving,FSH010,VSL035,FG021,32.07,FALSE,FALSE,TRUE
LOB04035,American Lobster,6/25/2023,27.01,688,13.98,Grade A,Soft Shell,Hand Picking,FSH083,VSL019,FG021,72.66,FALSE,TRUE,TRUE
LOB04036,European Lobster,7/22/2024,21.53,380.8,9.38,Grade B,Paper Shell,Diving,FSH058,VSL036,FG024,36.82,TRUE,TRUE,FALSE
LOB04037,Spiny Lobster,2/15/2024,18.12,645.1,9.36,Reject,Peeler,Hand Picking,FSH045,VSL040,FG001,40.26,FALSE,FALSE,TRUE
LOB04038,Rock Lobster,1/26/2024,27.73,479.3,10.69,Grade A,Peeler,Hand Picking,FSH076,VSL020,FG022,65.27,FALSE,FALSE,TRUE
LOB04039,Spiny Lobster,1/2/2024,21.51,952.7,14.32,Grade C,Peeler,Trawling,FSH085,VSL035,FG025,37.76,FALSE,TRUE,FALSE
LOB04040,Spiny Lobster,8/12/2024,42.57,1179.5,14.52,Reject,Paper Shell,Trawling,FSH034,VSL032,FG005,64.43,TRUE,FALSE,FALSE
LOB04041,American Lobster,3/20/2024,42.35,750.6,11.46,Grade A,Hard Shell,Hand Picking,FSH023,VSL012,FG001,41.54,FALSE,FALSE,TRUE
LOB04042,Spiny Lobster,3/12/2024,33.38,570.8,17.26,Grade B,Peeler,Trawling,FSH075,VSL009,FG014,31.44,TRUE,TRUE,TRUE
LOB04043,Spiny Lobster,3/8/2025,37.54,914.4,15.28,Grade A,Soft Shell,Trap,FSH093,VSL031,FG021,52.62,TRUE,TRUE,TRUE
LOB04044,American Lobster,9/7/2024,32.41,368.2,9.77,Grade A,Hard Shell,Trawling,FSH099,VSL010,FG007,59.94,FALSE,FALSE,TRUE
LOB04045,European Lobster,8/21/2023,16.49,403.9,16.65,Grade B,Hard Shell,Diving,FSH041,VSL006,FG001,25.85,TRUE,TRUE,FALSE
LOB04046,Slipper Lobster,6/12/2024,31.84,1237.4,16.44,Reject,Soft Shell,Trawling,FSH079,VSL045,FG024,61.71,TRUE,TRUE,FALSE
LOB04047,American Lobster,9/13/2023,21.96,1293,11,Grade A,Paper Shell,Hand Picking,FSH083,VSL003,FG001,37.81,TRUE,FALSE,TRUE
LOB04048,Spiny Lobster,7/22/2024,16.48,693.7,11.28,Grade C,Paper Shell,Trap,FSH065,VSL033,FG018,68.79,FALSE,TRUE,TRUE
LOB04049,Slipper Lobster,6/12/2024,24.8,1429.9,8.84,Grade B,Soft Shell,Hand Picking,FSH050,VSL003,FG001,78,FALSE,FALSE,FALSE
LOB04050,American Lobster,6/3/2025,18.08,774.7,11.73,Grade A,Soft Shell,Hand Picking,FSH038,VSL033,FG024,51.86,FALSE,TRUE,FALSE
LOB04051,Slipper Lobster,3/21/2025,35.19,1061.9,8.21,Grade A,Soft Shell,Trawling,FSH078,VSL037,FG014,52.84,TRUE,FALSE,TRUE
LOB04052,European Lobster,10/8/2023,44.57,1410.6,14.88,Reject,Paper Shell,Trap,FSH043,VSL020,FG022,72.32,FALSE,FALSE,FALSE
LOB04053,American Lobster,1/8/2024,38.63,592.6,14.72,Reject,Hard Shell,Trap,FSH060,VSL006,FG020,69.67,TRUE,TRUE,FALSE
LOB04054,European Lobster,8/1/2023,21.57,1259.2,17.03,Grade B,Hard Shell,Hand Picking,FSH023,VSL013,FG009,25.61,FALSE,TRUE,FALSE
LOB04055,Spiny Lobster,7/14/2024,30.99,1138.1,13.43,Reject,Paper Shell,Diving,FSH015,VSL043,FG021,39.96,TRUE,FALSE,TRUE
LOB04056,Rock Lobster,12/16/2023,18.3,645.7,9.46,Grade A,Hard Shell,Trawling,FSH079,VSL017,FG020,64.02,TRUE,TRUE,FALSE
LOB04057,Spiny Lobster,3/19/2025,35.14,636.5,12.76,Grade B,Paper Shell,Hand Picking,FSH055,VSL020,FG018,31.6,TRUE,TRUE,TRUE
LOB04058,Rock Lobster,4/20/2024,42.04,230.2,15.65,Grade A,Hard Shell,Trap,FSH015,VSL007,FG001,74.34,TRUE,TRUE,TRUE
LOB04059,Spiny Lobster,3/24/2025,40.13,505.8,11.84,Grade C,Peeler,Trap,FSH086,VSL033,FG020,59.4,TRUE,FALSE,FALSE
LOB04060,Spiny Lobster,7/5/2023,16.95,785.2,9.13,Grade C,Soft Shell,Hand Picking,FSH075,VSL036,FG002,74.09,TRUE,FALSE,FALSE
LOB04061,Slipper Lobster,11/26/2023,36.41,894,13.94,Grade A,Peeler,Trawling,FSH007,VSL034,FG002,58.46,TRUE,TRUE,TRUE
LOB04062,Rock Lobster,4/22/2025,32.6,720.9,13.41,Grade B,Soft Shell,Diving,FSH011,VSL026,FG016,57.4,TRUE,FALSE,FALSE
LOB04063,Spiny Lobster,1/20/2024,15.52,1390.2,15,Grade A,Paper Shell,Trawling,FSH001,VSL022,FG019,70.03,TRUE,FALSE,FALSE
LOB04064,American Lobster,7/28/2023,30.48,278.2,12.47,Grade A,Hard Shell,Hand Picking,FSH080,VSL025,FG012,30.39,FALSE,TRUE,TRUE
LOB04065,Slipper Lobster,8/21/2023,26.47,479.7,12.99,Grade C,Peeler,Trawling,FSH092,VSL035,FG007,57.67,TRUE,FALSE,FALSE
LOB04066,Rock Lobster,4/9/2024,36.99,631.9,16.84,Grade B,Peeler,Hand Picking,FSH066,VSL007,FG005,67.29,FALSE,TRUE,TRUE
LOB04067,Rock Lobster,2/25/2024,33.83,1236.5,15.41,Reject,Soft Shell,Diving,FSH008,VSL006,FG020,50.54,TRUE,TRUE,FALSE
LOB04068,Slipper Lobster,6/9/2023,18.62,1160.2,9.29,Grade B,Peeler,Trawling,FSH068,VSL035,FG004,29.67,TRUE,TRUE,FALSE
LOB04069,Rock Lobster,4/20/2025,27.56,1347.5,16.51,Grade A,Paper Shell,Trawling,FSH040,VSL009,FG009,46.4,FALSE,TRUE,TRUE
LOB04070,Spiny Lobster,7/19/2024,41.09,1425.6,16.04,Grade C,Paper Shell,Hand Picking,FSH041,VSL032,FG003,35.1,FALSE,FALSE,FALSE
LOB04071,Slipper Lobster,10/1/2023,24.04,1480.1,13.68,Grade C,Hard Shell,Hand Picking,FSH009,VSL017,FG019,71.96,TRUE,TRUE,FALSE
LOB04072,American Lobster,4/3/2024,35.78,963.7,8.21,Grade C,Peeler,Trawling,FSH074,VSL028,FG006,60.7,FALSE,TRUE,TRUE
