fish_id,fish_name,weight_kg,length_cm,catch_date,province,fishing_method,freshness_score,category_id,location_id,fisher_id
4691,Carp,11.37,48.9,9/16/2023,Jawa Barat,Hand Line,2,4,9,391
4692,Cod,42.8,184.6,5/26/2023,Papua,Trawling,8,1,11,302
4693,Halibut,48.66,151.6,11/29/2023,Jawa Barat,Hand Line,10,4,2,154
4694,Sea Bass,40.22,149.8,2/8/2023,Lampung,Long Line,10,3,18,427
4695,Snapper,38.02,135.1,7/27/2023,Bali,Purse Seine,3,5,14,15
4696,Grouper,6.34,175.3,3/7/2023,Sulawesi Selatan,Gill Net,6,3,19,348
4697,Yellowtail,22.33,138.1,6/21/2023,Lampung,Trap,1,3,10,334
4698,Herring,12.58,97.1,8/17/2023,Jawa Tengah,Trawling,6,3,10,59
4699,Sea Bass,40.62,80.1,2/6/2023,Papua,Hand Line,10,5,1,268
4700,Trout,22.28,34.3,9/25/2023,Sulawesi Selatan,Long Line,8,4,4,395
4701,Herring,25.94,130.5,3/26/2023,Kalimantan Selatan,Trap,5,1,3,352
4702,Barramundi,17.67,29.1,11/4/2023,Jawa Barat,Trap,9,2,12,22
4703,Tuna,34.22,30.6,1/29/2023,Jawa Barat,Gill Net,4,5,1,404
4704,Amberjack,7.68,35.9,1/6/2023,Bali,Hand Line,5,2,5,490
4705,Sardine,49.16,17.8,9/9/2023,Sumatera Utara,Long Line,1,3,5,160
4706,Swordfish,15.44,38.3,6/18/2023,Bali,Hand Line,10,2,5,44
4707,Trout,3.22,63.1,6/2/2023,Lampung,Purse Seine,1,2,12,309
4708,Trout,2.31,158.1,4/23/2023,Jawa Barat,Trawling,10,5,14,110
4709,Yellowtail,22.1,51.6,6/17/2023,Maluku,Gill Net,8,4,14,70
4710,Sea Bass,12.78,189.8,7/29/2023,Jawa Tengah,Trawling,3,1,3,66
4711,Tuna,26.43,68.7,11/13/2023,Bali,Purse Seine,7,2,20,249
4712,Grouper,2.03,81.9,7/10/2023,Lampung,Gill Net,8,1,9,151
4713,Pomfret,13.75,103.2,11/17/2023,Lampung,Trap,1,4,14,221
4714,Flounder,35.81,97.7,3/30/2023,Maluku,Gill Net,10,4,8,312
4715,Catfish,30.59,183.7,3/11/2023,Jawa Tengah,Hand Line,7,3,3,395
4716,Sole,23.71,35.4,6/4/2023,Sulawesi Selatan,Trawling,8,5,6,412
4717,Tuna,41.89,125.6,2/25/2023,Papua,Hand Line,9,4,17,29
4718,Snapper,10.72,110.1,12/29/2023,Sulawesi Selatan,Trap,7,1,11,322
4719,Cod,39,165.6,4/21/2023,Maluku,Long Line,3,2,19,414
4720,Tuna,42.26,162.8,4/27/2023,Kalimantan Selatan,Trap,3,4,17,275
4721,Barramundi,20.72,20.5,6/13/2023,Sumatera Utara,Trawling,8,1,10,209
4722,King Fish,49.13,55.9,8/29/2023,Sulawesi Selatan,Trawling,1,4,10,129
4723,Mackerel,5.16,104,4/8/2023,Jawa Barat,Long Line,2,5,17,482
4724,Salmon,17.81,149.7,3/15/2023,Bali,Purse Seine,1,3,12,149
4725,Barramundi,15.28,52.5,1/1/2024,Sulawesi Selatan,Long Line,6,2,20,181
4726,Swordfish,38.7,182.1,10/19/2023,Sumatera Utara,Gill Net,1,4,8,390
4727,Mahi-mahi,15.3,144.3,9/29/2023,Jawa Tengah,Gill Net,7,4,5,160
4728,King Fish,49.48,33.6,5/9/2023,Jawa Timur,Long Line,8,4,13,95
4729,Cod,34.2,63.1,10/2/2023,Maluku,Long Line,6,1,19,377
4730,Snapper,21.57,168.2,8/18/2023,Lampung,Purse Seine,6,3,1,230
4731,Barramundi,35.47,74.6,1/18/2023,Jawa Barat,Purse Seine,2,4,7,207
4732,Salmon,30.95,173.1,8/14/2023,Bali,Trawling,5,2,11,64
4733,Mahi-mahi,16.59,160.7,10/19/2023,Jawa Tengah,Trap,8,5,4,484
4734,King Fish,35.48,15.2,3/18/2023,Lampung,Trap,7,2,10,256
4735,Carp,33.21,118.1,9/7/2023,Bali,Trawling,3,3,18,214
4736,Salmon,37.7,34.7,11/4/2023,Papua,Hand Line,6,2,1,141
4737,Sea Bass,21.98,18.8,3/31/2023,Lampung,Trap,4,1,8,466
4738,King Fish,47.2,174,2/8/2023,Bali,Trap,6,2,20,368
4739,Barramundi,36.15,77.6,10/18/2023,Lampung,Trap,8,3,9,258
4740,Flounder,8.92,171.4,2/5/2023,Jawa Tengah,Trap,3,1,12,246
4741,Amberjack,4.15,170.1,5/31/2023,Papua,Trawling,10,1,20,229
4742,Cod,6.37,130.2,6/1/2023,Papua,Trap,10,4,16,344
4743,Barramundi,27.96,147,11/14/2023,Jawa Barat,Trawling,3,5,8,447
4744,Swordfish,12.8,177.9,1/13/2023,Lampung,Purse Seine,7,5,10,275
4745,Carp,49.19,138.1,2/6/2023,Bali,Trawling,10,1,18,116
4746,Tilapia,30.1,133.5,9/21/2023,Kalimantan Selatan,Trawling,3,1,20,409
4747,Carp,32.52,154,9/11/2023,Lampung,Hand Line,9,3,15,156
4748,Amberjack,48.86,166.7,7/22/2023,Papua,Purse Seine,6,5,5,229
4749,Sole,41.2,98.6,9/1/2023,Bali,Trawling,8,4,17,179
4750,Flounder,46.84,101.2,8/20/2023,Lampung,Hand Line,9,4,11,8
4751,Tuna,45.5,15,12/7/2023,Bali,Trap,3,5,9,124
4752,Sole,5.1,128.7,1/12/2023,Papua,Trap,4,4,12,122
4753,Pomfret,7.1,126.9,12/20/2023,Papua,Hand Line,1,5,20,479
4754,Mahi-mahi,48.13,95.5,1/2/2023,Jawa Tengah,Trap,10,1,18,20
4755,Halibut,42.28,151.3,2/28/2023,Papua,Trap,9,4,14,372
4756,Salmon,27.87,147.7,5/28/2023,Bali,Hand Line,1,1,17,320
4757,Yellowtail,47.97,171.9,1/19/2023,Jawa Timur,Gill Net,5,1,13,363
4758,King Fish,10.25,75.9,6/30/2023,Papua,Trap,6,4,1,210
4759,Cod,6.41,129.5,3/20/2023,Sulawesi Selatan,Purse Seine,4,5,11,52
4760,Halibut,37.12,103.7,4/29/2023,Sulawesi Selatan,Long Line,9,2,18,40
4761,Salmon,6.88,156,11/6/2023,Jawa Barat,Long Line,8,5,9,107
4762,Amberjack,31.17,48,9/27/2023,Sulawesi Selatan,Hand Line,2,4,1,72
4763,Halibut,49.24,141.9,3/11/2023,Jawa Tengah,Trawling,6,3,8,417
4764,Mackerel,23.35,101.5,9/26/2023,Jawa Barat,Long Line,2,2,19,344
4765,Flounder,16.81,60.2,1/28/2023,Papua,Purse Seine,10,4,20,316
4766,Sardine,28.59,71.2,4/9/2023,Sumatera Utara,Trawling,7,1,6,324
4767,Salmon,17.4,191.5,2/21/2023,Jawa Tengah,Purse Seine,2,4,17,211
4768,Carp,10.04,199.4,5/10/2023,Jawa Tengah,Purse Seine,7,4,13,258
4769,Flounder,41.8,49.2,2/24/2023,Maluku,Purse Seine,4,4,4,17
4770,King Fish,8.06,177.9,8/27/2023,Bali,Hand Line,4,4,20,178
4771,Catfish,28.05,54.4,6/1/2023,Papua,Gill Net,5,4,12,497
4772,Sardine,12.02,149.9,2/4/2023,Bali,Trap,10,2,16,394
4773,Snapper,35.15,122.4,6/24/2023,Bali,Long Line,8,2,4,442
4774,Catfish,42.4,26.2,11/23/2023,Jawa Tengah,Hand Line,1,4,14,367
4775,Sole,47.38,81.2,1/25/2023,Jawa Barat,Gill Net,6,5,7,361
4776,Swordfish,48.15,46.3,8/30/2023,Maluku,Long Line,9,1,8,130
4777,Tilapia,47.92,189.8,5/29/2023,Kalimantan Selatan,Hand Line,7,2,3,165
4778,Barramundi,18.25,72.4,8/19/2023,Lampung,Gill Net,6,5,12,415
4779,Mahi-mahi,23.91,188.2,7/29/2023,Bali,Purse Seine,3,4,11,188
4780,Trout,32.72,145.7,2/13/2023,Sulawesi Selatan,Trap,9,2,8,132
4781,Sole,47.16,168,9/22/2023,Jawa Timur,Trawling,5,1,5,490
4782,Carp,41.68,98.5,12/23/2023,Bali,Gill Net,5,2,4,20
4783,Salmon,21.19,173.4,7/21/2023,Jawa Tengah,Trawling,3,1,8,352
4784,Yellowtail,33.09,168.8,1/5/2023,Maluku,Long Line,7,1,13,215
4785,Trout,33.1,151,1/17/2023,Papua,Purse Seine,4,5,19,392
4786,Yellowtail,15.18,107.5,10/27/2023,Bali,Trawling,4,1,19,408
4787,Anchovy,24.88,175.2,2/26/2023,Sulawesi Selatan,Purse Seine,8,1,13,391
4788,Yellowtail,7.31,138.3,4/29/2023,Bali,Purse Seine,4,1,17,214
4789,Anchovy,19.53,179.4,1/8/2023,Jawa Tengah,Hand Line,3,2,13,300
4790,Anchovy,15.08,29.1,1/19/2023,Jawa Timur,Hand Line,6,1,13,222
4791,Salmon,20.23,82.4,6/25/2023,Jawa Tengah,Trap,3,1,5,131
4792,Sardine,44.49,84.7,10/9/2023,Sulawesi Selatan,Gill Net,2,2,20,127
4793,Yellowtail,31.28,60.4,3/14/2023,Bali,Trawling,6,5,7,476
4794,Sole,31.91,99.5,4/22/2023,Papua,Purse Seine,9,2,6,382
4795,Salmon,33.15,80.7,7/29/2023,Papua,Gill Net,6,4,13,347
4796,Anchovy,15.35,25.8,4/28/2023,Kalimantan Selatan,Purse Seine,1,4,14,286
4797,Salmon,11.74,122.9,4/18/2023,Papua,Purse Seine,1,3,13,76
4798,Snapper,30.75,133.9,8/3/2023,Bali,Trawling,10,4,6,388
4799,Swordfish,20.37,34.8,10/27/2023,Kalimantan Selatan,Gill Net,2,1,8,169
4800,Trout,28.43,147.2,3/4/2023,Kalimantan Selatan,Gill Net,9,5,4,89
4801,Catfish,28.63,49.6,12/13/2023,Maluku,Purse Seine,5,1,13,275
4802,Sole,44.25,58.1,11/11/2023,Sulawesi Selatan,Purse Seine,7,1,17,117
4803,Amberjack,32.71,180.7,7/12/2023,Bali,Gill Net,10,3,4,311
4804,Anchovy,31.62,100.7,5/20/2023,Sulawesi Selatan,Gill Net,2,2,3,174
4805,Yellowtail,29.42,29.3,12/28/2023,Kalimantan Selatan,Hand Line,6,4,6,182
4806,Halibut,43.17,188.5,7/14/2023,Jawa Barat,Trawling,2,5,8,100
4807,Cod,4.09,166.2,11/29/2023,Sulawesi Selatan,Trawling,3,1,11,120
4808,Salmon,41.41,85.7,8/9/2023,Lampung,Trawling,5,3,14,449
4809,Tilapia,9.62,68.5,5/19/2023,Jawa Tengah,Hand Line,4,3,13,60
4810,Yellowtail,37.39,95.7,10/13/2023,Bali,Gill Net,2,3,2,1
4811,Trout,39.45,99.5,3/20/2023,Bali,Long Line,7,5,10,40
4812,Grouper,22.26,108,9/24/2023,Kalimantan Selatan,Trawling,8,1,1,376
4813,King Fish,26.07,27.5,6/25/2023,Jawa Barat,Hand Line,7,3,18,3
4814,Yellowtail,21.84,160.2,9/21/2023,Maluku,Purse Seine,9,2,5,38
4815,Salmon,23.61,169.8,7/18/2023,Jawa Barat,Purse Seine,1,3,7,313
4816,Swordfish,8.98,70.7,4/16/2023,Lampung,Hand Line,3,4,7,233
4817,Tuna,1.53,21.9,6/17/2023,Lampung,Trawling,10,4,1,53
4818,Grouper,43.24,138.2,6/28/2023,Kalimantan Selatan,Trawling,5,4,1,184
4819,Salmon,4.96,85.9,4/27/2023,Jawa Tengah,Purse Seine,4,1,5,365
4820,Mackerel,31.47,172.9,10/8/2023,Jawa Timur,Gill Net,3,5,2,143
4821,Snapper,39.48,125.3,1/8/2023,Papua,Trap,5,4,9,250
4822,Snapper,7.85,160.3,8/3/2023,Lampung,Trawling,4,4,4,160
4823,Anchovy,46.16,123.8,7/2/2023,Lampung,Trawling,6,5,9,108
4824,King Fish,41.41,122.5,11/29/2023,Bali,Purse Seine,3,2,12,359
4825,Catfish,20.55,175.3,4/25/2023,Lampung,Hand Line,5,5,20,303
4826,Amberjack,5.24,16.4,9/2/2023,Jawa Timur,Hand Line,9,5,1,185
4827,Mahi-mahi,5.91,42.1,3/13/2023,Jawa Tengah,Trawling,5,2,8,335
4828,Trout,22.71,159.8,1/29/2023,Sulawesi Selatan,Trap,1,4,18,21
4829,Tuna,37.65,88.2,7/24/2023,Jawa Timur,Hand Line,1,4,1,415
4830,Flounder,30.76,80.7,1/27/2023,Jawa Barat,Trawling,7,4,4,182
4831,Trout,35.86,75.4,2/2/2023,Papua,Purse Seine,3,1,15,248
4832,Salmon,48.7,191.2,8/31/2023,Papua,Trawling,1,1,3,16
4833,Tilapia,30.29,189.5,6/14/2023,Lampung,Trap,6,5,5,482
4834,Catfish,16.87,177.8,1/15/2023,Lampung,Gill Net,7,5,1,388
4835,Catfish,20.96,133.9,1/19/2023,Jawa Tengah,Purse Seine,10,4,19,12
4836,Swordfish,6.85,72.3,7/9/2023,Bali,Trap,5,3,10,80
4837,Trout,24.79,82,10/28/2023,Papua,Trap,7,5,7,141
4838,Grouper,13.76,130.2,5/4/2023,Sumatera Utara,Purse Seine,5,5,8,205
4839,Catfish,43.15,194.9,1/7/2023,Jawa Tengah,Hand Line,4,1,19,455
4840,Pomfret,38.02,91.7,2/21/2023,Jawa Tengah,Long Line,2,4,2,293
4841,Trout,27.34,156.8,4/19/2023,Bali,Hand Line,9,5,13,477
4842,Sole,4.26,147,4/28/2023,Maluku,Gill Net,1,1,8,444
4843,Grouper,15.52,18.8,12/21/2023,Sulawesi Selatan,Purse Seine,5,1,12,317
4844,Trout,31.6,150.1,12/7/2023,Maluku,Gill Net,1,2,20,441
4845,Carp,3.18,68.7,5/2/2023,Jawa Timur,Purse Seine,6,4,16,93
4846,Mackerel,17.75,124.1,5/26/2023,Kalimantan Selatan,Purse Seine,5,5,19,94
4847,Herring,17.52,113,5/5/2023,Papua,Trap,4,3,12,206
4848,Amberjack,33.7,56.9,4/13/2023,Jawa Barat,Long Line,4,3,4,197
4849,Salmon,44.09,47.6,7/10/2023,Maluku,Gill Net,7,4,20,22
4850,Sardine,23.65,157.4,7/29/2023,Maluku,Gill Net,8,4,17,386
4851,Snapper,7.2,83.4,9/2/2023,Sulawesi Selatan,Trap,8,2,19,51
4852,Barramundi,5.7,51.3,4/13/2023,Jawa Timur,Gill Net,10,5,6,417
4853,Pomfret,9.48,147.3,10/12/2023,Bali,Trap,8,1,19,23
4854,Trout,8.79,136,11/10/2023,Jawa Barat,Purse Seine,4,3,17,220
4855,Carp,34.29,16.1,10/23/2023,Jawa Barat,Hand Line,4,5,15,328
4856,Mackerel,7.42,138.6,7/8/2023,Jawa Tengah,Trap,6,3,6,37
4857,Flounder,21.92,178,2/14/2023,Kalimantan Selatan,Gill Net,7,5,1,453
4858,Mahi-mahi,10.61,157.1,6/6/2023,Lampung,Hand Line,1,3,2,283
4859,Sardine,10.53,75.7,5/20/2023,Maluku,Trap,1,4,10,412
4860,Swordfish,2.17,117.6,4/19/2023,Sulawesi Selatan,Purse Seine,7,2,15,201
4861,Mackerel,2.96,83.9,4/13/2023,Kalimantan Selatan,Purse Seine,8,4,11,359
4862,Catfish,40.2,26,10/21/2023,Bali,Purse Seine,2,5,7,346
4863,Mackerel,4.84,87.3,12/27/2023,Jawa Tengah,Hand Line,4,5,3,158
4864,Tuna,37.88,86.9,1/8/2023,Sumatera Utara,Gill Net,6,3,11,157
4865,Mahi-mahi,49.09,118.3,11/12/2023,Papua,Gill Net,1,5,8,166
4866,Salmon,38.46,26.6,2/25/2023,Jawa Timur,Hand Line,4,3,19,281
4867,King Fish,43.08,41.3,1/31/2023,Lampung,Hand Line,9,3,5,241
4868,Trout,42.75,102.3,11/27/2023,Jawa Tengah,Hand Line,7,5,4,472
4869,Snapper,47.5,153.2,7/23/2023,Bali,Purse Seine,5,1,16,120
4870,Anchovy,26.26,171.2,4/20/2023,Bali,Trap,5,2,4,131
4871,Mahi-mahi,10.78,142.7,8/6/2023,Sumatera Utara,Hand Line,4,2,10,377
4872,Carp,42.47,161,7/26/2023,Maluku,Gill Net,3,5,7,261
4873,Barramundi,24.68,89.3,11/18/2023,Lampung,Gill Net,3,4,20,406
4874,Mackerel,13.43,149.8,8/4/2023,Papua,Trap,3,4,5,52
4875,Snapper,15.83,193.5,11/13/2023,Lampung,Trawling,5,2,10,446
4876,Snapper,41.33,74.8,3/23/2023,Sumatera Utara,Hand Line,10,3,13,304
4877,Salmon,42.3,159.8,9/13/2023,Jawa Tengah,Trawling,10,2,8,137
4878,King Fish,17.23,179.3,2/5/2023,Bali,Gill Net,4,4,18,148
4879,Mahi-mahi,9.7,121.3,10/10/2023,Maluku,Purse Seine,5,2,8,282
4880,Amberjack,16.35,121.9,8/24/2023,Kalimantan Selatan,Purse Seine,2,4,10,16
4881,Grouper,34.4,170.5,2/1/2023,Sulawesi Selatan,Purse Seine,7,3,8,411
4882,Herring,1.1,124.2,11/28/2023,Lampung,Gill Net,8,3,6,305
4883,Catfish,8.04,34.4,11/24/2023,Lampung,Trap,4,2,6,480
4884,Cod,15.29,131.4,11/9/2023,Jawa Tengah,Trawling,8,3,12,417
4885,Herring,2.52,136.2,4/18/2023,Jawa Timur,Trawling,5,5,19,270
4886,King Fish,16.23,182.5,7/24/2023,Bali,Purse Seine,4,5,20,305
4887,Carp,25.99,93.1,7/4/2023,Maluku,Purse Seine,7,2,16,80
4888,Trout,31.11,63.6,7/8/2023,Papua,Trawling,9,4,14,453
4889,Snapper,41.73,81.7,7/6/2023,Jawa Barat,Long Line,7,3,6,139
4890,Grouper,44.84,107.8,1/17/2023,Papua,Long Line,9,2,20,349
4891,Mahi-mahi,13.78,176,1/26/2023,Jawa Tengah,Trawling,6,5,13,194
4892,Snapper,13.94,60.1,2/7/2023,Lampung,Trap,6,1,18,234
4893,Grouper,29.77,53.6,1/14/2023,Papua,Trawling,7,2,4,343
4894,Tuna,20.1,125.6,5/19/2023,Papua,Trawling,1,2,8,222
4895,Flounder,42,40.6,5/3/2023,Sumatera Utara,Purse Seine,6,5,7,333
4896,Barramundi,10.14,140.9,7/6/2023,Kalimantan Selatan,Hand Line,5,1,18,195
4897,Tuna,8.8,102.2,7/19/2023,Papua,Purse Seine,4,4,8,366
4898,Cod,28.39,113.3,2/15/2023,Maluku,Hand Line,1,3,10,88
4899,Sole,14.08,108.8,10/2/2023,Papua,Hand Line,3,1,20,30
4900,Yellowtail,45.33,73.9,9/28/2023,Sulawesi Selatan,Purse Seine,1,5,17,271
4901,Halibut,23.79,98.8,12/2/2023,Papua,Hand Line,1,4,15,139
4902,Salmon,44.37,191.8,1/8/2023,Kalimantan Selatan,Hand Line,4,5,16,316
4903,Amberjack,20.01,72.9,7/11/2023,Papua,Gill Net,5,1,2,317
4904,Sardine,48.34,128.7,3/10/2023,Jawa Timur,Gill Net,3,1,4,293
4905,Yellowtail,2.88,188.7,3/24/2023,Sumatera Utara,Trap,8,1,4,290
4906,Cod,18.06,198.9,5/19/2023,Jawa Tengah,Long Line,8,1,19,173
4907,Carp,31.24,71.2,8/8/2023,Jawa Timur,Trawling,7,4,10,214
4908,Salmon,44.98,82.4,8/30/2023,Kalimantan Selatan,Purse Seine,10,3,4,188
4909,Mahi-mahi,47.79,175.4,12/25/2023,Kalimantan Selatan,Long Line,10,3,15,296
4910,Anchovy,6.69,33.7,12/19/2023,Maluku,Purse Seine,3,5,10,10
4911,Halibut,12.54,161.8,12/20/2023,Sumatera Utara,Long Line,4,5,4,196
4912,Trout,17.51,73.5,4/19/2023,Sumatera Utara,Trawling,1,1,4,105
4913,Sea Bass,15.25,188.1,9/20/2023,Maluku,Trap,10,2,3,218
4914,Catfish,8.91,45.4,3/15/2023,Jawa Tengah,Purse Seine,8,5,11,317
4915,Tuna,28.33,32.2,2/24/2023,Papua,Purse Seine,8,1,5,241
4916,Mahi-mahi,21.16,56.1,3/2/2023,Sumatera Utara,Gill Net,9,4,14,377
4917,Flounder,37.66,62.9,5/23/2023,Jawa Timur,Purse Seine,8,5,15,419
4918,Anchovy,41.13,146.8,10/8/2023,Bali,Gill Net,4,1,3,143
4919,Sardine,7.97,64.4,5/6/2023,Jawa Barat,Trap,4,2,3,175
4920,Mackerel,1.54,186.7,8/13/2023,Lampung,Purse Seine,2,1,16,83
4921,Cod,34.66,183.7,10/2/2023,Jawa Tengah,Hand Line,4,4,12,118
4922,Yellowtail,20.74,44.8,9/19/2023,Kalimantan Selatan,Hand Line,8,4,17,365
4923,Salmon,28.61,81.6,8/22/2023,Maluku,Trawling,9,4,15,357
4924,Sole,2.07,45.5,10/27/2023,Jawa Timur,Long Line,7,2,1,139
4925,Tuna,44.74,101,6/18/2023,Maluku,Hand Line,3,3,1,17
4926,Amberjack,39.5,191,10/31/2023,Sumatera Utara,Gill Net,4,2,15,461
4927,Grouper,28.44,139,3/26/2023,Kalimantan Selatan,Trap,3,2,6,209
4928,King Fish,15.31,51.5,7/24/2023,Bali,Purse Seine,2,1,13,308
4929,Flounder,34.98,28.4,9/30/2023,Maluku,Trawling,9,5,16,488
4930,Pomfret,39.12,104.1,10/18/2023,Sulawesi Selatan,Trawling,4,3,14,311
4931,Trout,5.65,43.4,1/10/2023,Sulawesi Selatan,Purse Seine,2,2,1,400
4932,Flounder,40.3,76.3,1/6/2023,Jawa Barat,Trap,7,2,6,24
4933,Swordfish,29.75,132.6,6/17/2023,Jawa Tengah,Gill Net,5,2,7,475
4934,Amberjack,3.13,183.1,12/2/2023,Papua,Long Line,5,4,20,188
4935,Swordfish,23.36,181,12/4/2023,Maluku,Purse Seine,10,5,14,152
4936,Barramundi,13.63,28.9,9/7/2023,Jawa Timur,Purse Seine,5,3,14,85
4937,Grouper,11.11,189.1,3/26/2023,Lampung,Long Line,10,5,10,219
4938,King Fish,12.96,187.1,8/5/2023,Papua,Trap,4,1,16,487
4939,Sole,19.89,155.5,6/1/2023,Lampung,Gill Net,7,3,14,460
4940,Sole,17.84,73.5,10/12/2023,Sumatera Utara,Trap,10,5,10,377
4941,Trout,12.56,90.9,10/4/2023,Maluku,Trap,5,4,8,235
4942,Amberjack,21.47,194.1,1/14/2023,Jawa Timur,Hand Line,7,1,7,151
4943,Tilapia,20.66,43.1,7/15/2023,Kalimantan Selatan,Purse Seine,1,3,11,326
4944,Sardine,47.81,98.7,11/28/2023,Bali,Hand Line,6,2,16,43
4945,Trout,28.3,80.2,12/20/2023,Bali,Hand Line,3,3,12,291
4946,Cod,18.29,15.5,6/16/2023,Kalimantan Selatan,Purse Seine,9,4,20,362
4947,Sole,32.09,79.2,8/3/2023,Maluku,Gill Net,2,4,18,11
4948,Cod,2.22,101,7/27/2023,Jawa Tengah,Trap,6,5,4,303
4949,Barramundi,12.58,161.1,11/23/2023,Jawa Timur,Hand Line,5,3,8,374
4950,Snapper,36.59,188.4,12/18/2023,Jawa Barat,Hand Line,10,4,7,480
4951,Mahi-mahi,30.98,56.3,10/15/2023,Jawa Tengah,Long Line,6,1,15,269
4952,King Fish,11.33,134.3,6/5/2023,Maluku,Gill Net,1,1,19,118
4953,Swordfish,25.25,62.5,8/25/2023,Kalimantan Selatan,Purse Seine,6,5,19,447
4954,Barramundi,22.62,170.5,3/31/2023,Jawa Tengah,Long Line,7,1,20,146
4955,Sole,36.21,105.4,6/29/2023,Jawa Tengah,Purse Seine,10,3,2,179
4956,Tilapia,17.83,52.3,5/6/2023,Maluku,Trap,4,2,12,128
4957,Sardine,13.78,56.9,6/20/2023,Lampung,Trap,1,1,1,247
4958,Trout,44.68,166.7,4/8/2023,Jawa Tengah,Long Line,2,2,12,415
4959,Pomfret,24.51,174.1,6/17/2023,Lampung,Hand Line,2,5,11,102
4960,Sardine,35.85,194.1,2/3/2023,Papua,Purse Seine,3,4,10,481
4961,Sea Bass,46.13,50.7,10/24/2023,Jawa Timur,Long Line,5,1,7,451
4962,Sardine,45.89,198.4,11/18/2023,Lampung,Gill Net,6,5,15,330
4963,Sardine,6.42,63.4,10/22/2023,Jawa Timur,Trawling,9,3,11,33
4964,Yellowtail,7.11,113.5,2/2/2023,Lampung,Trap,2,2,8,184
4965,Tilapia,29.29,122.8,11/12/2023,Sulawesi Selatan,Hand Line,8,2,3,455
4966,Snapper,43.91,137.8,7/6/2023,Maluku,Trawling,10,1,8,428
4967,Salmon,11.08,166,4/25/2023,Maluku,Hand Line,3,2,11,247
4968,Catfish,18.16,190.4,5/21/2023,Sulawesi Selatan,Long Line,8,5,2,237
4969,Snapper,35.24,77.9,11/18/2023,Sumatera Utara,Hand Line,3,4,6,256
4970,Halibut,5.68,61.2,4/11/2023,Kalimantan Selatan,Purse Seine,4,3,20,310
4971,Tuna,48.86,66.3,10/20/2023,Sulawesi Selatan,Hand Line,7,2,2,382
4972,Amberjack,11.35,178.4,1/21/2023,Maluku,Trap,7,3,16,93
4973,Sole,33.04,77.2,9/13/2023,Kalimantan Selatan,Purse Seine,10,1,16,265
4974,Tilapia,31.96,133.2,12/7/2023,Papua,Gill Net,7,5,3,420
4975,Sardine,30.33,141.4,2/2/2023,Lampung,Trap,8,5,5,310
4976,Swordfish,17.85,27.7,7/13/2023,Sumatera Utara,Long Line,10,3,20,179
4977,Sea Bass,30.88,25,6/19/2023,Jawa Tengah,Trap,10,5,15,305
4978,Carp,6.45,18.5,11/12/2023,Jawa Barat,Purse Seine,1,2,7,316
4979,Anchovy,47.34,148.1,9/10/2023,Maluku,Gill Net,2,4,11,444
4980,Trout,38.99,129.9,5/4/2023,Jawa Tengah,Purse Seine,5,1,17,108
4981,Tilapia,16.17,118.4,3/12/2023,Bali,Trap,2,3,6,294
4982,Tuna,18.26,91.1,10/17/2023,Jawa Timur,Hand Line,4,1,1,379
4983,Sea Bass,31.88,130.4,8/25/2023,Bali,Trawling,2,4,13,423
4984,Catfish,45.62,79.9,7/3/2023,Jawa Timur,Purse Seine,4,1,16,238
4985,Flounder,8.88,95.5,10/9/2023,Maluku,Trawling,10,3,10,247
4986,Halibut,12.29,135.2,9/20/2023,Jawa Barat,Gill Net,3,5,12,245
4987,Anchovy,19.38,77.7,6/6/2023,Jawa Timur,Trawling,10,2,13,350
4988,Trout,26.42,90.8,4/21/2023,Jawa Timur,Gill Net,7,4,14,483
4989,Snapper,38.08,104.7,2/8/2023,Jawa Barat,Purse Seine,6,4,14,388
4990,Herring,39.31,92.2,4/14/2023,Maluku,Gill Net,5,5,9,416
4991,Flounder,37.56,70,5/7/2023,Jawa Timur,Long Line,3,5,10,432
4992,Mahi-mahi,46.45,154.8,9/29/2023,Jawa Tengah,Long Line,3,3,3,235
4993,Herring,19.41,87,6/21/2023,Jawa Timur,Hand Line,10,2,8,195
4994,Grouper,40.45,123.3,3/9/2023,Maluku,Trap,1,1,16,120
4995,Salmon,34.82,174.6,4/7/2023,Kalimantan Selatan,Trap,8,5,11,130
4996,Mackerel,48.32,174.2,11/19/2023,Sumatera Utara,Long Line,5,3,12,62
4997,Mahi-mahi,21.8,163,11/18/2023,Papua,Gill Net,8,3,2,160
4998,Catfish,42.01,149.2,1/4/2023,Maluku,Trap,2,4,10,8
4999,Flounder,2.63,55.4,3/30/2023,Jawa Timur,Gill Net,2,3,20,372
5000,King Fish,17.32,50.3,4/30/2023,Jawa Barat,Trawling,1,5,1,371
5001,King Fish,47.29,74.1,4/12/2023,Jawa Barat,Trawling,2,3,14,67
5002,Sea Bass,1.91,189.3,12/5/2023,Sulawesi Selatan,Purse Seine,4,3,16,381
5003,Mackerel,32.12,109.1,7/10/2023,Kalimantan Selatan,Gill Net,1,4,12,98
5004,Barramundi,47.51,42.1,5/28/2023,Jawa Timur,Trawling,10,3,1,196
5005,Salmon,39.3,119.5,8/26/2023,Bali,Hand Line,3,1,14,321
5006,Tuna,33.37,144.9,8/29/2023,Sumatera Utara,Trap,8,5,15,242
5007,Mahi-mahi,21.1,32.4,6/8/2023,Jawa Tengah,Gill Net,3,4,10,333
5008,Sole,35.2,145.9,6/3/2023,Sumatera Utara,Trap,2,5,7,351
