market_name,fish_type,date,price_per_kg,supply_kg,demand_level
Pasar Kedonganan,Snapper,2023-06-04,181682,1494,High
Pasar Kedonganan,Snapper,2023-06-11,37514,543,Low
Pasar Kedonganan,Snapper,2023-06-18,137718,1500,Low
Pasar Kedonganan,Snapper,2023-06-25,228491,1705,High
Pasar Kedonganan,Snapper,2023-07-02,71768,1074,High
Pasar Kedonganan,Snapper,2023-07-09,132529,821,High
Pasar Kedonganan,Snapper,2023-07-16,241991,236,Medium
Pasar Kedonganan,Snapper,2023-07-23,236839,1086,Medium
Pasar Kedonganan,Snapper,2023-07-30,142832,827,Low
Pasar Kedonganan,Snapper,2023-08-06,88466,1253,Low
Pasar Kedonganan,Snapper,2023-08-13,177543,1332,Medium
Pasar Kedonganan,Snapper,2023-08-20,88696,1884,Medium
Pasar Kedonganan,Snapper,2023-08-27,154519,788,Low
Pasar Kedonganan,Snapper,2023-09-03,104760,957,Low
Pasar Kedonganan,Snapper,2023-09-10,157008,698,Medium
Pasar Kedonganan,Snapper,2023-09-17,123191,978,Low
Pasar Kedonganan,Snapper,2023-09-24,174728,723,Low
Pasar Kedonganan,Snapper,2023-10-01,73159,1111,Medium
Pasar Kedonganan,Snapper,2023-10-08,62732,282,Medium
Pasar Kedonganan,Snapper,2023-10-15,242036,984,High
Pasar Kedonganan,Snapper,2023-10-22,48670,142,Medium
Pasar Kedonganan,Snapper,2023-10-29,165854,532,Low
Pasar Kedonganan,Snapper,2023-11-05,170891,1324,High
Pasar Kedonganan,Snapper,2023-11-12,179116,1100,Medium
Pasar Kedonganan,Snapper,2023-11-19,148947,824,Low
Pasar Kedonganan,Snapper,2023-11-26,214331,812,Medium
Pasar Kedonganan,Snapper,2023-12-03,241461,1889,Medium
Pasar Kedonganan,Snapper,2023-12-10,164627,406,High
Pasar Kedonganan,Snapper,2023-12-17,122956,144,High
Pasar Kedonganan,Snapper,2023-12-24,86838,1520,High
Pasar Kedonganan,Snapper,2023-12-31,180752,1677,Low
Pasar Kedonganan,Grouper,2023-01-01,51133,1708,Low
Pasar Kedonganan,Grouper,2023-01-08,238732,197,Low
Pasar Kedonganan,Grouper,2023-01-15,105992,1128,High
Pasar Kedonganan,Grouper,2023-01-22,226316,644,Low
Pasar Kedonganan,Grouper,2023-01-29,203874,408,Medium
Pasar Kedonganan,Grouper,2023-02-05,71745,447,High
Pasar Kedonganan,Grouper,2023-02-12,197393,1414,High
Pasar Kedonganan,Grouper,2023-02-19,238850,1974,High
Pasar Kedonganan,Grouper,2023-02-26,138497,1121,Low
Pasar Kedonganan,Grouper,2023-03-05,33502,437,Low
Pasar Kedonganan,Grouper,2023-03-12,237539,1085,High
Pasar Kedonganan,Grouper,2023-03-19,115518,966,Low
Pasar Kedonganan,Grouper,2023-03-26,44776,977,Low
Pasar Kedonganan,Grouper,2023-04-02,173650,1805,High
Pasar Kedonganan,Grouper,2023-04-09,138704,1263,Medium
Pasar Kedonganan,Grouper,2023-04-16,38635,419,High
Pasar Kedonganan,Grouper,2023-04-23,150182,453,Low
Pasar Kedonganan,Grouper,2023-04-30,48560,257,Low
Pasar Kedonganan,Grouper,2023-05-07,233278,1068,Medium
Pasar Kedonganan,Grouper,2023-05-14,103104,835,Low
Pasar Kedonganan,Grouper,2023-05-21,96981,730,Low
Pasar Kedonganan,Grouper,2023-05-28,116725,1870,Medium
Pasar Kedonganan,Grouper,2023-06-04,42408,1891,Low
Pasar Kedonganan,Grouper,2023-06-11,209407,1330,High
Pasar Kedonganan,Grouper,2023-06-18,249680,1095,High
Pasar Kedonganan,Grouper,2023-06-25,180514,996,Medium
Pasar Kedonganan,Grouper,2023-07-02,63526,1428,Low
Pasar Kedonganan,Grouper,2023-07-09,204287,1906,Low
Pasar Kedonganan,Grouper,2023-07-16,99916,1217,Low
Pasar Kedonganan,Grouper,2023-07-23,40025,1514,Low
Pasar Kedonganan,Grouper,2023-07-30,52762,347,Medium
Pasar Kedonganan,Grouper,2023-08-06,245191,1518,High
Pasar Kedonganan,Grouper,2023-08-13,220601,1461,Medium
Pasar Kedonganan,Grouper,2023-08-20,104806,1253,Medium
Pasar Kedonganan,Grouper,2023-08-27,146088,366,Low
Pasar Kedonganan,Grouper,2023-09-03,90051,1213,Low
Pasar Kedonganan,Grouper,2023-09-10,89417,1312,High
Pasar Kedonganan,Grouper,2023-09-17,67585,1876,High
Pasar Kedonganan,Grouper,2023-09-24,137384,1214,High
Pasar Kedonganan,Grouper,2023-10-01,99548,277,Medium
Pasar Kedonganan,Grouper,2023-10-08,139271,1644,Low
Pasar Kedonganan,Grouper,2023-10-15,100168,728,Medium
Pasar Kedonganan,Grouper,2023-10-22,163079,241,Medium
Pasar Kedonganan,Grouper,2023-10-29,228959,303,Low
Pasar Kedonganan,Grouper,2023-11-05,246749,573,Low
Pasar Kedonganan,Grouper,2023-11-12,243830,1580,Low
Pasar Kedonganan,Grouper,2023-11-19,89488,1420,Medium
Pasar Kedonganan,Grouper,2023-11-26,68845,1351,Medium
Pasar Kedonganan,Grouper,2023-12-03,180131,1031,High
Pasar Kedonganan,Grouper,2023-12-10,171558,634,High
Pasar Kedonganan,Grouper,2023-12-17,82534,513,Medium
Pasar Kedonganan,Grouper,2023-12-24,162133,1939,Low
Pasar Kedonganan,Grouper,2023-12-31,177496,204,High
Pasar Kedonganan,Barramundi,2023-01-01,171776,1585,High
Pasar Kedonganan,Barramundi,2023-01-08,168689,1413,High
Pasar Kedonganan,Barramundi,2023-01-15,239677,465,Low
Pasar Kedonganan,Barramundi,2023-01-22,212185,872,Low
Pasar Kedonganan,Barramundi,2023-01-29,231680,110,Medium
Pasar Kedonganan,Barramundi,2023-02-05,154406,980,Medium
Pasar Kedonganan,Barramundi,2023-02-12,246200,285,Low
Pasar Kedonganan,Barramundi,2023-02-19,107808,359,High
Pasar Kedonganan,Barramundi,2023-02-26,202733,1501,High
Pasar Kedonganan,Barramundi,2023-03-05,103214,1935,Medium
Pasar Kedonganan,Barramundi,2023-03-12,71727,323,Medium
Pasar Kedonganan,Barramundi,2023-03-19,137731,118,High
Pasar Kedonganan,Barramundi,2023-03-26,74668,1901,High
Pasar Kedonganan,Barramundi,2023-04-02,144023,1955,Low
Pasar Kedonganan,Barramundi,2023-04-09,59946,1248,Medium
Pasar Kedonganan,Barramundi,2023-04-16,162071,412,High
Pasar Kedonganan,Barramundi,2023-04-23,213692,433,High
Pasar Kedonganan,Barramundi,2023-04-30,182382,567,Low
Pasar Kedonganan,Barramundi,2023-05-07,217407,1460,Low
Pasar Kedonganan,Barramundi,2023-05-14,165060,1747,Medium
Pasar Kedonganan,Barramundi,2023-05-21,26030,1838,High
Pasar Kedonganan,Barramundi,2023-05-28,130070,1039,Medium
Pasar Kedonganan,Barramundi,2023-06-04,39393,837,Low
Pasar Kedonganan,Barramundi,2023-06-11,53451,1246,Low
Pasar Kedonganan,Barramundi,2023-06-18,210151,1013,Medium
Pasar Kedonganan,Barramundi,2023-06-25,42268,1142,Low
Pasar Kedonganan,Barramundi,2023-07-02,215437,339,High
Pasar Kedonganan,Barramundi,2023-07-09,191319,115,High
Pasar Kedonganan,Barramundi,2023-07-16,200628,1388,High
Pasar Kedonganan,Barramundi,2023-07-23,114136,1366,Medium
Pasar Kedonganan,Barramundi,2023-07-30,166198,1996,Low
Pasar Kedonganan,Barramundi,2023-08-06,211739,1790,Medium
Pasar Kedonganan,Barramundi,2023-08-13,235773,420,Low
Pasar Kedonganan,Barramundi,2023-08-20,77489,1525,Medium
Pasar Kedonganan,Barramundi,2023-08-27,93459,1985,Medium
Pasar Kedonganan,Barramundi,2023-09-03,44342,462,Medium
Pasar Kedonganan,Barramundi,2023-09-10,160582,583,Medium
Pasar Kedonganan,Barramundi,2023-09-17,70538,1761,Medium
Pasar Kedonganan,Barramundi,2023-09-24,124441,882,Medium
Pasar Kedonganan,Barramundi,2023-10-01,145513,887,Medium
Pasar Kedonganan,Barramundi,2023-10-08,255453,1903,High
Pasar Kedonganan,Barramundi,2023-10-15,110260,427,Low
Pasar Kedonganan,Barramundi,2023-10-22,221774,563,Medium
Pasar Kedonganan,Barramundi,2023-10-29,167656,535,High
Pasar Kedonganan,Barramundi,2023-11-05,243336,1181,High
Pasar Kedonganan,Barramundi,2023-11-12,91523,763,High
Pasar Kedonganan,Barramundi,2023-11-19,216796,1074,Low
Pasar Kedonganan,Barramundi,2023-11-26,139642,309,Medium
Pasar Kedonganan,Barramundi,2023-12-03,239954,918,Medium
Pasar Kedonganan,Barramundi,2023-12-10,185676,1570,Low
Pasar Kedonganan,Barramundi,2023-12-17,107702,217,Low
Pasar Kedonganan,Barramundi,2023-12-24,252686,1588,High
Pasar Kedonganan,Barramundi,2023-12-31,201738,131,High
Pasar Kedonganan,Cod,2023-01-01,132010,1539,Medium
Pasar Kedonganan,Cod,2023-01-08,35186,1361,High
Pasar Kedonganan,Cod,2023-01-15,249157,1948,Low
Pasar Kedonganan,Cod,2023-01-22,162864,229,High
Pasar Kedonganan,Cod,2023-01-29,67034,117,Low
Pasar Kedonganan,Cod,2023-02-05,200114,1701,High
Pasar Kedonganan,Cod,2023-02-12,47893,1916,High
Pasar Kedonganan,Cod,2023-02-19,225912,1694,Low
Pasar Kedonganan,Cod,2023-02-26,227751,1528,Low
Pasar Kedonganan,Cod,2023-03-05,124554,1775,Low
Pasar Kedonganan,Cod,2023-03-12,151502,1124,Low
Pasar Kedonganan,Cod,2023-03-19,57862,650,Low
Pasar Kedonganan,Cod,2023-03-26,123208,1808,High
Pasar Kedonganan,Cod,2023-04-02,171671,405,Low
Pasar Kedonganan,Cod,2023-04-09,95784,1843,High
Pasar Kedonganan,Cod,2023-04-16,137330,769,High
Pasar Kedonganan,Cod,2023-04-23,101552,1032,Low
Pasar Kedonganan,Cod,2023-04-30,73703,260,Low
Pasar Kedonganan,Cod,2023-05-07,101721,472,Low
Pasar Kedonganan,Cod,2023-05-14,228017,1127,Medium
Pasar Kedonganan,Cod,2023-05-21,162966,1087,Low
Pasar Kedonganan,Cod,2023-05-28,229202,823,Medium
Pasar Kedonganan,Cod,2023-06-04,145907,217,High
Pasar Kedonganan,Cod,2023-06-11,203397,1578,High
Pasar Kedonganan,Cod,2023-06-18,210088,991,High
Pasar Kedonganan,Cod,2023-06-25,78895,1006,Low
Pasar Kedonganan,Cod,2023-07-02,34089,925,High
Pasar Kedonganan,Cod,2023-07-09,44012,836,Low
Pasar Kedonganan,Cod,2023-07-16,195261,454,Low
Pasar Kedonganan,Cod,2023-07-23,79606,577,Low
Pasar Kedonganan,Cod,2023-07-30,119875,1260,Medium
Pasar Kedonganan,Cod,2023-08-06,135096,758,High
Pasar Kedonganan,Cod,2023-08-13,225489,1226,Low
Pasar Kedonganan,Cod,2023-08-20,206198,1595,Medium
Pasar Kedonganan,Cod,2023-08-27,154386,832,Low
Pasar Kedonganan,Cod,2023-09-03,76828,1813,High
Pasar Kedonganan,Cod,2023-09-10,30839,1274,Low
Pasar Kedonganan,Cod,2023-09-17,157620,890,Medium
Pasar Kedonganan,Cod,2023-09-24,107369,1577,High
Pasar Kedonganan,Cod,2023-10-01,231232,950,High
Pasar Kedonganan,Cod,2023-10-08,51994,1105,High
Pasar Kedonganan,Cod,2023-10-15,205377,1411,High
Pasar Kedonganan,Cod,2023-10-22,185049,629,High
Pasar Kedonganan,Cod,2023-10-29,196903,943,Low
Pasar Kedonganan,Cod,2023-11-05,220722,140,Low
Pasar Kedonganan,Cod,2023-11-12,97400,945,Low
Pasar Kedonganan,Cod,2023-11-19,172811,189,High
Pasar Kedonganan,Cod,2023-11-26,72202,242,High
Pasar Kedonganan,Cod,2023-12-03,106067,1960,High
Pasar Kedonganan,Cod,2023-12-10,161427,702,High
Pasar Kedonganan,Cod,2023-12-17,175813,1665,Medium
Pasar Kedonganan,Cod,2023-12-24,77884,1145,Low
Pasar Kedonganan,Cod,2023-12-31,117457,595,High
Pasar Kedonganan,Mahi-mahi,2023-01-01,56887,729,High
Pasar Kedonganan,Mahi-mahi,2023-01-08,99393,320,High
Pasar Kedonganan,Mahi-mahi,2023-01-15,143545,1122,High
Pasar Kedonganan,Mahi-mahi,2023-01-22,86501,360,Medium
Pasar Kedonganan,Mahi-mahi,2023-01-29,190681,576,Medium
Pasar Kedonganan,Mahi-mahi,2023-02-05,132997,1645,Low
Pasar Kedonganan,Mahi-mahi,2023-02-12,239377,557,Medium
Pasar Kedonganan,Mahi-mahi,2023-02-19,206576,1124,Medium
Pasar Kedonganan,Mahi-mahi,2023-02-26,104182,631,High
Pasar Kedonganan,Mahi-mahi,2023-03-05,69490,1131,High
Pasar Kedonganan,Mahi-mahi,2023-03-12,48210,694,Low
Pasar Kedonganan,Mahi-mahi,2023-03-19,95866,1610,Low
Pasar Kedonganan,Mahi-mahi,2023-03-26,190800,1719,Medium
Pasar Kedonganan,Mahi-mahi,2023-04-02,178098,371,High
Pasar Kedonganan,Mahi-mahi,2023-04-09,206451,1711,High
Pasar Kedonganan,Mahi-mahi,2023-04-16,126339,1020,Medium
Pasar Kedonganan,Mahi-mahi,2023-04-23,183458,1071,High
Pasar Kedonganan,Mahi-mahi,2023-04-30,176779,407,Low
Pasar Kedonganan,Mahi-mahi,2023-05-07,245458,1466,Medium
Pasar Kedonganan,Mahi-mahi,2023-05-14,109340,1722,Medium
Pasar Kedonganan,Mahi-mahi,2023-05-21,55309,1134,Low
Pasar Kedonganan,Mahi-mahi,2023-05-28,84546,1626,Low
Pasar Kedonganan,Mahi-mahi,2023-06-04,126414,325,High
Pasar Kedonganan,Mahi-mahi,2023-06-11,83271,1847,High
Pasar Kedonganan,Mahi-mahi,2023-06-18,74134,723,Low
Pasar Kedonganan,Mahi-mahi,2023-06-25,92433,184,Low
Pasar Kedonganan,Mahi-mahi,2023-07-02,65130,484,High
Pasar Kedonganan,Mahi-mahi,2023-07-09,242951,315,High
Pasar Kedonganan,Mahi-mahi,2023-07-16,158664,110,High
Pasar Kedonganan,Mahi-mahi,2023-07-23,154433,1412,High
Pasar Kedonganan,Mahi-mahi,2023-07-30,74292,1072,Medium
Pasar Kedonganan,Mahi-mahi,2023-08-06,127611,338,Low
Pasar Kedonganan,Mahi-mahi,2023-08-13,107201,1113,Medium
Pasar Kedonganan,Mahi-mahi,2023-08-20,97350,961,Medium
Pasar Kedonganan,Mahi-mahi,2023-08-27,201707,1995,Low
Pasar Kedonganan,Mahi-mahi,2023-09-03,250054,707,High
Pasar Kedonganan,Mahi-mahi,2023-09-10,77279,1098,Low
Pasar Kedonganan,Mahi-mahi,2023-09-17,52926,1691,Medium
Pasar Kedonganan,Mahi-mahi,2023-09-24,232196,1987,High
Pasar Kedonganan,Mahi-mahi,2023-10-01,59736,1640,High
Pasar Kedonganan,Mahi-mahi,2023-10-08,25427,783,Low
Pasar Kedonganan,Mahi-mahi,2023-10-15,151711,536,Medium
Pasar Kedonganan,Mahi-mahi,2023-10-22,75990,621,Low
Pasar Kedonganan,Mahi-mahi,2023-10-29,37904,1058,High
Pasar Kedonganan,Mahi-mahi,2023-11-05,164508,835,Medium
Pasar Kedonganan,Mahi-mahi,2023-11-12,165047,286,Medium
Pasar Kedonganan,Mahi-mahi,2023-11-19,91775,1240,Low
Pasar Kedonganan,Mahi-mahi,2023-11-26,231684,773,High
Pasar Kedonganan,Mahi-mahi,2023-12-03,121041,691,Medium
Pasar Kedonganan,Mahi-mahi,2023-12-10,37738,1163,High
Pasar Kedonganan,Mahi-mahi,2023-12-17,237508,688,Low
Pasar Kedonganan,Mahi-mahi,2023-12-24,251854,1187,High
Pasar Kedonganan,Mahi-mahi,2023-12-31,39028,310,Low
Pasar Kedonganan,Swordfish,2023-01-01,203636,1090,Low
Pasar Kedonganan,Swordfish,2023-01-08,136891,1694,Low
Pasar Kedonganan,Swordfish,2023-01-15,117192,592,High
Pasar Kedonganan,Swordfish,2023-01-22,62741,1569,Low
Pasar Kedonganan,Swordfish,2023-01-29,220083,1752,Medium
Pasar Kedonganan,Swordfish,2023-02-05,143291,143,Medium
Pasar Kedonganan,Swordfish,2023-02-12,164911,615,High
Pasar Kedonganan,Swordfish,2023-02-19,106320,1441,Low
Pasar Kedonganan,Swordfish,2023-02-26,228516,650,High
Pasar Kedonganan,Swordfish,2023-03-05,233737,1538,Medium
Pasar Kedonganan,Swordfish,2023-03-12,38463,1701,High
Pasar Kedonganan,Swordfish,2023-03-19,142820,388,Low
Pasar Kedonganan,Swordfish,2023-03-26,247921,947,High
Pasar Kedonganan,Swordfish,2023-04-02,104689,255,Low
Pasar Kedonganan,Swordfish,2023-04-09,77049,1365,High
Pasar Kedonganan,Swordfish,2023-04-16,170833,640,Low
Pasar Kedonganan,Swordfish,2023-04-23,112143,175,High
Pasar Kedonganan,Swordfish,2023-04-30,182135,166,High
Pasar Kedonganan,Swordfish,2023-05-07,160844,1654,High
Pasar Kedonganan,Swordfish,2023-05-14,193084,1941,Medium
Pasar Kedonganan,Swordfish,2023-05-21,48732,440,High
Pasar Kedonganan,Swordfish,2023-05-28,237464,1234,Medium
Pasar Kedonganan,Swordfish,2023-06-04,241026,229,Medium
Pasar Kedonganan,Swordfish,2023-06-11,58400,425,Low
Pasar Kedonganan,Swordfish,2023-06-18,177384,509,Low
Pasar Kedonganan,Swordfish,2023-06-25,107945,593,Medium
Pasar Kedonganan,Swordfish,2023-07-02,178152,948,Low
Pasar Kedonganan,Swordfish,2023-07-09,98121,927,Medium
Pasar Kedonganan,Swordfish,2023-07-16,80359,1872,High
Pasar Kedonganan,Swordfish,2023-07-23,173933,733,Medium
Pasar Kedonganan,Swordfish,2023-07-30,131801,1960,Low
Pasar Kedonganan,Swordfish,2023-08-06,74929,241,High
Pasar Kedonganan,Swordfish,2023-08-13,56641,250,Medium
Pasar Kedonganan,Swordfish,2023-08-20,192111,1502,Medium
Pasar Kedonganan,Swordfish,2023-08-27,207965,139,Low
Pasar Kedonganan,Swordfish,2023-09-03,117289,557,Low
Pasar Kedonganan,Swordfish,2023-09-10,252317,1380,Low
Pasar Kedonganan,Swordfish,2023-09-17,216250,864,Medium
Pasar Kedonganan,Swordfish,2023-09-24,91558,1786,Low
Pasar Kedonganan,Swordfish,2023-10-01,172949,475,High
Pasar Kedonganan,Swordfish,2023-10-08,52546,1125,High
Pasar Kedonganan,Swordfish,2023-10-15,242520,1826,Low
Pasar Kedonganan,Swordfish,2023-10-22,120819,462,Low
Pasar Kedonganan,Swordfish,2023-10-29,203507,880,Low
Pasar Kedonganan,Swordfish,2023-11-05,26973,855,High
Pasar Kedonganan,Swordfish,2023-11-12,91488,717,Medium
Pasar Kedonganan,Swordfish,2023-11-19,109013,1375,Low
Pasar Kedonganan,Swordfish,2023-11-26,98413,158,Low
Pasar Kedonganan,Swordfish,2023-12-03,77025,319,Low
Pasar Kedonganan,Swordfish,2023-12-10,178456,1461,High
Pasar Kedonganan,Swordfish,2023-12-17,102079,1508,Low
Pasar Kedonganan,Swordfish,2023-12-24,121207,134,High
Pasar Kedonganan,Swordfish,2023-12-31,106709,527,Medium
Pasar Kedonganan,Halibut,2023-01-01,244666,820,Low
Pasar Kedonganan,Halibut,2023-01-08,148529,821,Low
Pasar Kedonganan,Halibut,2023-01-15,65963,1606,Low
Pasar Kedonganan,Halibut,2023-01-22,172019,1779,Low
Pasar Kedonganan,Halibut,2023-01-29,239326,520,Medium
Pasar Kedonganan,Halibut,2023-02-05,218793,1768,Low
Pasar Kedonganan,Halibut,2023-02-12,97220,803,Low
Pasar Kedonganan,Halibut,2023-02-19,100832,1361,High
Pasar Kedonganan,Halibut,2023-02-26,164273,102,Low
Pasar Kedonganan,Halibut,2023-03-05,240271,1864,High
Pasar Kedonganan,Halibut,2023-03-12,83341,927,Medium
Pasar Kedonganan,Halibut,2023-03-19,248406,1023,Low
Pasar Kedonganan,Halibut,2023-03-26,208158,764,Medium
Pasar Kedonganan,Halibut,2023-04-02,107300,1237,Low
Pasar Kedonganan,Halibut,2023-04-09,126546,357,High
Pasar Kedonganan,Halibut,2023-04-16,92895,194,Medium
Pasar Kedonganan,Halibut,2023-04-23,189336,536,Low
Pasar Kedonganan,Halibut,2023-04-30,100019,948,Low
Pasar Kedonganan,Halibut,2023-05-07,143010,1285,High
Pasar Kedonganan,Halibut,2023-05-14,183881,571,Low
Pasar Kedonganan,Halibut,2023-05-21,251078,717,Medium
Pasar Kedonganan,Halibut,2023-05-28,91292,552,Medium
Pasar Kedonganan,Halibut,2023-06-04,38226,1911,High
Pasar Kedonganan,Halibut,2023-06-11,56379,1331,Low
Pasar Kedonganan,Halibut,2023-06-18,170607,1777,Medium
Pasar Kedonganan,Halibut,2023-06-25,103101,1519,Low
Pasar Kedonganan,Halibut,2023-07-02,154871,811,High
Pasar Kedonganan,Halibut,2023-07-09,167644,854,Medium
Pasar Kedonganan,Halibut,2023-07-16,179146,385,Medium
Pasar Kedonganan,Halibut,2023-07-23,236227,981,High
Pasar Kedonganan,Halibut,2023-07-30,202256,1208,Medium
Pasar Kedonganan,Halibut,2023-08-06,231360,346,High
Pasar Kedonganan,Halibut,2023-08-13,120643,1578,Medium
Pasar Kedonganan,Halibut,2023-08-20,144022,420,High
Pasar Kedonganan,Halibut,2023-08-27,73303,319,Medium
Pasar Kedonganan,Halibut,2023-09-03,102246,1796,Low
Pasar Kedonganan,Halibut,2023-09-10,229465,897,Low
Pasar Kedonganan,Halibut,2023-09-17,47931,160,Medium
Pasar Kedonganan,Halibut,2023-09-24,49789,1549,High
Pasar Kedonganan,Halibut,2023-10-01,91465,737,Low
Pasar Kedonganan,Halibut,2023-10-08,227415,1005,Medium
Pasar Kedonganan,Halibut,2023-10-15,208406,1355,Medium
Pasar Kedonganan,Halibut,2023-10-22,64415,485,High
Pasar Kedonganan,Halibut,2023-10-29,120114,948,High
Pasar Kedonganan,Halibut,2023-11-05,111156,487,Low
Pasar Kedonganan,Halibut,2023-11-12,187223,1819,Low
Pasar Kedonganan,Halibut,2023-11-19,105784,1259,High
Pasar Kedonganan,Halibut,2023-11-26,208213,1429,Low
Pasar Kedonganan,Halibut,2023-12-03,117501,486,Medium
Pasar Kedonganan,Halibut,2023-12-10,97024,824,Low
Pasar Kedonganan,Halibut,2023-12-17,115429,883,Medium
Pasar Kedonganan,Halibut,2023-12-24,151261,1406,Medium
Pasar Kedonganan,Halibut,2023-12-31,238207,469,Medium
Pasar Kedonganan,Sea Bass,2023-01-01,169779,1042,High
Pasar Kedonganan,Sea Bass,2023-01-08,67480,1633,High
Pasar Kedonganan,Sea Bass,2023-01-15,133656,446,Low
Pasar Kedonganan,Sea Bass,2023-01-22,229582,101,High
Pasar Kedonganan,Sea Bass,2023-01-29,184177,1556,Low
Pasar Kedonganan,Sea Bass,2023-02-05,198712,645,Medium
Pasar Kedonganan,Sea Bass,2023-02-12,50431,1124,High
Pasar Kedonganan,Sea Bass,2023-02-19,194198,1556,High
Pasar Kedonganan,Sea Bass,2023-02-26,116202,1562,High
Pasar Kedonganan,Sea Bass,2023-03-05,130653,590,High
Pasar Kedonganan,Sea Bass,2023-03-12,185210,154,Low
Pasar Kedonganan,Sea Bass,2023-03-19,83092,1562,Low
Pasar Kedonganan,Sea Bass,2023-03-26,244840,890,Low
Pasar Kedonganan,Sea Bass,2023-04-02,214447,1769,Low
Pasar Kedonganan,Sea Bass,2023-04-09,120117,633,Medium
Pasar Kedonganan,Sea Bass,2023-04-16,98739,1491,Low
Pasar Kedonganan,Sea Bass,2023-04-23,216312,1182,Medium
Pasar Kedonganan,Sea Bass,2023-04-30,53268,332,High
Pasar Kedonganan,Sea Bass,2023-05-07,140273,646,Medium
Pasar Kedonganan,Sea Bass,2023-05-14,228623,877,Low
Pasar Kedonganan,Sea Bass,2023-05-21,75215,507,Medium
Pasar Kedonganan,Sea Bass,2023-05-28,209029,461,Low
Pasar Kedonganan,Sea Bass,2023-06-04,189726,1501,Low
Pasar Kedonganan,Sea Bass,2023-06-11,240299,617,Medium
Pasar Kedonganan,Sea Bass,2023-06-18,41749,612,Medium
Pasar Kedonganan,Sea Bass,2023-06-25,203213,133,Medium
Pasar Kedonganan,Sea Bass,2023-07-02,166682,434,Medium
Pasar Kedonganan,Sea Bass,2023-07-09,134117,1957,Low
Pasar Kedonganan,Sea Bass,2023-07-16,103011,1076,Low
Pasar Kedonganan,Sea Bass,2023-07-23,67313,1510,Low
Pasar Kedonganan,Sea Bass,2023-07-30,145562,1723,High
Pasar Kedonganan,Sea Bass,2023-08-06,158016,252,Low
Pasar Kedonganan,Sea Bass,2023-08-13,68749,237,High
Pasar Kedonganan,Sea Bass,2023-08-20,203397,549,High
Pasar Kedonganan,Sea Bass,2023-08-27,138053,360,Medium
Pasar Kedonganan,Sea Bass,2023-09-03,138329,1086,Low
Pasar Kedonganan,Sea Bass,2023-09-10,257301,1742,Medium
Pasar Kedonganan,Sea Bass,2023-09-17,110451,697,High
Pasar Kedonganan,Sea Bass,2023-09-24,184900,1502,Medium
Pasar Kedonganan,Sea Bass,2023-10-01,67815,1286,Medium
Pasar Kedonganan,Sea Bass,2023-10-08,28867,1751,High
Pasar Kedonganan,Sea Bass,2023-10-15,61621,1355,Medium
Pasar Kedonganan,Sea Bass,2023-10-22,77460,324,Medium
Pasar Kedonganan,Sea Bass,2023-10-29,194938,976,Medium
Pasar Kedonganan,Sea Bass,2023-11-05,56532,1133,Low
Pasar Kedonganan,Sea Bass,2023-11-12,46423,2000,Low
Pasar Kedonganan,Sea Bass,2023-11-19,77469,1902,Low
Pasar Kedonganan,Sea Bass,2023-11-26,107822,753,Low
Pasar Kedonganan,Sea Bass,2023-12-03,148236,552,High
Pasar Kedonganan,Sea Bass,2023-12-10,47420,1341,Medium
Pasar Kedonganan,Sea Bass,2023-12-17,136490,982,Low
Pasar Kedonganan,Sea Bass,2023-12-24,98407,493,High
Pasar Kedonganan,Sea Bass,2023-12-31,196682,1427,Low
TPI Muncar,Tuna,2023-01-01,100664,1305,High
TPI Muncar,Tuna,2023-01-08,135310,1294,High
TPI Muncar,Tuna,2023-01-15,258061,555,Medium
TPI Muncar,Tuna,2023-01-22,147557,797,High
TPI Muncar,Tuna,2023-01-29,30802,1106,Low
TPI Muncar,Tuna,2023-02-05,224327,1039,Low
TPI Muncar,Tuna,2023-02-12,98997,328,Low
TPI Muncar,Tuna,2023-02-19,37712,1033,Low
TPI Muncar,Tuna,2023-02-26,65888,1990,Low
TPI Muncar,Tuna,2023-03-05,85361,1176,Medium
TPI Muncar,Tuna,2023-03-12,118285,1486,Low
TPI Muncar,Tuna,2023-03-19,83534,1865,Low
TPI Muncar,Tuna,2023-03-26,151739,1882,Medium
TPI Muncar,Tuna,2023-04-02,124343,1701,Medium
TPI Muncar,Tuna,2023-04-09,157434,417,Low
TPI Muncar,Tuna,2023-04-16,99694,247,High
TPI Muncar,Tuna,2023-04-23,198331,183,Low
TPI Muncar,Tuna,2023-04-30,42283,633,Medium
TPI Muncar,Tuna,2023-05-07,35917,1637,High
TPI Muncar,Tuna,2023-05-14,153271,723,Low
TPI Muncar,Tuna,2023-05-21,84347,1948,High
TPI Muncar,Tuna,2023-05-28,75689,1122,Medium
TPI Muncar,Tuna,2023-06-04,124624,1567,High
TPI Muncar,Tuna,2023-06-11,222091,1758,High
TPI Muncar,Tuna,2023-06-18,133086,1727,Low
TPI Muncar,Tuna,2023-06-25,168886,1071,Low
TPI Muncar,Tuna,2023-07-02,106573,257,Medium
TPI Muncar,Tuna,2023-07-09,207568,1316,Medium
TPI Muncar,Tuna,2023-07-16,48914,1845,High
TPI Muncar,Tuna,2023-07-23,70667,112,Low
TPI Muncar,Tuna,2023-07-30,43985,1531,High
TPI Muncar,Tuna,2023-08-06,61377,1795,Medium
TPI Muncar,Tuna,2023-08-13,92557,1410,Low
