goat_id,breed,gender,birth_date,age_months,weight_kg,height_cm,health_status,market_price,owner_id,farm_id,registration_date
GT5994,LaMancha,Female,3/30/2018,87,62.11,45,Mild Illness,1111,OWN034,FRM006,11/16/2023
GT5995,Toggenburg,Female,11/28/2023,18,60.89,60,Quarantine,418,OWN009,FRM014,3/20/2025
GT5996,Toggenburg,Female,5/12/2022,37,16.5,50,Under Treatment,855,OWN032,FRM018,6/27/2023
GT5997,Toggenburg,Male,1/8/2023,29,30.27,73,Mild Illness,359,OWN019,FRM006,6/5/2023
GT5998,Saanen,Female,2/15/2016,113,58.46,69,Mild Illness,753,OWN031,FRM020,7/5/2024
GT5999,LaMancha,Female,3/3/2019,76,77.76,61,Mild Illness,602,OWN008,FRM016,9/30/2024
GT6000,LaMancha,Male,10/9/2022,32,44.22,47,Under Treatment,1462,OWN031,FRM014,2/21/2025
GT6001,Alpine,Male,12/13/2023,17,17.08,64,Healthy,1102,OWN034,FRM009,4/13/2024
GT6002,Toggenburg,Female,4/15/2017,99,31.45,45,Healthy,880,OWN029,FRM015,4/4/2023
GT6003,Boer,Female,12/25/2019,66,78.08,53,Healthy,1428,OWN040,FRM016,8/19/2024
GT6004,LaMancha,Female,5/1/2022,37,69.76,66,Mild Illness,847,OWN022,FRM010,8/18/2022
GT6005,Nubian,Female,8/18/2020,58,36.72,72,Quarantine,1130,OWN012,FRM020,5/27/2023
GT6006,Nubian,Male,6/13/2017,97,79.61,55,Mild Illness,1060,OWN031,FRM020,8/28/2019
GT6007,Boer,Male,9/7/2018,82,43.17,46,Healthy,843,OWN050,FRM009,12/27/2023
GT6008,Saanen,Male,4/30/2024,13,48.59,73,Mild Illness,1340,OWN027,FRM018,5/11/2025
GT6009,LaMancha,Male,3/17/2019,75,79.29,84,Mild Illness,615,OWN035,FRM020,2/9/2024
GT6010,LaMancha,Female,7/5/2021,47,23.96,67,Under Treatment,1066,OWN042,FRM017,11/18/2021
GT6011,Toggenburg,Female,9/5/2016,106,27.14,71,Quarantine,377,OWN004,FRM008,12/23/2024
GT6012,Boer,Female,6/6/2018,85,39.24,62,Healthy,1345,OWN020,FRM007,8/24/2024
GT6013,Alpine,Male,5/5/2020,61,60.89,82,Mild Illness,1040,OWN010,FRM016,5/18/2025
GT6014,Nubian,Female,5/25/2023,24,15.26,70,Healthy,307,OWN047,FRM003,6/1/2024
GT6015,Nubian,Female,8/2/2023,22,41.82,63,Quarantine,274,OWN038,FRM014,8/20/2023
GT6016,Saanen,Female,9/5/2017,94,54.32,47,Healthy,213,OWN004,FRM020,3/26/2023
GT6017,Saanen,Female,7/23/2020,59,40.49,82,Under Treatment,832,OWN022,FRM010,5/2/2025
GT6018,Toggenburg,Male,7/9/2021,47,17.52,51,Quarantine,1262,OWN018,FRM013,2/21/2025
GT6019,Nubian,Female,7/9/2018,84,62.27,55,Healthy,844,OWN012,FRM005,11/12/2022
GT6020,Boer,Female,7/22/2021,47,59.62,57,Healthy,1222,OWN050,FRM007,2/8/2023
GT6021,Nubian,Male,5/17/2019,73,41.76,70,Under Treatment,1018,OWN037,FRM004,1/2/2020
GT6022,Saanen,Female,3/20/2020,63,18.84,79,Quarantine,334,OWN008,FRM016,6/23/2020
GT6023,Saanen,Male,6/20/2020,60,58.48,61,Healthy,500,OWN023,FRM002,7/13/2023
GT6024,Saanen,Female,10/26/2020,56,32.53,54,Quarantine,1061,OWN017,FRM008,7/22/2024
GT6025,Boer,Female,11/15/2016,104,64.58,71,Under Treatment,487,OWN028,FRM012,11/27/2020
GT6026,Saanen,Female,6/1/2016,109,78.26,63,Quarantine,1204,OWN044,FRM009,9/3/2022
GT6027,Saanen,Male,10/16/2015,117,79.74,45,Mild Illness,1241,OWN024,FRM019,6/5/2016
GT6028,Boer,Male,11/10/2018,79,61.61,80,Quarantine,903,OWN023,FRM020,9/24/2020
GT6029,Toggenburg,Female,10/20/2015,117,75,81,Mild Illness,321,OWN017,FRM003,4/9/2025
GT6030,Toggenburg,Female,5/25/2023,24,72.3,55,Mild Illness,667,OWN004,FRM004,8/14/2024
GT6031,Alpine,Female,11/17/2021,43,62.35,46,Mild Illness,1484,OWN009,FRM020,1/9/2024
GT6032,Alpine,Female,3/7/2016,112,60.82,63,Under Treatment,665,OWN015,FRM005,2/24/2018
GT6033,LaMancha,Female,9/25/2017,93,37.43,74,Quarantine,1221,OWN045,FRM010,10/16/2024
GT6034,Toggenburg,Male,9/9/2017,94,34.17,75,Quarantine,465,OWN017,FRM013,12/9/2024
GT6035,Toggenburg,Female,5/22/2017,97,74.38,75,Mild Illness,1244,OWN014,FRM010,4/25/2022
GT6036,Saanen,Male,9/5/2023,21,41.65,85,Healthy,244,OWN003,FRM020,6/24/2024
GT6037,LaMancha,Female,1/22/2024,16,51.34,63,Mild Illness,1456,OWN033,FRM006,11/11/2024
GT6038,LaMancha,Male,1/5/2018,90,19.29,85,Under Treatment,468,OWN008,FRM005,1/21/2021
GT6039,LaMancha,Male,8/29/2023,21,42.54,77,Under Treatment,1437,OWN031,FRM002,3/20/2024
GT6040,Oberhasli,Male,2/22/2019,76,33.47,82,Healthy,203,OWN022,FRM012,8/17/2021
GT6041,Alpine,Male,9/18/2017,93,38.51,78,Under Treatment,668,OWN017,FRM012,1/20/2021
GT6042,Alpine,Female,3/15/2021,51,77.48,54,Mild Illness,787,OWN014,FRM009,4/3/2025
GT6043,Boer,Male,12/18/2021,42,61.59,74,Healthy,1252,OWN050,FRM001,3/23/2023
GT6044,Alpine,Male,9/8/2022,33,19.62,60,Under Treatment,1449,OWN042,FRM010,6/25/2023
GT6045,Nubian,Female,1/19/2024,16,75.64,79,Under Treatment,867,OWN040,FRM001,10/4/2024
GT6046,Toggenburg,Female,1/16/2022,41,28.6,52,Mild Illness,1271,OWN011,FRM003,10/26/2022
GT6047,Toggenburg,Male,1/16/2019,77,66.62,56,Quarantine,831,OWN041,FRM005,5/25/2022
GT6048,Saanen,Male,1/22/2024,16,35.76,61,Quarantine,1333,OWN033,FRM019,1/26/2024
GT6049,Nubian,Female,8/29/2019,70,56.32,74,Healthy,1198,OWN004,FRM012,9/17/2020
GT6050,Oberhasli,Male,7/10/2019,71,43.86,84,Under Treatment,240,OWN041,FRM013,2/25/2023
GT6051,Nubian,Female,12/8/2018,79,58.47,56,Quarantine,1028,OWN012,FRM009,5/16/2021
GT6052,Toggenburg,Male,3/16/2023,27,23.45,66,Quarantine,513,OWN001,FRM016,5/5/2023
GT6053,LaMancha,Male,11/13/2016,104,31.6,76,Healthy,1185,OWN033,FRM020,8/7/2021
GT6054,Oberhasli,Male,1/20/2021,53,43.66,78,Quarantine,1213,OWN043,FRM011,5/6/2022
GT6055,Nubian,Male,2/15/2018,88,55.32,84,Quarantine,599,OWN025,FRM019,4/6/2020
GT6056,Oberhasli,Male,9/30/2018,81,67.7,64,Under Treatment,767,OWN018,FRM004,7/15/2023
GT6057,Oberhasli,Male,4/28/2017,98,78.82,68,Quarantine,1364,OWN010,FRM017,6/2/2025
GT6058,Nubian,Female,3/14/2023,27,67.56,83,Healthy,406,OWN027,FRM012,8/28/2023
GT6059,Saanen,Female,6/27/2016,108,54.21,81,Under Treatment,539,OWN031,FRM010,4/9/2023
GT6060,Alpine,Female,12/11/2020,54,77.25,68,Under Treatment,658,OWN013,FRM007,12/13/2020
GT6061,Saanen,Female,8/13/2022,34,52.32,59,Healthy,636,OWN042,FRM010,5/28/2024
GT6062,Oberhasli,Female,5/20/2021,49,36.42,69,Healthy,1462,OWN028,FRM004,9/30/2024
GT6063,Oberhasli,Female,1/20/2020,65,39.66,85,Healthy,491,OWN008,FRM001,2/26/2024
GT6064,Oberhasli,Male,11/28/2020,54,66.08,55,Quarantine,1282,OWN028,FRM010,4/11/2023
GT6065,Toggenburg,Female,1/2/2018,90,72.71,78,Quarantine,315,OWN050,FRM001,4/10/2020
GT6066,Boer,Male,6/15/2018,84,56.37,65,Mild Illness,1250,OWN042,FRM002,10/22/2018
GT6067,Oberhasli,Female,10/23/2016,104,27.56,84,Healthy,877,OWN014,FRM016,6/21/2019
GT6068,Oberhasli,Female,12/27/2021,41,79.11,58,Mild Illness,1339,OWN030,FRM019,4/23/2023
GT6069,Oberhasli,Male,1/31/2021,52,61.08,76,Under Treatment,988,OWN050,FRM006,11/20/2021
GT6070,Nubian,Female,11/15/2016,104,74.2,84,Quarantine,849,OWN013,FRM003,9/4/2023
GT6071,Saanen,Female,10/26/2016,104,25.63,61,Mild Illness,1303,OWN032,FRM005,12/3/2024
GT6072,Oberhasli,Male,9/20/2019,69,43.89,73,Mild Illness,398,OWN020,FRM010,6/22/2020
GT6073,Boer,Female,1/13/2017,102,67.6,52,Quarantine,753,OWN021,FRM019,3/3/2020
GT6074,Oberhasli,Female,7/28/2021,46,26.43,61,Mild Illness,1332,OWN018,FRM001,2/24/2023
GT6075,LaMancha,Male,3/6/2020,63,64.85,73,Healthy,926,OWN029,FRM008,5/2/2023
GT6076,Toggenburg,Female,3/16/2024,14,49.32,45,Quarantine,320,OWN021,FRM004,5/29/2024
GT6077,LaMancha,Male,8/8/2020,58,37.72,52,Healthy,592,OWN006,FRM018,3/16/2023
GT6078,Alpine,Female,10/11/2017,93,23.49,46,Quarantine,927,OWN038,FRM004,10/18/2019
GT6079,Boer,Female,11/12/2020,55,68.86,68,Quarantine,1079,OWN005,FRM020,2/10/2025
GT6080,Alpine,Female,7/28/2021,46,62.33,69,Healthy,388,OWN047,FRM011,10/3/2021
GT6081,Saanen,Female,12/31/2015,114,30.25,45,Healthy,202,OWN012,FRM013,6/27/2020
GT6082,Toggenburg,Female,7/6/2020,59,37.24,69,Under Treatment,1145,OWN024,FRM014,7/18/2024
GT6083,Oberhasli,Female,5/23/2024,12,38.58,74,Mild Illness,485,OWN038,FRM016,6/25/2024
GT6084,Alpine,Female,8/5/2023,22,20.43,48,Under Treatment,205,OWN028,FRM017,10/19/2024
GT6085,Boer,Male,3/24/2017,99,66.5,54,Mild Illness,699,OWN004,FRM020,8/27/2021
GT6086,Oberhasli,Female,1/14/2017,102,72.93,72,Mild Illness,440,OWN020,FRM016,11/15/2023
GT6087,Toggenburg,Male,9/12/2023,21,71.15,51,Quarantine,884,OWN015,FRM015,4/17/2025
GT6088,Nubian,Male,5/11/2022,37,35.93,63,Mild Illness,1312,OWN039,FRM001,2/16/2024
GT6089,Alpine,Male,9/20/2020,57,56.27,71,Mild Illness,1385,OWN013,FRM002,6/29/2022
GT6090,LaMancha,Female,7/31/2020,58,22.24,48,Quarantine,428,OWN004,FRM014,7/22/2023
GT6091,Alpine,Male,5/1/2017,98,40.82,48,Mild Illness,1087,OWN030,FRM002,9/12/2019
GT6092,Boer,Male,4/18/2024,13,32.5,52,Quarantine,1375,OWN041,FRM016,6/9/2024
GT6093,Alpine,Female,10/2/2017,93,58.86,51,Under Treatment,1044,OWN029,FRM002,11/11/2017
GT6094,LaMancha,Female,1/23/2016,114,58.75,80,Quarantine,755,OWN040,FRM014,6/23/2024
GT6095,Oberhasli,Male,1/20/2019,77,71.09,54,Mild Illness,237,OWN033,FRM016,5/4/2020
GT6096,LaMancha,Female,6/9/2019,72,61.29,73,Mild Illness,724,OWN050,FRM007,11/17/2022
GT6097,Alpine,Female,12/21/2020,54,55.41,78,Quarantine,1301,OWN044,FRM014,4/9/2021
GT6098,Nubian,Female,3/16/2019,75,79.12,77,Mild Illness,679,OWN001,FRM002,7/7/2022
GT6099,LaMancha,Female,4/19/2022,38,19.21,65,Under Treatment,1199,OWN022,FRM019,10/8/2024
GT6100,Boer,Male,11/3/2016,104,22.52,57,Mild Illness,987,OWN029,FRM005,9/18/2018
GT6101,Toggenburg,Male,10/25/2023,19,19.27,65,Quarantine,1113,OWN049,FRM017,12/3/2023
GT6102,Saanen,Female,2/10/2018,89,16.15,55,Mild Illness,801,OWN049,FRM013,3/5/2024
GT6103,Boer,Male,3/5/2022,39,56.65,73,Healthy,1060,OWN021,FRM002,2/8/2024
GT6104,LaMancha,Female,5/8/2018,86,58.56,55,Mild Illness,416,OWN024,FRM019,6/9/2021
GT6105,Alpine,Male,8/20/2019,70,45.5,79,Healthy,656,OWN008,FRM020,5/27/2024
GT6106,Saanen,Female,10/4/2019,69,21.9,49,Mild Illness,980,OWN038,FRM001,1/1/2025
GT6107,Saanen,Female,4/16/2019,74,73.68,83,Healthy,822,OWN028,FRM010,2/7/2025
GT6108,Boer,Female,4/12/2023,26,18.9,67,Healthy,872,OWN007,FRM020,4/25/2025
GT6109,Oberhasli,Male,3/17/2024,14,55.05,54,Quarantine,1346,OWN037,FRM003,7/1/2024
GT6110,Oberhasli,Male,5/21/2019,73,55.45,55,Quarantine,1295,OWN039,FRM002,9/11/2020
GT6111,Saanen,Female,9/5/2021,45,77.22,48,Quarantine,1270,OWN005,FRM010,3/26/2025
GT6112,Boer,Male,7/20/2023,22,42.88,85,Quarantine,996,OWN007,FRM004,8/3/2024
GT6113,Alpine,Female,5/29/2016,109,59.51,83,Under Treatment,534,OWN001,FRM014,8/12/2018
GT6114,Oberhasli,Female,4/17/2019,74,18.26,46,Under Treatment,1262,OWN048,FRM012,2/12/2020
GT6115,LaMancha,Male,1/18/2022,41,33.21,45,Under Treatment,1476,OWN042,FRM016,2/9/2025
GT6116,Alpine,Female,8/13/2021,46,60.61,56,Under Treatment,213,OWN003,FRM008,10/15/2021
GT6117,Saanen,Male,6/17/2015,121,20.43,49,Quarantine,389,OWN029,FRM012,10/3/2024
GT6118,LaMancha,Female,6/8/2019,72,26.57,54,Under Treatment,1450,OWN020,FRM015,1/9/2022
GT6119,Alpine,Female,1/19/2016,114,56.94,51,Under Treatment,1407,OWN023,FRM017,5/23/2020
GT6120,Nubian,Male,12/24/2016,102,79.7,49,Healthy,369,OWN001,FRM005,7/29/2023
GT6121,Oberhasli,Female,10/23/2022,31,30.11,61,Mild Illness,496,OWN029,FRM016,2/5/2024
GT6122,Toggenburg,Female,6/9/2022,36,18.57,65,Under Treatment,538,OWN028,FRM017,11/18/2024
GT6123,Nubian,Male,8/1/2023,22,55.11,68,Under Treatment,740,OWN013,FRM009,2/2/2024
GT6124,Boer,Male,2/4/2024,16,20.94,78,Healthy,440,OWN008,FRM011,5/4/2024
GT6125,Toggenburg,Female,7/10/2017,96,46.02,83,Under Treatment,404,OWN044,FRM012,1/10/2019
GT6126,Oberhasli,Male,12/18/2021,42,28.7,79,Under Treatment,954,OWN016,FRM006,9/4/2024
GT6127,Nubian,Female,7/21/2016,108,38.51,77,Mild Illness,1448,OWN032,FRM008,5/12/2018
GT6128,Saanen,Female,11/4/2021,43,35.78,55,Under Treatment,506,OWN044,FRM008,1/29/2022
GT6129,Nubian,Female,6/27/2019,72,30.26,54,Healthy,618,OWN037,FRM012,2/18/2025
GT6130,Oberhasli,Female,3/29/2017,99,66.45,72,Under Treatment,1095,OWN011,FRM018,11/8/2019
GT6131,Saanen,Female,10/6/2020,56,27.82,59,Under Treatment,238,OWN001,FRM014,1/7/2025
GT6132,Toggenburg,Female,9/1/2022,33,70.68,65,Under Treatment,1271,OWN003,FRM010,1/8/2024
GT6133,Oberhasli,Male,4/2/2022,38,54.85,63,Healthy,1174,OWN044,FRM018,12/2/2022
GT6134,Nubian,Female,5/15/2022,37,27.17,67,Quarantine,568,OWN037,FRM007,6/1/2024
GT6135,Oberhasli,Female,11/13/2017,92,16.51,72,Mild Illness,1490,OWN041,FRM012,8/10/2020
GT6136,Oberhasli,Female,9/12/2021,45,62.06,69,Healthy,1272,OWN004,FRM012,3/1/2023
GT6137,Boer,Male,12/28/2015,114,68.72,53,Quarantine,494,OWN049,FRM007,3/18/2019
GT6138,Toggenburg,Male,2/28/2017,100,78.18,74,Under Treatment,241,OWN005,FRM003,8/8/2023
GT6139,Boer,Male,9/19/2017,93,70.26,85,Quarantine,250,OWN050,FRM007,4/10/2021
GT6140,Oberhasli,Female,4/5/2017,99,64.85,63,Quarantine,1176,OWN022,FRM013,9/8/2017
GT6141,Oberhasli,Female,7/30/2017,95,28.75,76,Healthy,684,OWN029,FRM019,12/19/2024
GT6142,LaMancha,Female,4/19/2016,111,15.51,46,Under Treatment,708,OWN033,FRM006,2/10/2022
GT6143,LaMancha,Male,2/5/2021,52,66.88,54,Mild Illness,1452,OWN025,FRM011,11/25/2024
GT6144,Alpine,Female,11/15/2017,91,69.93,76,Quarantine,752,OWN019,FRM011,3/6/2023
GT6145,Saanen,Male,3/22/2021,51,55.71,69,Mild Illness,546,OWN010,FRM001,6/12/2024
GT6146,LaMancha,Male,10/10/2016,105,66.02,71,Under Treatment,750,OWN009,FRM019,1/2/2017
GT6147,LaMancha,Female,11/12/2023,19,22.93,78,Healthy,1116,OWN005,FRM018,2/8/2025
GT6148,Toggenburg,Female,6/27/2022,35,17.88,72,Mild Illness,1439,OWN039,FRM009,1/21/2023
GT6149,Boer,Male,9/27/2015,117,17.4,69,Mild Illness,1262,OWN047,FRM005,3/5/2021
GT6150,LaMancha,Male,9/20/2018,81,19.59,54,Quarantine,230,OWN020,FRM006,8/1/2024
GT6151,Alpine,Female,7/19/2020,59,60.57,51,Healthy,702,OWN027,FRM007,10/11/2022
GT6152,Toggenburg,Male,3/24/2018,87,38.42,83,Under Treatment,1050,OWN012,FRM011,8/18/2019
GT6153,Toggenburg,Male,3/30/2022,38,59.63,69,Under Treatment,350,OWN009,FRM007,9/21/2023
GT6154,Boer,Male,11/28/2019,67,50.56,79,Healthy,1323,OWN033,FRM017,7/24/2020
GT6155,Alpine,Male,4/18/2021,50,49.14,50,Healthy,1142,OWN007,FRM010,5/16/2023
GT6156,LaMancha,Male,4/27/2023,25,74.42,58,Quarantine,252,OWN016,FRM014,3/14/2024
GT6157,LaMancha,Male,7/29/2015,119,47.99,66,Under Treatment,734,OWN050,FRM009,8/2/2017
GT6158,Nubian,Female,8/17/2022,34,23.73,52,Mild Illness,555,OWN028,FRM016,8/20/2022
GT6159,Alpine,Female,5/24/2021,49,28.81,80,Mild Illness,348,OWN046,FRM019,2/8/2025
GT6160,Saanen,Male,3/11/2018,88,67.07,59,Under Treatment,692,OWN003,FRM019,11/12/2020
GT6161,Alpine,Female,10/27/2020,56,36.41,69,Under Treatment,561,OWN008,FRM018,7/3/2021
GT6162,Saanen,Male,12/25/2021,41,19.27,78,Quarantine,771,OWN030,FRM006,12/20/2023
GT6163,LaMancha,Male,4/20/2024,13,61.37,59,Healthy,451,OWN011,FRM013,8/15/2024
GT6164,Boer,Female,1/15/2024,16,35.1,45,Mild Illness,317,OWN009,FRM007,3/3/2025
GT6165,Saanen,Male,3/23/2021,51,19.69,78,Healthy,1117,OWN049,FRM001,8/20/2024
GT6166,Boer,Male,3/23/2016,112,60.71,53,Quarantine,844,OWN034,FRM018,6/6/2024
GT6167,LaMancha,Male,2/5/2022,40,71.74,79,Under Treatment,1451,OWN011,FRM001,7/10/2023
GT6168,Alpine,Male,5/29/2018,85,16.58,61,Healthy,980,OWN023,FRM005,1/13/2022
GT6169,Oberhasli,Female,7/9/2017,96,25.89,70,Healthy,1333,OWN037,FRM004,11/16/2023
GT6170,Saanen,Female,11/20/2019,67,29.64,47,Healthy,342,OWN030,FRM020,12/16/2021
GT6171,Toggenburg,Male,8/8/2018,83,64.25,49,Mild Illness,1012,OWN041,FRM006,5/14/2020
GT6172,Nubian,Male,11/16/2018,79,50.31,46,Healthy,640,OWN043,FRM015,10/10/2022
GT6173,Saanen,Male,11/11/2021,43,16.94,81,Healthy,1422,OWN020,FRM001,8/6/2023
GT6174,Saanen,Female,1/8/2021,53,40.23,69,Healthy,683,OWN026,FRM002,9/25/2023
GT6175,Alpine,Female,1/5/2021,53,24.28,76,Mild Illness,274,OWN041,FRM010,9/27/2022
GT6176,Boer,Male,12/30/2016,102,60.25,81,Healthy,1088,OWN048,FRM007,10/4/2019
GT6177,Toggenburg,Female,6/10/2015,121,29.86,58,Under Treatment,255,OWN008,FRM013,5/25/2025
GT6178,Toggenburg,Male,7/6/2017,96,42.38,65,Healthy,273,OWN020,FRM019,11/26/2018
GT6179,Boer,Female,9/19/2020,57,75.99,76,Mild Illness,272,OWN024,FRM003,9/1/2022
GT6180,Oberhasli,Female,11/11/2016,104,21.53,59,Mild Illness,260,OWN038,FRM013,2/28/2022
GT6181,Alpine,Male,6/26/2017,96,18.58,82,Mild Illness,800,OWN001,FRM016,11/24/2020
GT6182,Boer,Male,6/19/2017,96,56.45,57,Under Treatment,1361,OWN041,FRM014,3/28/2023
GT6183,Alpine,Female,9/10/2021,45,30.53,81,Healthy,655,OWN025,FRM008,10/22/2024
GT6184,Toggenburg,Female,7/31/2018,83,46.23,57,Mild Illness,1439,OWN007,FRM019,12/25/2024
GT6185,Boer,Male,5/16/2022,37,60.67,46,Under Treatment,408,OWN026,FRM005,4/21/2025
GT6186,Toggenburg,Female,7/31/2016,107,46.73,47,Healthy,835,OWN028,FRM017,10/16/2019
GT6187,Nubian,Male,12/13/2023,17,32.42,68,Healthy,236,OWN015,FRM019,7/20/2024
GT6188,Boer,Female,3/30/2023,26,71.37,68,Under Treatment,995,OWN048,FRM010,7/23/2023
GT6189,Toggenburg,Male,7/11/2015,120,18.81,77,Healthy,1424,OWN002,FRM005,4/7/2023
GT6190,Nubian,Male,3/8/2018,88,15.14,69,Under Treatment,415,OWN039,FRM017,8/18/2018
GT6191,LaMancha,Male,8/27/2018,82,41.39,46,Healthy,1196,OWN050,FRM012,5/21/2025
GT6192,Saanen,Female,9/18/2020,57,77.99,52,Mild Illness,998,OWN030,FRM016,11/7/2021
GT6193,Toggenburg,Female,3/3/2018,88,67.16,62,Quarantine,392,OWN026,FRM006,11/26/2022
GT6194,Toggenburg,Male,1/15/2019,77,58.79,77,Under Treatment,601,OWN047,FRM020,9/10/2019
GT6195,Toggenburg,Female,1/29/2021,52,37.48,79,Quarantine,537,OWN001,FRM005,10/2/2021
GT6196,Saanen,Female,12/21/2021,42,69.95,80,Quarantine,364,OWN002,FRM008,3/1/2025
GT6197,Alpine,Female,3/18/2016,112,29.79,76,Quarantine,804,OWN006,FRM009,11/30/2021
GT6198,Boer,Male,8/25/2019,70,61.97,75,Healthy,1392,OWN029,FRM010,2/8/2025
GT6199,Boer,Male,10/2/2017,93,19.19,63,Under Treatment,1388,OWN024,FRM012,7/7/2018
GT6200,Saanen,Male,6/17/2022,36,18.23,85,Healthy,1073,OWN047,FRM019,4/3/2023
GT6201,Boer,Female,1/4/2024,17,45.58,65,Quarantine,720,OWN009,FRM015,7/21/2024
GT6202,Toggenburg,Male,7/13/2017,96,53.58,58,Quarantine,1488,OWN006,FRM002,9/16/2018
GT6203,Oberhasli,Male,2/4/2023,28,51.76,55,Under Treatment,862,OWN004,FRM017,6/26/2023
GT6204,Saanen,Female,10/3/2016,105,61.13,64,Quarantine,284,OWN010,FRM007,12/8/2016
GT6205,Alpine,Male,7/12/2020,59,43.58,52,Quarantine,321,OWN028,FRM001,12/19/2022
GT6206,Nubian,Male,7/10/2017,96,38.6,66,Under Treatment,614,OWN043,FRM003,11/22/2018
GT6207,Nubian,Female,8/7/2018,83,63.3,73,Quarantine,581,OWN012,FRM018,9/25/2018
GT6208,Saanen,Female,12/1/2020,54,34.45,49,Quarantine,957,OWN018,FRM002,6/4/2022
GT6209,Saanen,Female,9/7/2021,45,31.08,73,Healthy,918,OWN050,FRM018,4/5/2022
GT6210,Boer,Male,10/2/2019,69,50.99,73,Mild Illness,1456,OWN014,FRM007,11/16/2022
GT6211,Oberhasli,Female,2/19/2016,113,55.2,51,Healthy,1312,OWN011,FRM019,5/7/2018
GT6212,Alpine,Female,7/26/2016,107,43.21,51,Mild Illness,324,OWN025,FRM010,7/11/2019
GT6213,Alpine,Female,10/28/2023,19,61.86,75,Quarantine,731,OWN030,FRM018,1/26/2024
GT6214,Oberhasli,Female,4/10/2017,99,39.86,66,Healthy,1336,OWN017,FRM012,6/12/2018
GT6215,Saanen,Male,5/29/2024,12,57.17,64,Mild Illness,1374,OWN038,FRM019,5/25/2025
GT6216,Nubian,Female,12/30/2020,53,45.45,45,Mild Illness,1253,OWN028,FRM004,11/4/2022
GT6217,Saanen,Male,12/20/2016,102,48.86,85,Under Treatment,419,OWN017,FRM008,8/31/2019
GT6218,LaMancha,Male,3/11/2016,112,35.95,66,Mild Illness,222,OWN016,FRM006,4/28/2020
GT6219,Toggenburg,Female,5/11/2019,73,36.93,81,Healthy,1299,OWN049,FRM004,6/15/2022
GT6220,Oberhasli,Male,8/23/2017,94,65.63,56,Mild Illness,1438,OWN050,FRM002,4/6/2019
GT6221,Oberhasli,Female,12/16/2023,17,27.66,72,Quarantine,649,OWN001,FRM018,7/24/2024
GT6222,Nubian,Male,3/20/2023,26,29.75,78,Under Treatment,238,OWN007,FRM014,11/13/2024
GT6223,Toggenburg,Female,10/14/2019,68,45.15,70,Mild Illness,333,OWN038,FRM004,7/31/2024
GT6224,Toggenburg,Male,10/3/2016,105,36.34,76,Healthy,1385,OWN030,FRM002,3/21/2024
GT6225,LaMancha,Female,10/24/2020,56,78.59,63,Under Treatment,913,OWN046,FRM009,12/25/2020
GT6226,Saanen,Female,6/20/2023,23,53.42,52,Under Treatment,706,OWN033,FRM015,11/1/2024
GT6227,Oberhasli,Female,7/10/2022,35,45.6,80,Under Treatment,703,OWN008,FRM011,4/4/2025
GT6228,Toggenburg,Female,1/10/2024,17,41.85,72,Under Treatment,1427,OWN030,FRM020,3/24/2024
GT6229,Nubian,Female,9/27/2022,32,26.7,71,Mild Illness,536,OWN046,FRM016,12/17/2022
GT6230,Nubian,Male,3/5/2022,39,77.61,59,Quarantine,287,OWN013,FRM020,9/12/2023
GT6231,Saanen,Male,10/5/2015,117,36.22,70,Under Treatment,423,OWN017,FRM003,12/8/2016
GT6232,Toggenburg,Male,12/22/2015,115,35.03,46,Quarantine,1013,OWN034,FRM008,9/10/2018
GT6233,Nubian,Female,8/30/2018,82,40,80,Healthy,1496,OWN048,FRM014,2/15/2020
GT6234,Saanen,Female,3/15/2021,51,67.67,85,Healthy,1394,OWN007,FRM016,9/26/2021
GT6235,Oberhasli,Male,4/25/2017,98,25.41,62,Mild Illness,686,OWN028,FRM008,3/27/2019
GT6236,Alpine,Female,1/1/2023,29,62.38,58,Quarantine,710,OWN035,FRM002,3/7/2024
GT6237,Saanen,Male,5/16/2023,25,78.05,78,Under Treatment,594,OWN019,FRM003,10/23/2024
GT6238,Nubian,Female,10/22/2021,44,70.87,75,Healthy,1095,OWN048,FRM018,11/8/2023
GT6239,Nubian,Female,12/8/2020,54,23.08,51,Under Treatment,1144,OWN025,FRM006,3/20/2021
GT6240,Saanen,Female,5/24/2022,36,28.32,74,Quarantine,668,OWN047,FRM012,5/25/2025
GT6241,Boer,Male,8/6/2023,22,33.24,65,Under Treatment,1055,OWN020,FRM015,5/30/2024
GT6242,Nubian,Male,10/11/2021,44,57.37,70,Under Treatment,1413,OWN012,FRM013,5/2/2023
GT6243,Alpine,Male,12/26/2015,114,45.77,46,Healthy,1317,OWN042,FRM017,7/12/2021
GT6244,LaMancha,Female,9/13/2022,33,29.53,57,Healthy,455,OWN020,FRM018,9/13/2024
GT6245,Toggenburg,Female,12/6/2021,42,45.8,51,Quarantine,964,OWN028,FRM001,5/19/2023
GT6246,LaMancha,Male,5/27/2021,48,72.85,61,Healthy,1240,OWN044,FRM020,2/8/2023
GT6247,Saanen,Male,1/13/2022,41,33.28,70,Mild Illness,1338,OWN034,FRM006,6/23/2023
GT6248,Alpine,Male,9/23/2021,45,45.37,61,Quarantine,269,OWN035,FRM015,10/19/2024
GT6249,Nubian,Female,2/20/2017,100,69.24,50,Under Treatment,1355,OWN013,FRM003,6/20/2024
GT6250,LaMancha,Male,10/2/2015,117,27.35,53,Mild Illness,1407,OWN048,FRM007,3/23/2016
