goat_id,production_date,morning_production_liters,evening_production_liters,milk_quality_grade,fat_content_percent,price_per_liter,total_production_liters
GT6464,2025-05-14,0.6,0.71,B,4.87,4.08,1.31
GT6464,2025-05-13,0.59,1.51,C,5.13,4.7,2.1
GT6464,2025-05-12,1.31,0.99,C,5.35,5.34,2.3
GT6464,2025-05-11,2.81,1.67,B,5.38,5.42,4.48
GT6464,2025-05-10,1.4,1.08,A,4.31,4.92,2.48
GT6464,2025-05-09,0.74,1.3,A,3.08,5.33,2.04
GT6464,2025-05-08,2.3,1.42,C,5.11,4.22,3.7199999999999998
GT6464,2025-05-07,1.04,0.33,A,5.25,4.23,1.37
GT6464,2025-05-06,2.17,1.24,B,3.67,4.52,3.41
GT0600,2025-06-04,0.69,2.24,B,5.09,4.77,2.93
GT0600,2025-06-03,1.66,2.15,C,3.52,3.34,3.8099999999999996
GT0600,2025-06-02,1.68,0.43,C,4.49,4.94,2.11
GT0600,2025-06-01,1.17,1.89,B,5.5,4.3,3.0599999999999996
GT0600,2025-05-31,0.92,0.83,A,3.09,5.32,1.75
GT0600,2025-05-30,0.94,1.07,A,3.57,3.59,2.01
GT0600,2025-05-29,2.37,1.11,B,4.09,3.12,3.4800000000000004
GT0600,2025-05-28,2.66,2.32,C,3.86,4.43,4.98
GT0600,2025-05-27,2.52,1.74,A,4.43,3.41,4.26
GT0600,2025-05-26,1.25,1.43,C,4.09,5.7,2.6799999999999997
GT0600,2025-05-25,1.18,2.22,A,3.64,4.74,3.4000000000000004
GT0600,2025-05-24,0.65,1.17,C,3.73,4.3,1.8199999999999998
GT0600,2025-05-23,2.14,0.42,B,3.16,3.9,2.56
GT0600,2025-05-22,2.63,0.87,A,3.44,4.89,3.5
GT0600,2025-05-21,1.32,2.05,A,4.28,3.0,3.37
GT0600,2025-05-20,1.45,0.97,B,4.01,5.01,2.42
GT0600,2025-05-19,1.25,2.5,C,4.13,5.27,3.75
GT0600,2025-05-18,1.82,1.19,C,5.31,5.7,3.01
GT0600,2025-05-17,2.08,1.06,C,4.5,4.01,3.14
GT0600,2025-05-16,1.73,0.66,B,3.33,3.1,2.39
GT0600,2025-05-15,0.98,1.24,C,3.25,3.53,2.2199999999999998
GT0600,2025-05-14,2.62,2.09,B,5.26,4.79,4.71
GT0600,2025-05-13,1.82,0.68,B,3.65,5.21,2.5
GT0600,2025-05-12,2.61,0.41,A,5.21,4.46,3.02
GT0600,2025-05-11,0.82,1.34,C,4.83,3.26,2.16
GT0600,2025-05-10,1.63,0.74,B,4.16,3.48,2.37
GT0600,2025-05-09,1.08,0.74,A,4.87,4.81,1.82
GT0600,2025-05-08,2.11,1.49,A,4.31,4.6,3.5999999999999996
GT0600,2025-05-07,1.22,1.01,A,4.36,4.21,2.23
GT0600,2025-05-06,0.64,0.82,C,4.46,5.62,1.46
GT6931,2025-06-04,1.76,0.41,C,5.44,5.68,2.17
GT6931,2025-06-03,2.35,0.75,C,4.55,3.96,3.1
GT6931,2025-06-02,1.75,1.14,C,4.41,5.74,2.8899999999999997
GT6931,2025-06-01,2.34,1.46,C,3.27,3.44,3.8
GT6931,2025-05-31,2.53,0.8,C,3.98,4.01,3.33
GT6931,2025-05-30,0.69,1.84,A,3.09,3.71,2.5300000000000002
GT6931,2025-05-29,1.71,0.84,B,5.35,5.12,2.55
GT6931,2025-05-28,2.35,0.48,C,4.35,3.54,2.83
GT6931,2025-05-27,0.55,1.73,B,4.89,5.11,2.2800000000000002
GT6931,2025-05-26,2.21,2.07,A,3.24,3.14,4.279999999999999
GT6931,2025-05-25,1.79,1.5,C,4.5,3.99,3.29
GT6931,2025-05-24,2.0,1.3,B,5.32,5.66,3.3
GT6931,2025-05-23,0.81,1.14,A,5.01,3.74,1.95
GT6931,2025-05-22,1.54,1.18,A,3.09,5.7,2.7199999999999998
GT6931,2025-05-21,2.6,1.56,C,4.16,4.38,4.16
GT6931,2025-05-20,1.09,2.45,B,4.94,5.84,3.54
GT6931,2025-05-19,1.9,1.71,B,4.73,4.63,3.61
GT6931,2025-05-18,1.95,1.11,C,4.3,3.17,3.06
GT6931,2025-05-17,1.93,2.21,B,5.45,3.14,4.14
GT6931,2025-05-16,2.29,0.89,C,3.92,5.17,3.18
GT6931,2025-05-15,2.73,1.17,A,4.99,4.3,3.9
GT6931,2025-05-14,1.14,1.46,B,5.05,5.92,2.5999999999999996
GT6931,2025-05-13,2.39,2.45,B,4.02,5.18,4.84
GT6931,2025-05-12,2.43,2.25,C,4.78,4.77,4.68
GT6931,2025-05-11,2.94,2.1,B,3.79,5.73,5.04
GT6931,2025-05-10,1.65,0.84,C,3.49,5.05,2.4899999999999998
GT6931,2025-05-09,0.65,1.82,B,4.97,4.66,2.47
GT6931,2025-05-08,2.15,1.48,A,4.2,5.34,3.63
GT6931,2025-05-07,2.17,1.2,A,4.82,4.14,3.37
GT6931,2025-05-06,1.97,0.34,B,5.18,4.82,2.31
GT1550,2025-06-04,2.89,1.5,B,4.86,3.21,4.390000000000001
GT1550,2025-06-03,2.38,2.24,A,3.59,4.31,4.62
GT1550,2025-06-02,1.56,1.54,C,4.46,4.29,3.1
GT1550,2025-06-01,2.48,0.59,A,3.69,4.85,3.07
GT1550,2025-05-31,1.52,2.08,A,4.5,4.67,3.6
GT1550,2025-05-30,2.79,2.28,A,5.07,3.97,5.07
GT1550,2025-05-29,0.55,0.83,A,4.28,3.87,1.38
GT1550,2025-05-28,2.89,1.14,B,3.6,3.75,4.03
GT1550,2025-05-27,0.58,0.91,A,5.14,3.5,1.49
GT1550,2025-05-26,1.9,0.4,C,5.33,4.22,2.3
GT1550,2025-05-25,0.73,1.28,A,5.13,3.86,2.01
GT1550,2025-05-24,2.77,1.54,C,4.36,3.87,4.3100000000000005
GT1550,2025-05-23,0.67,1.48,C,4.93,5.98,2.15
GT1550,2025-05-22,2.95,2.45,A,4.18,5.56,5.4
GT1550,2025-05-21,2.99,2.31,A,3.28,3.57,5.300000000000001
GT1550,2025-05-20,1.4,1.04,C,4.66,3.81,2.44
GT1550,2025-05-19,1.35,1.55,B,3.37,5.95,2.9000000000000004
GT1550,2025-05-18,1.95,1.15,C,5.48,5.1,3.0999999999999996
GT1550,2025-05-17,0.83,0.88,C,3.5,4.82,1.71
GT1550,2025-05-16,2.24,0.58,C,3.55,5.73,2.8200000000000003
GT1550,2025-05-15,1.67,2.29,B,3.65,5.17,3.96
GT1550,2025-05-14,2.22,1.0,C,4.89,3.59,3.22
GT1550,2025-05-13,0.96,1.55,A,5.06,3.13,2.51
GT1550,2025-05-12,1.37,1.07,C,3.87,5.5,2.4400000000000004
GT1550,2025-05-11,1.99,2.24,A,3.47,3.52,4.23
GT1550,2025-05-10,1.82,2.31,C,5.09,5.17,4.13
GT1550,2025-05-09,0.74,0.76,B,4.92,4.18,1.5
GT1550,2025-05-08,1.0,0.95,B,3.92,5.56,1.95
GT1550,2025-05-07,1.19,1.7,C,5.04,3.79,2.8899999999999997
GT1550,2025-05-06,2.77,1.65,A,3.81,5.97,4.42
GT4762,2025-06-04,0.69,0.62,C,4.84,3.42,1.31
GT4762,2025-06-03,1.93,1.63,B,3.93,3.51,3.5599999999999996
GT4762,2025-06-02,2.91,1.95,A,4.51,4.47,4.86
GT4762,2025-06-01,1.32,1.21,A,4.55,3.58,2.5300000000000002
GT4762,2025-05-31,1.62,2.36,C,4.02,4.32,3.98
GT4762,2025-05-30,2.08,1.13,C,4.84,4.33,3.21
GT4762,2025-05-29,0.68,0.7,B,3.05,5.27,1.38
GT4762,2025-05-28,1.36,2.33,A,3.32,5.22,3.6900000000000004
GT4762,2025-05-27,0.89,1.62,A,3.46,4.6,2.5100000000000002
GT4762,2025-05-26,1.5,1.58,A,4.65,3.69,3.08
GT4762,2025-05-25,0.79,1.89,A,4.87,3.87,2.6799999999999997
GT4762,2025-05-24,2.85,1.88,C,5.27,4.32,4.73
GT4762,2025-05-23,1.72,2.38,B,3.83,4.85,4.1
GT4762,2025-05-22,1.95,0.71,B,3.69,3.15,2.66
GT4762,2025-05-21,1.58,1.93,B,5.04,3.27,3.51
GT4762,2025-05-20,1.76,0.88,A,3.71,5.93,2.64
GT4762,2025-05-19,1.12,1.37,A,3.56,4.58,2.49
GT4762,2025-05-18,0.62,0.38,B,3.0,5.43,1.0
GT4762,2025-05-17,1.38,0.82,B,4.16,4.75,2.1999999999999997
GT4762,2025-05-16,1.44,0.91,C,4.27,3.32,2.35
GT4762,2025-05-15,2.02,1.65,B,3.28,3.29,3.67
GT4762,2025-05-14,2.91,0.5,B,3.8,4.3,3.41
GT4762,2025-05-13,1.5,2.08,C,4.63,3.99,3.58
GT4762,2025-05-12,1.75,2.39,C,3.26,4.82,4.140000000000001
GT4762,2025-05-11,0.65,2.42,A,3.67,3.87,3.07
GT4762,2025-05-10,1.23,1.43,A,3.03,5.91,2.66
GT4762,2025-05-09,1.65,0.85,C,3.25,3.09,2.5
GT4762,2025-05-08,1.94,2.28,B,4.31,3.46,4.22
GT4762,2025-05-07,1.63,2.22,A,5.1,3.76,3.85
GT4762,2025-05-06,1.71,2.39,C,5.39,4.79,4.1
GT4140,2025-06-04,0.7,1.87,A,4.58,4.59,2.5700000000000003
GT4140,2025-06-03,2.89,1.03,A,3.96,3.68,3.92
GT4140,2025-06-02,0.69,0.79,A,3.1,5.26,1.48
GT4140,2025-06-01,0.99,1.54,C,4.92,4.46,2.5300000000000002
GT4140,2025-05-31,1.05,1.02,A,5.45,4.12,2.0700000000000003
GT4140,2025-05-30,1.71,2.05,A,4.72,4.21,3.76
GT4140,2025-05-29,2.34,2.2,C,3.52,4.46,4.54
GT4140,2025-05-28,0.67,1.9,B,3.97,5.87,2.57
GT4140,2025-05-27,1.95,2.22,A,5.45,5.8,4.17
GT4140,2025-05-26,0.59,1.54,B,3.08,4.22,2.13
GT4140,2025-05-25,2.54,1.33,C,5.0,5.77,3.87
GT4140,2025-05-24,2.92,1.35,A,4.09,4.19,4.27
GT4140,2025-05-23,2.48,2.37,C,4.82,5.45,4.85
GT4140,2025-05-22,2.52,0.3,B,5.49,4.39,2.82
GT4140,2025-05-21,0.86,0.43,B,4.53,4.01,1.29
GT4140,2025-05-20,1.13,2.32,A,4.03,3.02,3.4499999999999997
GT4140,2025-05-19,1.35,2.41,C,4.96,4.35,3.7600000000000002
GT4140,2025-05-18,2.56,0.7,A,4.07,4.86,3.26
GT4140,2025-05-17,2.25,2.25,B,4.97,3.85,4.5
GT4140,2025-05-16,2.66,1.7,C,4.5,5.29,4.36
GT4140,2025-05-15,2.14,1.47,C,4.0,3.75,3.6100000000000003
GT4140,2025-05-14,1.7,0.7,A,4.15,3.85,2.4
GT4140,2025-05-13,2.67,2.43,A,4.76,3.52,5.1
GT4140,2025-05-12,1.95,1.2,C,4.32,4.03,3.15
GT4140,2025-05-11,2.09,2.45,A,4.35,5.42,4.54
GT4140,2025-05-10,1.17,0.81,A,5.17,3.66,1.98
GT4140,2025-05-09,2.04,0.93,B,5.48,3.83,2.97
GT4140,2025-05-08,1.58,0.51,C,4.97,4.86,2.09
GT4140,2025-05-07,1.16,0.57,C,4.52,5.03,1.73
GT4140,2025-05-06,2.53,0.35,B,3.53,5.03,2.88
GT5182,2025-06-04,1.76,2.22,B,3.34,4.24,3.9800000000000004
GT5182,2025-06-03,0.8,1.51,B,4.14,5.02,2.31
GT5182,2025-06-02,2.47,1.6,B,3.23,5.99,4.07
GT5182,2025-06-01,1.24,0.49,C,5.45,5.03,1.73
GT5182,2025-05-31,1.88,0.88,A,4.65,4.77,2.76
GT5182,2025-05-30,0.95,1.73,A,3.75,5.5,2.6799999999999997
GT5182,2025-05-29,0.78,0.67,A,3.7,4.09,1.4500000000000002
GT5182,2025-05-28,2.28,2.37,C,5.12,3.76,4.65
GT5182,2025-05-27,0.96,2.05,B,3.31,4.66,3.01
GT5182,2025-05-26,2.89,0.67,A,3.18,5.44,3.56
GT5182,2025-05-25,1.34,1.69,C,3.09,3.39,3.0300000000000002
GT5182,2025-05-24,0.54,1.61,C,4.55,3.77,2.1500000000000004
GT5182,2025-05-23,1.48,1.32,B,3.45,4.28,2.8
GT5182,2025-05-22,2.54,1.29,C,5.29,5.21,3.83
GT5182,2025-05-21,1.44,0.67,B,3.59,5.99,2.11
GT5182,2025-05-20,1.01,0.52,A,3.12,4.69,1.53
GT5182,2025-05-19,0.6,2.39,C,4.9,5.98,2.99
GT5182,2025-05-18,1.87,0.36,C,4.11,4.78,2.23
GT5182,2025-05-17,1.86,1.8,B,3.15,3.38,3.66
GT5182,2025-05-16,0.75,2.12,C,4.06,4.27,2.87
GT5182,2025-05-15,1.82,1.33,A,3.76,5.39,3.1500000000000004
GT5182,2025-05-14,2.26,1.34,B,4.67,4.64,3.5999999999999996
GT5182,2025-05-13,0.7,2.43,A,5.5,4.56,3.13
GT5182,2025-05-12,0.72,2.01,C,3.85,5.35,2.7299999999999995
GT5182,2025-05-11,2.11,0.37,A,3.19,4.67,2.48
GT5182,2025-05-10,1.6,1.28,A,3.97,5.66,2.88
GT5182,2025-05-09,1.96,1.39,B,5.06,4.13,3.3499999999999996
GT5182,2025-05-08,1.24,0.35,A,3.5,3.05,1.5899999999999999
GT5182,2025-05-07,1.99,1.42,C,3.75,5.19,3.41
GT5182,2025-05-06,1.98,1.97,C,4.1,3.24,3.95
GT9120,2025-06-04,1.67,1.42,B,4.38,3.97,3.09
GT9120,2025-06-03,1.0,1.06,C,3.46,4.34,2.06
GT9120,2025-06-02,0.69,2.04,B,3.93,5.92,2.73
GT9120,2025-06-01,1.69,0.78,C,3.9,5.0,2.4699999999999998
GT9120,2025-05-31,2.33,0.53,C,4.6,3.28,2.8600000000000003
GT9120,2025-05-30,0.59,0.62,B,3.76,4.27,1.21
GT9120,2025-05-29,1.48,1.63,C,4.44,4.84,3.11
GT9120,2025-05-28,1.3,0.63,B,3.93,3.79,1.9300000000000002
GT9120,2025-05-27,1.2,1.43,B,4.82,5.5,2.63
GT9120,2025-05-26,2.03,1.84,C,3.28,5.36,3.87
GT9120,2025-05-25,2.51,1.9,B,4.23,3.44,4.41
GT9120,2025-05-24,0.98,1.03,A,4.76,5.02,2.01
GT9120,2025-05-23,2.13,1.04,B,4.56,5.39,3.17
GT9120,2025-05-22,2.01,1.85,B,5.36,5.45,3.86
GT9120,2025-05-21,2.95,2.24,A,3.01,3.4,5.19
GT9120,2025-05-20,2.1,0.76,C,3.9,3.9,2.8600000000000003
GT9120,2025-05-19,0.67,1.44,C,5.05,3.33,2.11
GT9120,2025-05-18,1.64,1.9,A,4.68,3.39,3.54
GT9120,2025-05-17,1.56,2.4,C,4.95,4.7,3.96
GT9120,2025-05-16,2.29,0.42,C,3.53,4.49,2.71
GT9120,2025-05-15,2.26,1.51,A,3.2,5.8,3.7699999999999996
GT9120,2025-05-14,2.75,1.09,A,5.03,5.25,3.84
GT9120,2025-05-13,1.03,1.78,B,4.07,4.73,2.81
GT9120,2025-05-12,1.99,0.58,B,5.42,5.95,2.57
GT9120,2025-05-11,1.82,2.1,A,3.1,3.57,3.92
GT9120,2025-05-10,1.1,0.88,A,3.05,3.45,1.98
GT9120,2025-05-09,1.11,0.39,C,3.54,4.11,1.5
GT9120,2025-05-08,2.12,0.61,C,4.1,3.66,2.73
GT9120,2025-05-07,1.61,2.06,C,4.43,5.85,3.67
GT9120,2025-05-06,0.82,1.9,C,3.73,5.79,2.7199999999999998
GT7171,2025-06-04,1.72,0.37,C,4.99,4.49,2.09
GT7171,2025-06-03,1.17,1.77,A,4.37,3.81,2.94
GT7171,2025-06-02,1.17,1.75,B,3.21,5.53,2.92
GT7171,2025-06-01,2.24,0.79,B,4.42,4.96,3.0300000000000002
GT7171,2025-05-31,2.07,1.3,A,4.65,3.5,3.37
GT7171,2025-05-30,0.88,1.34,A,4.9,3.56,2.22
GT7171,2025-05-29,1.16,1.95,B,5.07,4.59,3.11
GT7171,2025-05-28,0.7,2.1,B,4.88,5.94,2.8
GT7171,2025-05-27,2.53,2.24,C,5.33,4.45,4.77
GT7171,2025-05-26,1.83,0.37,B,5.35,4.7,2.2
GT7171,2025-05-25,2.03,1.04,A,4.79,4.23,3.07
GT7171,2025-05-24,2.53,0.66,B,3.68,3.75,3.19
GT7171,2025-05-23,2.35,1.56,B,3.81,4.02,3.91
GT7171,2025-05-22,1.64,2.2,B,4.62,4.96,3.84
GT7171,2025-05-21,2.89,1.33,C,4.72,5.49,4.220000000000001
GT7171,2025-05-20,2.97,0.75,A,4.15,5.21,3.72
GT7171,2025-05-19,0.95,2.44,A,3.17,4.88,3.3899999999999997
GT7171,2025-05-18,0.97,0.61,C,4.49,4.02,1.58
GT7171,2025-05-17,2.48,1.87,C,3.54,4.07,4.35
GT7171,2025-05-16,1.01,1.53,B,4.25,5.93,2.54
GT7171,2025-05-15,0.68,1.92,B,3.73,3.62,2.6
GT7171,2025-05-14,2.5,1.75,B,4.91,4.68,4.25
GT7171,2025-05-13,1.03,1.46,A,4.24,5.93,2.49
GT7171,2025-05-12,2.45,2.46,A,4.63,4.04,4.91
GT7171,2025-05-11,1.13,0.39,C,3.27,5.02,1.52
GT7171,2025-05-10,2.12,1.44,C,3.75,4.76,3.56
GT7171,2025-05-09,2.96,1.8,C,3.64,3.44,4.76
GT7171,2025-05-08,0.51,0.44,B,4.13,5.58,0.95
GT7171,2025-05-07,2.67,1.14,B,3.6,3.43,3.8099999999999996
GT7171,2025-05-06,1.33,2.36,A,3.47,3.4,3.69
GT4519,2025-06-04,0.7,1.4,A,3.46,4.52,2.0999999999999996
GT4519,2025-06-03,0.71,2.0,C,3.25,3.41,2.71
GT4519,2025-06-02,0.74,2.11,A,4.22,4.74,2.8499999999999996
GT4519,2025-06-01,0.86,0.53,A,3.26,5.28,1.3900000000000001
GT4519,2025-05-31,1.24,0.8,B,3.64,5.53,2.04
GT4519,2025-05-30,2.77,1.13,A,3.51,5.09,3.9
GT4519,2025-05-29,1.01,2.33,B,4.76,3.09,3.34
GT4519,2025-05-28,0.66,0.83,A,4.97,3.17,1.49
GT4519,2025-05-27,2.38,0.4,B,5.5,3.18,2.78
GT4519,2025-05-26,1.44,2.49,A,4.98,5.65,3.93
GT4519,2025-05-25,2.64,2.06,C,3.73,4.89,4.7
GT4519,2025-05-24,1.44,2.22,C,3.58,3.93,3.66
GT4519,2025-05-23,0.8,0.81,A,4.81,4.98,1.61
GT4519,2025-05-22,2.65,0.51,A,3.79,4.75,3.16
GT4519,2025-05-21,2.34,0.63,A,4.17,3.2,2.9699999999999998
GT4519,2025-05-20,2.02,1.37,B,4.52,5.39,3.39
GT4519,2025-05-19,2.4,1.03,C,5.24,3.02,3.4299999999999997
GT4519,2025-05-18,1.51,0.95,C,4.52,5.7,2.46
GT4519,2025-05-17,2.43,0.8,A,4.98,5.99,3.2300000000000004
GT4519,2025-05-16,2.69,2.5,C,3.69,3.73,5.1899999999999995
GT4519,2025-05-15,0.58,1.42,A,3.69,3.08,2.0
GT4519,2025-05-14,2.29,2.2,C,3.23,4.74,4.49
GT4519,2025-05-13,1.69,2.39,C,3.68,4.02,4.08
GT4519,2025-05-12,1.18,1.96,A,5.47,4.62,3.1399999999999997
GT4519,2025-05-11,2.86,2.47,A,3.96,5.31,5.33
GT4519,2025-05-10,2.85,2.49,B,4.9,5.04,5.34
GT4519,2025-05-09,2.06,0.98,B,3.58,4.68,3.04
GT4519,2025-05-08,1.79,1.03,B,4.37,4.98,2.8200000000000003
GT4519,2025-05-07,0.96,0.46,C,4.4,5.39,1.42
GT4519,2025-05-06,2.01,1.19,A,4.3,3.07,3.1999999999999997
GT1322,2025-06-04,0.78,2.2,A,4.75,5.29,2.9800000000000004
GT1322,2025-06-03,0.63,2.4,B,4.95,4.96,3.03
GT1322,2025-06-02,1.21,1.18,B,3.31,3.98,2.3899999999999997
GT1322,2025-06-01,0.76,0.96,B,3.65,3.53,1.72
GT1322,2025-05-31,2.89,0.93,A,5.08,5.18,3.8200000000000003
GT1322,2025-05-30,0.5,0.44,A,4.9,3.93,0.94
GT1322,2025-05-29,2.02,1.16,A,3.64,5.59,3.1799999999999997
GT1322,2025-05-28,1.46,1.95,C,4.82,5.97,3.41
GT1322,2025-05-27,2.63,1.75,C,3.06,3.85,4.38
GT1322,2025-05-26,0.56,2.27,B,4.25,3.92,2.83
GT1322,2025-05-25,0.98,0.7,A,5.15,4.83,1.68
GT1322,2025-05-24,1.76,2.13,C,5.32,4.58,3.8899999999999997
GT1322,2025-05-23,2.69,2.09,A,3.54,3.94,4.779999999999999
GT1322,2025-05-22,2.69,2.19,B,4.61,4.47,4.88
GT1322,2025-05-21,1.96,0.33,C,4.25,3.29,2.29
GT1322,2025-05-20,1.93,0.55,B,5.13,3.39,2.48
GT1322,2025-05-19,1.46,0.83,B,5.29,4.86,2.29
GT1322,2025-05-18,2.1,0.39,C,3.04,4.81,2.49
GT1322,2025-05-17,2.88,0.98,C,4.94,5.3,3.86
GT1322,2025-05-16,2.33,1.21,C,3.82,3.72,3.54
GT1322,2025-05-15,2.01,0.66,A,3.68,3.39,2.67
GT1322,2025-05-14,1.93,0.98,B,5.0,3.79,2.91
GT1322,2025-05-13,1.02,1.6,B,3.71,4.85,2.62
GT1322,2025-05-12,2.29,2.12,B,5.28,3.1,4.41
GT1322,2025-05-11,1.21,2.25,A,4.51,3.15,3.46
GT1322,2025-05-10,1.37,1.23,B,3.95,4.25,2.6
GT1322,2025-05-09,0.71,1.63,C,4.02,4.91,2.34
GT1322,2025-05-08,1.24,1.12,C,3.69,3.67,2.3600000000000003
GT1322,2025-05-07,2.88,2.17,B,3.28,5.68,5.05
GT1322,2025-05-06,1.7,0.57,B,3.15,4.53,2.27
GT4918,2025-06-04,2.32,0.8,C,3.75,4.25,3.12
GT4918,2025-06-03,1.33,1.57,A,3.5,4.64,2.9000000000000004
GT4918,2025-06-02,2.95,1.6,A,4.13,5.37,4.550000000000001
GT4918,2025-06-01,1.66,1.34,C,4.95,5.61,3.0
GT4918,2025-05-31,2.16,2.05,A,5.41,4.01,4.21
GT4918,2025-05-30,0.76,1.65,C,3.56,3.84,2.41
GT4918,2025-05-29,1.84,1.18,B,3.14,5.02,3.02
GT4918,2025-05-28,1.18,0.88,B,3.68,5.41,2.06
GT4918,2025-05-27,2.59,0.51,C,4.33,5.84,3.0999999999999996
GT4918,2025-05-26,2.99,0.33,A,5.19,5.87,3.3200000000000003
GT4918,2025-05-25,1.46,0.98,C,4.79,3.29,2.44
GT4918,2025-05-24,1.97,0.52,A,3.15,3.33,2.49
GT4918,2025-05-23,2.42,1.82,B,4.22,4.33,4.24
GT4918,2025-05-22,1.44,1.87,A,3.51,4.82,3.31
GT4918,2025-05-21,1.69,2.3,B,5.27,3.37,3.9899999999999998
GT4918,2025-05-20,1.05,1.75,C,4.57,3.12,2.8
GT4918,2025-05-19,2.46,0.97,A,4.02,4.25,3.4299999999999997
GT4918,2025-05-18,1.72,0.97,C,3.2,3.84,2.69
GT4918,2025-05-17,2.58,1.01,B,4.29,5.35,3.59
GT4918,2025-05-16,2.0,1.01,B,5.19,4.86,3.01
GT4918,2025-05-15,2.72,2.07,B,4.28,4.26,4.79
GT4918,2025-05-14,1.45,1.92,B,4.83,4.3,3.37
GT4918,2025-05-13,2.21,1.15,A,4.33,5.74,3.36
GT4918,2025-05-12,2.79,0.8,A,5.31,5.45,3.59
GT4918,2025-05-11,1.04,0.41,B,4.41,4.5,1.45
GT4918,2025-05-10,1.76,1.92,C,3.65,3.27,3.6799999999999997
GT4918,2025-05-09,1.25,0.39,C,3.54,3.44,1.6400000000000001
GT4918,2025-05-08,2.09,2.35,C,5.31,5.96,4.4399999999999995
GT4918,2025-05-07,2.68,1.31,B,5.11,3.28,3.99
GT4918,2025-05-06,1.08,2.44,C,4.38,3.61,3.52
GT5603,2025-06-04,2.84,1.24,A,4.02,5.24,4.08
GT5603,2025-06-03,0.65,2.24,C,4.86,5.77,2.89
GT5603,2025-06-02,2.35,1.35,C,3.85,4.53,3.7
GT5603,2025-06-01,2.66,2.1,C,3.26,5.64,4.76
GT5603,2025-05-31,2.42,0.9,C,5.37,3.1,3.32
GT5603,2025-05-30,1.03,0.33,C,5.02,4.1,1.36
GT5603,2025-05-29,0.73,0.5,C,4.72,5.74,1.23
GT5603,2025-05-28,1.73,1.18,A,3.27,3.34,2.91
GT5603,2025-05-27,1.07,2.26,A,3.05,5.64,3.33
GT5603,2025-05-26,1.69,1.55,B,4.74,3.09,3.24
GT5603,2025-05-25,2.17,1.28,C,3.52,5.77,3.45
GT5603,2025-05-24,1.96,2.39,A,3.49,4.18,4.35
GT5603,2025-05-23,2.16,2.23,C,3.95,3.35,4.390000000000001
GT5603,2025-05-22,2.51,2.0,A,4.51,5.84,4.51
GT5603,2025-05-21,2.58,0.59,C,3.23,5.85,3.17
GT5603,2025-05-20,0.73,1.0,B,5.01,4.04,1.73
GT5603,2025-05-19,2.16,2.29,A,4.37,4.45,4.45
GT5603,2025-05-18,0.61,1.0,C,3.66,4.64,1.6099999999999999
GT5603,2025-05-17,2.68,0.86,C,3.06,4.78,3.54
GT5603,2025-05-16,2.75,0.6,B,3.03,4.4,3.35
GT5603,2025-05-15,1.24,0.42,C,3.11,4.68,1.66
GT5603,2025-05-14,0.77,1.11,B,3.86,3.26,1.8800000000000001
GT5603,2025-05-13,2.04,1.7,B,4.23,5.69,3.74
GT5603,2025-05-12,2.57,0.94,B,3.94,5.94,3.51
GT5603,2025-05-11,1.05,1.35,A,3.34,5.67,2.4000000000000004
GT5603,2025-05-10,1.3,2.0,A,4.63,4.4,3.3
GT5603,2025-05-09,1.48,2.42,B,4.51,3.19,3.9
GT5603,2025-05-08,2.75,0.73,A,3.63,3.4,3.48
GT5603,2025-05-07,1.11,0.82,B,4.71,4.6,1.9300000000000002
GT5603,2025-05-06,1.04,1.68,A,4.57,5.98,2.7199999999999998
GT8502,2025-06-04,2.98,1.02,B,4.96,3.95,4.0
GT8502,2025-06-03,2.14,0.42,B,3.48,5.39,2.56
GT8502,2025-06-02,1.69,0.83,A,4.37,5.64,2.52
GT8502,2025-06-01,1.93,1.78,C,3.38,3.25,3.71
GT8502,2025-05-31,2.07,1.41,B,5.49,5.52,3.4799999999999995
GT8502,2025-05-30,1.9,2.27,B,3.77,4.06,4.17
GT8502,2025-05-29,0.66,1.29,C,3.03,5.61,1.9500000000000002
GT8502,2025-05-28,1.81,1.79,B,5.39,5.84,3.6
GT8502,2025-05-27,2.81,1.32,B,4.6,3.9,4.13
GT8502,2025-05-26,1.47,1.73,B,3.01,4.76,3.2
GT8502,2025-05-25,2.79,0.31,A,5.04,4.86,3.1
GT8502,2025-05-24,2.94,1.49,B,3.01,3.26,4.43
GT8502,2025-05-23,0.77,2.21,A,3.38,3.42,2.98
GT8502,2025-05-22,1.46,1.76,A,3.52,4.64,3.2199999999999998
GT8502,2025-05-21,1.63,1.94,C,4.27,5.54,3.57
GT8502,2025-05-20,0.53,1.31,C,4.79,5.77,1.84
GT8502,2025-05-19,1.42,0.46,C,4.0,4.4,1.88
GT8502,2025-05-18,1.82,1.28,A,3.13,5.48,3.1
GT8502,2025-05-17,0.63,1.06,B,4.08,5.13,1.69
GT8502,2025-05-16,1.88,1.37,C,4.13,4.63,3.25
GT8502,2025-05-15,0.94,1.09,A,5.03,5.07,2.0300000000000002
GT8502,2025-05-14,0.72,1.19,C,5.01,5.93,1.91
GT8502,2025-05-13,2.6,1.27,C,4.28,3.93,3.87
GT8502,2025-05-12,1.39,0.7,B,4.95,4.91,2.09
GT8502,2025-05-11,1.81,1.4,C,5.07,3.29,3.21
GT8502,2025-05-10,1.49,0.89,A,4.18,4.46,2.38
GT8502,2025-05-09,2.01,2.33,A,5.19,4.14,4.34
